Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta	hidden_rate	Q[1]	Q[2]	Q[3]	Q[4]	Q[5]	Q[6]	R[1]	R[2]	rate_01	rate_10	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta
5763	1	22.51651	0	22.51651	0.0198287	0.00792345	0.0538824	0.0193843	0.00774585	0.0526748	-3.92063	-4.83793	-2.92095	-0.02266843	0.0006887369	0.0011428	0.000642925	0	0	0.000387767	4.89575e-05	0.000688737	0.000688737	0.001142797	0.0006429253	0.0003877668	4.895754e-05	0.0504805	0.192231	0.00932341	0.246049	0.233723	0.268194	0.00373993	0.110518	0.404566	0.0193924	0.573059	2.09777	-5.58869	-2.20258	-0.904941	1.645814
5764	0	23.27983	0	23.27983	0.0156977	0.269117	0.00608378	0.0595501	1.02091	0.0230791	-4.15424	-1.31261	-5.10213	1.333301	0.0002118645	0.000991377	0.000153249	0	0	6.29505e-05	0.00034477	0.000211864	0.000211864	0.0009913769	0.0001532486	6.295055e-05	0.0003447704	0.0279361	0.0301729	0.125567	0.451763	0.247204	0.117357	2.09285	0.00299866	0.031267	3.72995	0.00534431	0.0557252	0.738526	-5.80959	-3.46519	0.5778682
5765	1	24.0747	0	24.0747	0.215797	0.172211	0.494537	0.128486	0.102535	0.294449	-1.53342	-1.75904	-0.704132	-0.5185161	0.0005690082	0.000360534	9.34574e-05	0	0	0.000111154	7.89128e-05	0.000569008	0.000569008	0.0003605338	9.345737e-05	0.0001111538	7.891279e-05	0.0988217	0.269261	0.0326999	0.197876	0.133482	0.26786	0.00801733	0.307681	0.325038	0.299251	11.4844	12.1322	-4.82615	-1.17869	-1.12381	3.619678
5766	0	24.77477	0	24.77477	0.0207316	0.456421	0.583763	0.0388076	0.854378	1.09275	-3.8761	-0.784339	-0.53826	0.6269578	0.0005159361	0.000173259	0.000570572	0	0	0.000244101	0.000648719	0.000515936	0.000515936	0.0001732593	0.0005705725	0.0002441005	0.0006487191	0.183074	0.157673	0.0811683	0.171321	0.00444064	0.402323	0.142717	0.853873	0.00881475	0.189083	1.13128	0.0116785	-1.94689	-0.157973	-4.73133	0.2813238
5767	1	24.92915	0	24.92915	0.0234582	0.042164	0.188536	0.0532528	0.0957172	0.427999	-3.75254	-3.16619	-1.66847	0.8198316	0.000598369	0.00057299	0.00186623	0	0	1.11333e-05	0.000110964	0.000598369	0.000598369	0.0005729904	0.001866231	1.113331e-05	0.0001109644	0.0106238	0.212468	0.263844	0.184636	0.0990023	0.229426	0.0394169	0.148939	0.0502487	0.0465651	0.175949	0.0593613	-3.23356	-1.90422	-2.99077	0.1666567
5768	0	25.3445	0	25.3445	0.144972	0.016231	0.0678387	0.143626	0.0160803	0.067209	-1.93121	-4.12083	-2.69062	-0.009326707	0.0001182785	8.50751e-06	0.00181059	0	0	0.000251904	1.46529e-05	0.000118278	0.000118278	8.507508e-06	0.001810589	0.0002519037	1.465288e-05	0.249521	0.122276	0.119685	0.120706	0.0816553	0.306157	1.25518	0.0235551	0.0552542	3.11068	0.0583761	0.136935	0.227278	-3.74841	-2.89581	0.9075644
5769	1	22.20868	0	22.20868	0.0799921	1.06125	0.33887	0.145175	1.92603	0.615006	-2.52583	0.0594475	-1.08214	0.5960137	6.483073e-05	0.001808	0.000491249	0	0	0.000325906	0.000787486	6.48307e-05	6.48307e-05	0.001807997	0.0004912492	0.0003259063	0.0007874862	0.0344821	0.0371871	0.334164	0.0816688	0.474146	0.0383522	0.079151	0.00440535	0.076376	0.140736	0.00783305	0.135802	-2.5364	-5.42493	-2.57209	0.5755316
5770	0	23.72578	0	23.72578	0.00281111	0.0474631	0.40335	0.008654	0.146115	1.24171	-5.87417	-3.0478	-0.90795	1.124441	0.0005280752	0.001078	0.000364766	0	0	0.000319432	0.000230498	0.000528075	0.000528075	0.001077995	0.0003647663	0.0003194315	0.0002304976	0.221489	0.276326	0.0186878	0.198741	0.193766	0.0909891	0.0247894	0.0921074	0.342221	0.0480674	0.178599	0.663578	-3.69734	-2.3848	-1.0723	0.6621899
5771	1	27.58765	0	27.58765	0.0625525	0.0517007	0.00589246	0.0950298	0.0785438	0.00895183	-2.77175	-2.96228	-5.13408	0.4181843	0.0002553234	0.000127836	9.12445e-05	0	0	0.000426433	0.000337637	0.000255323	0.000255323	0.000127836	9.124454e-05	0.0004264335	0.0003376368	0.182928	0.27489	0.19667	0.157078	0.0218848	0.166549	0.0727229	0.501738	0.0338361	0.161898	1.11698	0.0753268	-2.6211	-0.689676	-3.38623	0.8003075
5772	0	24.56105	0	24.56105	0.0723068	1.86744	5.19563	0.0330655	0.85397	2.37594	-2.62684	0.624567	1.64782	-0.7824261	0.0002622021	2.37981e-05	0.000165908	0	0	8.80029e-05	0.000486523	0.000262202	0.000262202	2.379815e-05	0.0001659078	8.800293e-05	0.0004865226	0.325975	0.0727665	0.14591	0.137697	0.217307	0.100344	0.237246	1.01797	0.135214	0.313522	1.34526	0.178686	-1.43866	0.0178125	-2.0009	0.2787734
5773	1	24.09764	0	24.09764	0.947973	0.00642623	0.331001	0.83659	0.00567118	0.29211	-0.0534291	-5.04737	-1.10563	-0.1249919	0.0007410042	3.03715e-05	0.000139624	0	0	7.14554e-05	0.00036182	0.000741004	0.000741004	3.037147e-05	0.0001396239	7.145536e-05	0.0003618205	0.269839	0.0771916	0.194849	0.171988	0.224144	0.0619884	0.85464	0.624701	0.00477317	2.90717	2.125	0.0162365	-0.157075	-0.470482	-5.34474	1.224254
5774	0	26.12125	0	26.12125	0.0209743	0.0362477	0.662807	0.0625109	0.108031	1.9754	-3.86446	-3.31738	-0.411271	1.092041	3.542302e-05	0.000520177	0.000142168	0	0	0.000284424	0.000164451	3.5423e-05	3.5423e-05	0.0005201773	0.0001421677	0.0002844243	0.0001644509	0.0488011	0.0228575	0.533282	0.2282	0.0375616	0.129297	0.00343127	0.00528038	0.164373	0.00513367	0.00790021	0.245926	-5.67483	-5.24376	-1.80562	0.4028905
5775	1	25.46324	0	25.46324	0.00644164	0.0481061	0.0345945	0.0193895	0.144801	0.104131	-5.04497	-3.03435	-3.36406	1.10195	0.0003170005	0.000338056	0.000502074	0	0	0.000116638	9.97163e-05	0.000317	0.000317	0.0003380559	0.0005020744	0.0001166379	9.971626e-05	0.0610549	0.3304	0.188791	0.259564	0.100128	0.0600613	0.0122761	0.862534	0.00685602	0.0301167	2.11604	0.0168198	-4.4001	-0.147881	-4.98263	0.8974266
5776	0	26.15935	0	26.15935	0.0333955	0.2064	0.461602	0.0477055	0.294842	0.659398	-3.39933	-1.57794	-0.773053	0.356625	8.637017e-05	0.000133955	0.00079865	0	0	0.000885488	0.000470879	8.63702e-05	8.63702e-05	0.0001339549	0.0007986501	0.0008854884	0.0004708794	0.00816617	0.014161	0.251668	0.137107	0.366483	0.222415	0.312819	0.0753744	0.153471	0.350057	0.0843471	0.17174	-1.16213	-2.58529	-1.87424	0.1124725
5777	1	23.28062	0	23.28062	1.73618	0.00192849	0.0028427	2.0657	0.00229451	0.00338224	0.551685	-6.25102	-5.863	0.1737832	4.799458e-05	8.3992e-05	0.000121432	0	0	0.000141148	0.000580606	4.79946e-05	4.79946e-05	8.399198e-05	0.0001214324	0.0001411482	0.0005806063	0.00213405	0.157386	0.170713	0.0473244	0.409988	0.212455	0.342309	0.00533253	0.130591	1.91161	0.0297793	0.729281	-1.07204	-5.23393	-2.03568	1.719988
5778	0	20.91052	0	20.91052	0.0392062	0.0598759	0.00395211	0.303025	0.462781	0.0305459	-3.23892	-2.81548	-5.53351	2.044979	0.000474252	0.000347783	0.00145499	0	0	0.000629474	8.25273e-05	0.000474252	0.000474252	0.0003477833	0.001454989	0.0006294736	8.252732e-05	0.431573	0.267155	0.0170407	0.12019	0.0728244	0.0912166	0.0241205	0.436588	0.115966	0.116212	2.10348	0.558723	-3.72469	-0.828766	-2.15446	1.572358
5779	1	23.64701	0	23.64701	0.00587072	0.452402	0.43825	0.00217693	0.167756	0.162508	-5.13778	-0.793185	-0.824966	-0.9920622	0.0007189738	0.000581296	0.000496186	0	0	0.000635965	0.000490158	0.000718974	0.000718974	0.0005812958	0.0004961857	0.0006359648	0.0004901583	0.000516203	0.0502705	0.188624	0.0569953	0.0726098	0.630984	0.308293	0.175934	0.0303463	0.321253	0.183329	0.031622	-1.1767	-1.73765	-3.49508	0.04117743
5780	0	25.83656	0	25.83656	0.190383	0.125597	0.00847411	0.137741	0.0908686	0.00613098	-1.65872	-2.07468	-4.77074	-0.3236607	0.0001883874	5.18429e-05	2.05347e-05	0	0	7.8644e-05	0.00115575	0.000188387	0.000188387	5.18429e-05	2.053469e-05	7.864395e-05	0.001155747	0.0288698	0.46159	0.00835735	0.130226	0.148585	0.222371	0.00225065	0.121533	0.00321694	0.00240997	0.130136	0.00344465	-6.09653	-2.10757	-5.73933	0.06839302
5781	1	23.1288	0	23.1288	0.0583622	0.64849	0.0442189	0.00737449	0.0819414	0.00558738	-2.84109	-0.433109	-3.1186	-2.068642	0.001140532	0.000225485	0.000577829	0	0	0.00029419	0.000171712	0.00114053	0.00114053	0.0002254847	0.0005778286	0.00029419	0.0001717123	0.0202914	0.269007	0.0547212	0.152087	0.113272	0.390621	0.00337334	0.159553	0.246792	0.00342041	0.16178	0.250236	-5.69185	-1.83538	-1.39921	0.01385768
5782	0	17.50018	0	17.50018	0.0151775	3.38146	0.0225881	0.00599834	1.3364	0.00892711	-4.18794	1.21831	-3.79033	-0.9283321	0.001662079	0.000102453	0.00250236	0	0	7.81214e-05	2.90993e-05	0.00166208	0.00166208	0.0001024526	0.002502359	7.812143e-05	2.909928e-05	0.0367175	0.0137777	0.0640705	0.186109	0.547932	0.151393	0.0277088	1.05722	0.129539	0.1949	7.43638	0.911163	-3.58601	0.0556466	-2.04377	1.950738
5783	1	25.56522	0	25.56522	1.47731	0.243203	0.00344511	0.676545	0.111376	0.00157771	0.390225	-1.41386	-5.6708	-0.7809803	0.0001198264	1.20995e-05	0.000122509	0	0	0.000476053	0.000115009	0.000119826	0.000119826	1.209946e-05	0.000122509	0.0004760528	0.0001150085	0.0395306	0.242214	0.0936002	0.251013	0.0617871	0.311855	0.00339776	0.0309522	0.319549	0.0069832	0.0636141	0.656747	-5.68464	-3.47531	-1.14085	0.7203895
5784	0	22.31548	0	22.31548	0.0100821	0.225773	0.105164	0.00744727	0.16677	0.0776809	-4.597	-1.48823	-2.25223	-0.3029112	0.0002389813	0.000282228	0.00140379	0	0	0.00137954	0.000775164	0.000238981	0.000238981	0.0002822281	0.001403792	0.001379541	0.0007751642	0.103348	0.0423544	0.107272	0.297131	0.357884	0.0920098	0.0133955	0.176946	0.0118178	0.0157073	0.207483	0.0138573	-4.31284	-1.73191	-4.43815	0.1592061
5785	1	27.91559	0	27.91559	0.0382262	0.0924524	0.783077	0.060152	0.145481	1.23223	-3.26423	-2.38106	-0.244524	0.4533528	4.060562e-05	0.000334897	2.9548e-05	0	0	0.00058299	4.86541e-05	4.06056e-05	4.06056e-05	0.0003348969	2.954795e-05	0.0005829903	4.865414e-05	0.0224172	0.0347094	0.426223	0.295972	0.026941	0.193737	0.0148348	0.025102	0.0311571	0.036269	0.0613709	0.0761749	-4.21078	-3.68481	-3.46871	0.8939891
5786	0	19.77675	0	19.77675	0.100521	0.00643697	0.00566965	0.0736356	0.00471531	0.00415322	-2.29738	-5.0457	-5.17263	-0.3112425	6.455216e-05	0.00133889	0.000979795	0	0	0.00146596	0.000241421	6.45522e-05	6.45522e-05	0.001338893	0.0009797948	0.001465958	0.0002414213	0.0503218	0.0068668	0.112643	0.299284	0.341861	0.189024	0.159388	0.0120542	0.00123016	0.212597	0.0160783	0.00164084	-1.83642	-4.41835	-6.70061	0.2880615
5787	1	18.20301	0	18.20301	0.0820345	0.111753	26.9002	0.0392379	0.0534526	12.8667	-2.50062	-2.19146	3.29214	-0.7374956	0.001460792	0.000555229	0.000838158	0	0	0.000213945	0.000499148	0.00146079	0.00146079	0.0005552294	0.0008381585	0.0002139451	0.0004991481	0.00705951	0.311569	0.0738826	0.046371	0.0634718	0.497646	0.319018	0.0539054	0.0171825	1.2979	0.219309	0.0699054	-1.14251	-2.92053	-4.06387	1.403253
5788	0	18.68451	0	18.68451	0.0149997	0.0666409	0.023301	0.0411619	0.182874	0.063942	-4.19972	-2.70844	-3.75926	1.009479	0.0006401396	0.000457173	0.00104068	0	0	0.000347616	0.00171019	0.00064014	0.00064014	0.0004571726	0.001040685	0.0003476157	0.001710188	0.0423676	0.186165	0.459509	0.154226	0.0563648	0.101367	1.99161	0.000965891	0.00967589	2.03373	0.000986322	0.00988055	0.688942	-6.94246	-4.63812	0.0209312
5789	1	23.19733	0	23.19733	0.104523	0.0585813	0.00460574	0.0172644	0.00967608	0.000760746	-2.25835	-2.83734	-5.38045	-1.800759	0.001616033	0.000727366	9.66571e-05	0	0	0.000266973	1.48812e-05	0.00161603	0.00161603	0.000727366	9.665712e-05	0.0002669729	1.488123e-05	0.0168222	0.143275	0.106279	0.0658413	0.0930049	0.574777	0.0317363	0.109875	0.0405031	0.0782457	0.270895	0.0998602	-3.45029	-2.20841	-3.20638	0.9023922
5790	0	27.02671	0	27.02671	0.18793	0.884822	0.0194416	0.142141	0.669236	0.0147047	-1.67169	-0.122368	-3.94034	-0.279251	0.000312441	6.52405e-05	0.000766845	0	0	8.11376e-05	0.000604509	0.000312441	0.000312441	6.524051e-05	0.0007668452	8.113763e-05	0.0006045089	0.295748	0.296428	0.0186134	0.0337323	0.0730741	0.282405	0.0166493	0.0346246	0.0513369	0.0172929	0.035963	0.0533213	-4.09539	-3.36319	-2.96935	0.03792552
5791	1	15.93175	0	15.93175	0.00757387	0.085163	0.000669406	0.00261606	0.0294158	0.000231217	-4.88305	-2.46319	-7.30912	-1.063034	0.0006322481	0.00129611	0.00114728	0	0	0.000112241	0.000222258	0.000632248	0.000632248	0.001296106	0.001147276	0.0001122406	0.0002222584	0.2342	0.169747	0.166278	0.341576	0.0758719	0.0123266	0.0634464	0.00929111	1.08512	4.18598	0.612997	71.5923	-2.75756	-4.6787	0.081686	4.189301
5792	0	24.84118	0	24.84118	0.0203725	0.0130245	0.410568	0.0384151	0.0245595	0.77418	-3.89357	-4.34092	-0.890215	0.6342635	0.0006088187	0.00010258	0.00146935	0	0	0.000315239	3.71209e-05	0.000608819	0.000608819	0.0001025795	0.001469354	0.0003152392	3.712094e-05	0.369861	0.265999	0.0737912	0.244968	0.0339322	0.0114489	0.0227866	0.0836295	0.00691998	0.0343585	0.126099	0.0104342	-3.78158	-2.48136	-4.97334	0.4106746
5793	1	20.38361	0	20.38361	0.00730746	0.405791	0.018964	0.00120762	0.0670605	0.00313397	-4.91886	-0.901916	-3.96521	-1.800244	0.000145489	0.00094772	0.000906546	0	0	0.000256336	0.000614172	0.000145489	0.000145489	0.0009477199	0.0009065456	0.0002563365	0.0006141719	0.0672737	0.221235	0.37739	0.0604181	0.270734	0.00294943	0.883687	0.0133972	0.0835047	6.9516	0.10539	0.656897	-0.123652	-4.31271	-2.48285	2.062624
5794	0	23.58874	0	23.58874	0.0828226	0.291476	0.0825908	0.0460941	0.162218	0.045965	-2.49105	-1.2328	-2.49386	-0.5860168	6.665149e-05	0.000861663	0.000340962	0	0	0.00121131	0.000112292	6.66515e-05	6.66515e-05	0.0008616633	0.0003409624	0.001211307	0.0001122924	0.0941623	0.256251	0.318632	0.0546611	0.264913	0.0113811	0.180828	0.675911	0.00334666	0.50706	1.89532	0.00938435	-1.71021	-0.391694	-5.69979	1.031081
5795	1	24.43277	0	24.43277	0.441648	0.0659721	0.0203869	0.197674	0.029528	0.00912482	-0.817243	-2.71852	-3.89287	-0.8038914	0.0001981271	0.000446289	0.000209439	0	0	0.000100815	0.000674336	0.000198127	0.000198127	0.0004462895	0.0002094387	0.0001008151	0.0006743357	0.16249	0.11966	0.149764	0.540802	0.0253892	0.00189503	0.206369	0.509982	0.000619068	0.250263	0.618452	0.00075074	-1.57809	-0.67338	-7.38729	0.1928441
5796	0	21.73945	0	21.73945	0.00217542	0.139264	0.286858	0.00954863	0.611277	1.25912	-6.13053	-1.97138	-1.24877	1.479176	0.0005188065	0.000691035	0.000649187	0	0	0.000263746	0.000787257	0.000518806	0.000518806	0.0006910348	0.0006491865	0.0002637461	0.0007872568	0.496233	0.0919393	0.250261	0.0463846	0.0076709	0.107511	0.610779	0.0475343	0.00512843	0.821202	0.0639106	0.00689526	-0.49302	-3.0463	-5.27295	0.2960338
5797	1	21.84002	0	21.84002	0.0321504	0.0188292	0.0627205	0.0297005	0.0173944	0.0579413	-3.43733	-3.97235	-2.76907	-0.07925892	0.001886551	2.51741e-05	0.000140157	0	0	0.000252754	0.000134969	0.00188655	0.00188655	2.517412e-05	0.0001401572	0.0002527544	0.0001349687	0.271072	0.10473	0.0239556	0.216586	0.378489	0.0051677	0.00137762	0.0167451	0.425301	0.0207237	0.251898	6.39784	-6.5874	-4.08965	-0.854958	2.710918
5798	0	23.22122	0	23.22122	0.363139	0.0400358	0.0109343	0.24882	0.0274322	0.00749211	-1.01297	-3.21798	-4.51585	-0.3780564	0.0003041439	0.000151876	0.000123781	0	0	0.000395095	8.62037e-05	0.000304144	0.000304144	0.0001518757	0.0001237812	0.0003950948	8.620372e-05	0.373753	0.227626	0.0907557	0.0571325	0.0106587	0.240074	0.577394	0.0117804	21.6096	1.36502	0.0278499	51.0872	-0.549231	-4.44132	3.07314	0.8603964
5799	1	21.41968	0	21.41968	0.0777104	0.0121136	0.131877	0.078455	0.0122297	0.133141	-2.55477	-4.41343	-2.02589	0.009535928	7.247651e-05	0.0010046	0.000112489	0	0	0.000791367	0.000154112	7.24765e-05	7.24765e-05	0.0010046	0.0001124888	0.000791367	0.0001541115	0.517762	0.0102905	0.198721	0.0588179	0.0896141	0.124795	0.00968688	0.645569	10.6802	0.0545878	3.63793	60.1856	-4.63698	-0.437623	2.3684	1.729038
5800	0	16.90214	0	16.90214	1.05171	0.238804	0.0621103	1.36647	0.310274	0.0806989	0.0504201	-1.43211	-2.77884	0.2618136	0.0003234405	6.36412e-05	0.00235736	0	0	0.00107928	0.000351751	0.000323441	0.000323441	6.364115e-05	0.00235736	0.001079285	0.0003517511	0.305702	0.0848829	0.151563	0.389652	0.0239702	0.0442302	0.299876	5.19388	0.00132025	0.861553	14.9222	0.00379312	-1.20439	1.64748	-6.62993	1.055367
5801	1	23.46021	0	23.46021	0.0573258	0.0137302	0.107789	0.0137385	0.00329055	0.0258325	-2.859	-4.28815	-2.22758	-1.428546	0.000937724	6.76522e-05	4.10481e-05	0	0	0.000397609	0.00123872	0.000937724	0.000937724	6.765215e-05	4.104812e-05	0.0003976091	0.001238723	0.0778081	0.212973	0.029196	0.416715	0.174979	0.0883283	2.21412	0.0100566	0.0740139	2.24595	0.0102012	0.0750781	0.794853	-4.59953	-2.6035	0.0142755
5802	0	23.50128	0	23.50128	0.0848114	0.012383	0.0823229	0.0461469	0.00673775	0.0447928	-2.46732	-4.39143	-2.49711	-0.6086015	0.002306605	0.000149909	0.000618781	0	0	0.000561279	0.000103162	0.0023066	0.0023066	0.0001499089	0.0006187808	0.000561279	0.0001031618	0.123985	0.0704526	0.0174709	0.200857	0.154747	0.432488	0.034884	0.103189	0.010425	0.0399068	0.118047	0.0119261	-3.35573	-2.27119	-4.56354	0.1345186
5803	1	23.44189	0	23.44189	0.0505013	0.0286595	0.0536113	0.452097	0.256565	0.479937	-2.98576	-3.55227	-2.926	2.191896	2.260079e-05	0.000694287	0.000517641	0	0	0.000522856	0.000378582	2.26008e-05	2.26008e-05	0.0006942873	0.000517641	0.0005228561	0.0003785818	0.124316	0.448945	0.0320227	0.183552	0.042671	0.168493	0.0431112	0.954961	0.0468538	0.124896	2.76659	0.135739	-3.14397	-0.0460847	-3.06072	1.063702
5804	0	20.75646	0	20.75646	0.000976184	0.00224003	0.101436	0.00118518	0.00271961	0.123153	-6.93186	-6.10127	-2.28833	0.194003	0.0001417104	7.89048e-05	7.08812e-05	0	0	6.86248e-05	0.00012671	0.00014171	0.00014171	7.89048e-05	7.088122e-05	6.862477e-05	0.0001267097	0.0340113	0.184473	0.124813	0.310665	0.27033	0.0757069	0.0146099	19.012	3.28188	0.0281794	36.6702	6.33005	-4.22606	2.94507	1.18842	0.6568925
5805	1	19.68366	0	19.68366	0.189169	0.622901	0.328131	0.382479	1.25944	0.663445	-1.66512	-0.473368	-1.11434	0.7040344	0.0009749207	4.51821e-05	0.000351792	0	0	0.00318117	3.38808e-06	0.000974921	0.000974921	4.518211e-05	0.0003517916	0.003181174	3.388079e-06	0.105477	0.0851974	0.492769	0.0667304	0.232798	0.0170277	0.0454254	0.0057235	0.0116854	0.104646	0.0131852	0.0269195	-3.09168	-5.16317	-4.44942	0.8345126
5806	0	21.94109	0	21.94109	0.0458838	0.0562037	0.00637293	0.194793	0.238605	0.0270554	-3.08164	-2.87877	-5.0557	1.445825	9.107964e-05	0.000927594	0.000253686	0	0	0.00118423	0.000879474	9.10796e-05	9.10796e-05	0.0009275944	0.0002536864	0.001184235	0.0008794739	0.200446	0.45141	0.0252665	0.1138	0.193336	0.0157409	2.1732	0.0630872	0.0559747	2.84453	0.0825757	0.073266	0.7762	-2.76324	-2.88286	0.2691972
5807	1	26.09508	0	26.09508	0.0177222	0.0231872	0.0310621	0.0287276	0.0375864	0.0503515	-4.03294	-3.76415	-3.47177	0.4830401	7.840433e-05	0.000440752	0.000314336	0	0	9.47442e-05	0.000307774	7.84043e-05	7.84043e-05	0.0004407519	0.0003143363	9.474423e-05	0.0003077739	0.247236	0.385803	0.147882	0.0272936	0.184719	0.00706698	0.564395	0.0291677	0.409074	4.47432	0.231231	3.24299	-0.572001	-3.53469	-0.893859	2.070355
5808	0	23.79502	0	23.79502	3.37567	0.132477	0.00190789	1.18645	0.0465617	0.000670567	1.21659	-2.02135	-6.26176	-1.045628	0.0002358622	0.000123648	0.000491703	0	0	0.000228271	6.28025e-05	0.000235862	0.000235862	0.0001236485	0.0004917029	0.0002282714	6.280251e-05	0.130813	0.0294988	0.560283	0.0480688	0.116846	0.114491	0.0375695	0.0148995	2.32921	0.0434387	0.0172271	2.69308	-3.28156	-4.20643	0.845527	0.1451587
5809	1	23.60918	0	23.60918	0.371113	0.0659367	0.0380166	0.126573	0.0224885	0.012966	-0.991247	-2.71906	-3.26973	-1.075692	0.0006000723	6.24137e-06	0.000105289	0	0	0.000151442	0.000145741	0.000600072	0.000600072	6.241371e-06	0.000105289	0.0001514419	0.0001457412	0.518032	0.219811	0.0265113	0.0038953	0.227725	0.00402641	0.0346569	0.0464922	0.623986	4.81369	6.45755	86.6688	-3.36226	-3.06847	-0.471627	4.933721
5810	0	27.62228	0	27.62228	0.197769	0.028883	0.0957917	0.251355	0.0367089	0.121747	-1.62066	-3.5445	-2.34558	0.2397662	6.16246e-05	4.98672e-05	0.000107684	0	0	0.000559428	0.000671851	6.16246e-05	6.16246e-05	4.986717e-05	0.0001076841	0.0005594276	0.0006718506	0.258453	0.0642431	0.403274	0.167539	0.0263335	0.0801569	0.325943	0.00930872	0.0149613	0.473144	0.0135127	0.0217181	-1.12103	-4.6768	-4.20229	0.372677
5811	1	21.43562	0	21.43562	0.64322	0.0108665	0.99263	0.204885	0.00346129	0.316183	-0.441269	-4.52207	-0.00739739	-1.144038	0.0007565294	0.000631711	0.000442926	0	0	0.000993718	0.000549989	0.000756529	0.000756529	0.0006317106	0.0004429259	0.0009937176	0.0005499891	0.217698	0.0354623	0.457357	0.0281517	0.0769132	0.184418	0.103627	0.098497	0.0107139	0.24876	0.236446	0.0257191	-2.26696	-2.31773	-4.53622	0.8756952
5812	0	19.88022	0	19.88022	0.50663	0.00197484	0.00153809	0.862345	0.00336141	0.00261802	-0.679974	-6.22727	-6.47721	0.5318737	0.0008031013	0.00175584	6.12889e-05	0	0	5.21917e-05	7.71097e-05	0.000803101	0.000803101	0.001755838	6.12889e-05	5.219169e-05	7.710966e-05	0.106447	0.190935	0.287572	0.0425898	0.0642846	0.308172	0.00578746	0.327084	0.118273	0.0341024	1.92733	0.696918	-5.15206	-1.11754	-2.13476	1.773675
5813	1	21.80217	0	21.80217	0.447069	0.0349943	0.072873	0.0743171	0.00581716	0.0121138	-0.805043	-3.35257	-2.61904	-1.794371	0.0005004441	8.64924e-05	0.00133424	0	0	0.000397628	0.00070561	0.000500444	0.000500444	8.649241e-05	0.001334245	0.0003976281	0.0007056097	0.139263	0.132167	0.0245696	0.0732656	0.154749	0.475985	0.0134945	0.448296	0.0365035	0.0537407	1.7853	0.145372	-4.30547	-0.802301	-3.31035	1.38189
5814	0	24.22366	0	24.22366	0.00226196	0.0179323	0.020747	0.00489602	0.0388144	0.0449067	-6.09152	-4.02115	-3.87536	0.7721881	1.866503e-05	1.33156e-05	0.000412861	0	0	0.000247188	0.00104602	1.8665e-05	1.8665e-05	1.331556e-05	0.0004128606	0.0002471876	0.001046018	0.237359	0.00814657	0.330151	0.0530377	0.0106744	0.360632	0.00624857	2.44795	0.0605566	0.00713986	2.79713	0.0691944	-5.0754	0.895251	-2.80418	0.133341
5815	1	19.31634	0	19.31634	0.419292	1.48983	3.56883	0.117116	0.416138	0.996838	-0.869187	0.398664	1.27224	-1.275404	5.463814e-05	0.000401077	0.000382294	0	0	0.000118268	0.000936673	5.46381e-05	5.46381e-05	0.0004010766	0.0003822945	0.0001182684	0.000936673	0.293382	0.234318	0.215856	0.119118	0.0810739	0.0562514	1.8683	0.394335	0.00303323	9.49974	2.00507	0.015423	0.625032	-0.930555	-5.79813	1.626233
5816	0	15.71439	0	15.71439	0.00764122	0.000658958	0.0076433	0.00608789	0.000525003	0.00608955	-4.8742	-7.32485	-4.87393	-0.2272549	0.001261984	0.000450695	4.31704e-05	0	0	0.00038024	0.000333044	0.00126198	0.00126198	0.0004506951	4.317038e-05	0.0003802404	0.0003330437	0.140625	0.114124	0.343891	0.264096	0.0238362	0.113428	0.484795	0.00694849	0.00483914	159.645	2.28816	1.59354	-0.724029	-4.96923	-5.33102	5.796979
5817	1	26.87588	0	26.87588	0.0400479	0.00902832	0.00164285	0.14931	0.0336601	0.00612501	-3.21768	-4.70739	-6.41132	1.315948	6.654589e-05	2.79219e-06	0.000603796	0	0	3.47198e-05	0.000214937	6.65459e-05	6.65459e-05	2.792189e-06	0.0006037956	3.47198e-05	0.0002149374	0.0499198	0.0741815	0.0430173	0.63438	0.151023	0.0474787	0.0345413	0.115786	0.217724	0.0426313	0.142904	0.268718	-3.3656	-2.15601	-1.52453	0.2104343
5818	0	16.22771	0	16.22771	0.101191	0.0400943	0.0107063	0.115576	0.0457939	0.0122283	-2.29074	-3.21652	-4.53692	0.1329149	0.0002176506	0.00183516	0.00135055	0	0	0.00111833	0.000885755	0.000217651	0.000217651	0.001835165	0.00135055	0.00111833	0.0008857555	0.0313258	0.162686	0.2473	0.407876	0.111914	0.0388977	0.52002	0.0778512	0.00128224	4.24714	0.635832	0.0104724	-0.653888	-2.55296	-6.65915	2.100135
