Iteration	Posterior	Likelihood	Prior	age_Argia	age_Ischnura	age_Nehalennia	extinction_rate	height_mol	root_age	speciation_rate
20567	-8709.257	0	-8709.257	83.68918	55.46611	11.21301	0	29.13427	101.6081	0.06344729
20568	-8711.496	0	-8711.496	78.70614	52.36727	11.21301	0	9.926725	109.475	0.06545949
20569	-8709.59	0	-8709.59	82.10652	52.60048	11.21301	0	12.84832	102.7397	0.06759795
20570	-8721.01	0	-8721.01	78.03645	52.60048	16.11964	0	0.04831644	133.7037	0.0680848
20571	-8720.815	0	-8720.815	86.53087	54.4369	18.87376	0	35.74628	110.5551	0.06495722
20572	-8723.732	0	-8723.732	85.48536	63.28918	16.36221	0	4.445021	107.2105	0.06412179
20573	-8745.011	0	-8745.011	100.828	63.28918	13.74255	0	21.95176	116.4668	0.06452739
20574	-8748.838	0	-8748.838	98.43434	69.91908	15.77363	0	88.05849	126.78	0.06360647
20575	-8751.176	0	-8751.176	86.93508	69.03702	19.22841	0	47.7394	126.3195	0.06279814
20576	-8742.681	0	-8742.681	91.40289	60.48864	15.32777	0	6.632103	128.7377	0.06301662
20577	-8741.251	0	-8741.251	84.69955	75.53531	18.72037	0	27.1061	119.0435	0.06245086
20578	-8741.128	0	-8741.128	84.69955	62.51233	16.50669	0	70.60561	108.5011	0.06289985
20579	-8746.219	0	-8746.219	86.0772	69.39451	13.58376	0	1.992189	108.813	0.06260751
20580	-8730.542	0	-8730.542	84.01696	54.27369	17.86092	0	20.15819	125.4189	0.06651043
20581	-8725.276	0	-8725.276	83.98078	54.27369	13.81024	0	18.45543	116.7291	0.06530639
20582	-8723.648	0	-8723.648	82.6833	54.27369	22.69467	0	98.587	116.1341	0.06663166
20583	-8731.235	0	-8731.235	83.96937	59.43773	22.58437	0	260.5586	134.2774	0.06383838
20584	-8721.791	0	-8721.791	83.34866	59.43773	22.93505	0	10.89763	114.7422	0.06414925
20585	-8725.648	0	-8725.648	76.16294	74.37931	17.16066	0	148.1386	112.6181	0.0610392
20586	-8732.427	0	-8732.427	74.65028	66.0589	14.07011	0	151.6995	115.3252	0.06575264
20587	-8717.305	0	-8717.305	75.39153	61.52399	13.47769	0	52.80875	98.11636	0.06428483
20588	-8721.479	0	-8721.479	75.39153	66.77324	15.37576	0	12.11883	104.4484	0.06820174
20589	-8716.435	0	-8716.435	80.23707	66.77324	18.53062	0	2.535808	121.1185	0.06462132
20590	-8704.879	0	-8704.879	71.22522	73.82633	18.53062	0	51.97735	103.188	0.06610786
20591	-8726.857	0	-8726.857	71.80903	79.70627	25.46467	0	38.77637	103.7041	0.06558239
20592	-8734.969	0	-8734.969	80.91958	79.70627	21.48058	0	249.1099	116.3221	0.06267084
20593	-8713.573	0	-8713.573	75.14444	71.26365	21.41848	0	5.702481	107.4123	0.06743927
20594	-8714.236	0	-8714.236	73.07727	71.26365	21.01594	0	12.82388	114.8414	0.06482175
20595	-8713.349	0	-8713.349	71.00081	67.61519	22.07242	0	28.7193	113.1346	0.06590094
20596	-8713.553	0	-8713.553	75.90831	62.2352	22.44976	0	2.481079	111.5043	0.06438758
20597	-8713.528	0	-8713.528	75.90831	65.33094	23.04065	0	22.06655	110.6809	0.0674124
20598	-8717.134	0	-8717.134	75.90831	64.56478	20.29719	0	103.2925	96.36921	0.06657644
20599	-8724.666	0	-8724.666	69.16707	62.06101	27.21696	0	69.92071	85.04536	0.0612761
20600	-8716.447	0	-8716.447	67.98178	62.06101	28.16594	0	64.5372	98.46931	0.06570808
20601	-8709.491	0	-8709.491	67.98178	61.26064	34.93249	0	18.91478	90.34024	0.06687638
20602	-8714.859	0	-8714.859	66.30184	49.69102	21.79568	0	64.902	96.91869	0.06754534
20603	-8712.995	0	-8712.995	65.75606	52.77526	21.79568	0	87.96556	86.2167	0.06299029
20604	-8715.918	0	-8715.918	64.92056	52.77526	23.01575	0	4.673139	85.42181	0.06487
20605	-8724.524	0	-8724.524	76.90145	49.79648	21.76213	0	105.5878	100.2292	0.06292748
20606	-8716.4	0	-8716.4	74.70646	49.79648	15.48136	0	57.04663	107.6053	0.06604291
20607	-8726.493	0	-8726.493	75.5199	50.87379	20.41154	0	70.44813	105.6832	0.06621121
20608	-8725.753	0	-8725.753	75.5199	50.85177	18.68886	0	28.04989	117.3727	0.06708423
20609	-8714.07	0	-8714.07	85.43565	51.13749	24.27308	0	5.235508	106.9474	0.06330264
20610	-8714.302	0	-8714.302	96.93984	53.67722	21.50762	0	14.38968	111.784	0.06220594
20611	-8721.129	0	-8721.129	84.01093	61.99039	20.92153	0	65.90536	105.2561	0.06561288
20612	-8733.87	0	-8733.87	97.11071	51.72982	14.79979	0	168.9814	104.2499	0.06178004
20613	-8717.487	0	-8717.487	80.36856	50.2147	10.37821	0	1.274044	120.1458	0.06635546
20614	-8718.305	0	-8718.305	80.36856	50.20995	10.37821	0	29.57593	102.7599	0.06656955
20615	-8715.967	0	-8715.967	72.10987	59.02129	12.39361	0	164.3165	116.4534	0.06484394
20616	-8721.42	0	-8721.42	68.61194	60.36136	13.79693	0	31.61345	106.3755	0.06638462
20617	-8718.478	0	-8718.478	68.61194	61.05897	12.69435	0	84.43022	106.0038	0.06630211
20618	-8699.21	0	-8699.21	65.64837	61.56186	12.69435	0	9.240462	101.1047	0.06595406
20619	-8693.792	0	-8693.792	63.77411	63.22235	10.59067	0	12.56842	123.9415	0.06683192
20620	-8706.406	0	-8706.406	68.14426	63.22235	10.59067	0	286.9689	104.2343	0.06781333
20621	-8702.854	0	-8702.854	60.59454	64.77392	10.59067	0	89.6021	104.3327	0.06299561
20622	-8711.287	0	-8711.287	60.59454	62.72882	22.87004	0	249.1749	101.9089	0.06698216
20623	-8703.52	0	-8703.52	64.33687	62.72882	23.97207	0	17.41568	90.21923	0.0687507
20624	-8700.462	0	-8700.462	64.33687	62.72882	13.92036	0	42.31391	84.08981	0.06725662
20625	-8702.202	0	-8702.202	64.33687	62.72882	18.21955	0	30.45533	87.78873	0.06748983
20626	-8711.081	0	-8711.081	64.76114	67.53921	20.04373	0	7.496982	106.5045	0.06923579
20627	-8715.681	0	-8715.681	75.1346	66.77389	20.04373	0	65.46262	114.6413	0.0644267
20628	-8715.419	0	-8715.419	72.00284	60.74662	17.53921	0	20.521	125.1236	0.063935
20629	-8724.647	0	-8724.647	78.26116	62.60448	17.53921	0	36.9185	109.172	0.0644126
20630	-8727.771	0	-8727.771	78.26116	62.60448	22.76441	0	15.38532	111.0836	0.06327983
20631	-8733.605	0	-8733.605	82.91947	62.60448	22.76441	0	1.802504	125.313	0.06154772
20632	-8739.662	0	-8739.662	100.3234	62.60448	22.76441	0	24.31596	124.4594	0.06321456
20633	-8741.914	0	-8741.914	99.07205	52.84101	22.93792	0	53.40311	138.021	0.06174577
20634	-8738.849	0	-8738.849	99.07205	51.05768	16.49255	0	63.23709	122.9936	0.06186123
20635	-8740.925	0	-8740.925	76.32452	58.54115	18.33061	0	3.605213	106.0556	0.06168335
20636	-8732.882	0	-8732.882	76.32452	58.54115	26.12066	0	14.28963	132.7707	0.06451295
20637	-8737.174	0	-8737.174	76.32452	58.54115	26.77299	0	45.74021	98.47513	0.06257049
20638	-8734.31	0	-8734.31	81.36627	53.78911	27.22272	0	23.53551	107.2882	0.0612523
20639	-8737.557	0	-8737.557	80.68995	53.78911	21.56684	0	58.73218	90.32522	0.06522202
20640	-8751.963	0	-8751.963	80.68995	50.02825	18.47421	0	119.3376	113.615	0.05821774
20641	-8749.887	0	-8749.887	84.05033	61.81788	18.47421	0	57.39913	99.10285	0.06245816
20642	-8726.185	0	-8726.185	81.10816	57.13275	20.32428	0	10.43887	93.87258	0.06319096
20643	-8726.262	0	-8726.262	77.16836	61.8481	22.69039	0	20.52617	105.9898	0.06602866
20644	-8740.468	0	-8740.468	79.47633	59.05777	22.69039	0	0.7782746	101.0684	0.06324431
20645	-8739.19	0	-8739.19	78.43314	68.00069	22.69039	0	9.697519	110.592	0.0602931
20646	-8741.636	0	-8741.636	84.69973	71.08038	21.1635	0	55.15601	108.5761	0.06027596
20647	-8737.498	0	-8737.498	89.63735	62.63284	21.94867	0	13.26256	104.7477	0.06416476
20648	-8735.86	0	-8735.86	89.63735	70.9167	22.62521	0	61.01657	127.8108	0.06327982
20649	-8726.027	0	-8726.027	92.06444	44.6447	13.22932	0	17.55804	120.4898	0.06154159
20650	-8746.133	0	-8746.133	92.06444	82.5702	15.43155	0	96.07088	104.452	0.06325534
20651	-8749.047	0	-8749.047	89.50707	69.02263	12.99063	0	34.72167	121.8061	0.06382514
20652	-8742.085	0	-8742.085	85.14146	67.42988	17.86018	0	110.4753	120.811	0.06205389
20653	-8730.749	0	-8730.749	92.54468	51.74549	14.96916	0	2.052332	110.8084	0.0651563
20654	-8740.509	0	-8740.509	87.6309	51.74549	15.00737	0	109.9339	106.9956	0.06309949
20655	-8749.945	0	-8749.945	87.6309	51.74549	15.90494	0	14.4501	128.0521	0.06203213
20656	-8750.738	0	-8750.738	80.9077	51.74549	15.88226	0	7.201353	112.6517	0.05863601
20657	-8762.806	0	-8762.806	81.51362	72.64406	22.69461	0	2.114992	99.27865	0.05896448
20658	-8762.862	0	-8762.862	71.88886	64.62315	21.96834	0	36.72103	113.9664	0.05977089
20659	-8757.693	0	-8757.693	86.69268	45.84452	22.55012	0	120.1582	124.6507	0.0604117
20660	-8757.257	0	-8757.257	86.69268	45.84452	19.96321	0	3.777999	105.0287	0.05760768
20661	-8756.86	0	-8756.86	91.48335	45.84452	23.52601	0	55.55844	107.409	0.06018472
20662	-8758.769	0	-8758.769	91.04808	45.84452	23.52601	0	90.67755	120.1256	0.06089235
20663	-8755.659	0	-8755.659	87.83854	59.53287	25.89921	0	74.33339	123.5361	0.06047085
20664	-8774.184	0	-8774.184	87.83854	66.86252	17.33142	0	90.96103	108.0114	0.06524693
20665	-8755.561	0	-8755.561	90.00384	57.26377	13.55494	0	15.15679	120.5533	0.0600827
20666	-8757.861	0	-8757.861	90.00384	57.26377	12.02518	0	11.07837	137.7154	0.06066573
20667	-8762.621	0	-8762.621	70.45054	66.30278	21.99229	0	31.51586	117.1955	0.06351604
20668	-8767.054	0	-8767.054	62.88117	66.65717	16.2569	0	17.0912	131.3458	0.06061507
20669	-8751.588	0	-8751.588	73.93974	66.65717	16.2569	0	4.464082	98.70699	0.06345588
20670	-8747.727	0	-8747.727	65.50062	66.65717	16.40901	0	125.5898	120.4359	0.06194138
20671	-8749.817	0	-8749.817	65.50062	66.65717	26.3813	0	48.26192	105.2582	0.06125829
20672	-8741.325	0	-8741.325	67.45952	63.89376	22.96241	0	15.92328	98.42684	0.06060962
20673	-8748.738	0	-8748.738	77.57819	60.90789	24.14511	0	10.17683	107.804	0.06137352
20674	-8746.78	0	-8746.78	71.32142	60.90789	26.10131	0	93.32138	117.2674	0.06313302
20675	-8741.008	0	-8741.008	90.55998	67.29312	22.98454	0	9.314845	108.1804	0.06088681
20676	-8753.578	0	-8753.578	73.19966	77.87045	25.68417	0	100.0192	108.9267	0.06249169
20677	-8739.523	0	-8739.523	79.03767	70.97867	28.15288	0	6.103996	114.7361	0.06527122
20678	-8726.581	0	-8726.581	79.46683	76.03462	23.49764	0	27.80184	125.3944	0.06369529
20679	-8722.115	0	-8722.115	78.77347	72.92945	23.47323	0	57.72215	96.29478	0.06743305
20680	-8713.473	0	-8713.473	78.77347	73.96801	23.47323	0	12.95115	106.9312	0.0632328
20681	-8712.449	0	-8712.449	78.71237	66.28238	22.63855	0	10.91017	97.03812	0.06436935
20682	-8712.054	0	-8712.054	72.12939	54.82292	17.76421	0	21.27376	98.09507	0.06558148
20683	-8709.476	0	-8709.476	72.56114	71.10748	19.01653	0	5.054161	104.5751	0.06733189
20684	-8713.546	0	-8713.546	55.64562	59.01253	20.45253	0	27.46844	89.31747	0.06508336
20685	-8700.282	0	-8700.282	71.3817	59.01253	19.13793	0	50.26113	91.03071	0.06558388
20686	-8706.662	0	-8706.662	71.86727	61.50213	16.98821	0	15.96104	115.2664	0.06502258
20687	-8690.909	0	-8690.909	73.10613	58.40666	6.06304	0	7.440649	89.95351	0.06743606
20688	-8694.072	0	-8694.072	70.41241	65.0041	9.671585	0	35.70046	107.6508	0.06585965
20689	-8691.925	0	-8691.925	73.68182	56.84537	12.50075	0	34.72956	104.7232	0.06809347
20690	-8693.488	0	-8693.488	70.02346	57.83757	13.91585	0	27.06475	89.15969	0.06816542
20691	-8690.234	0	-8690.234	71.36086	46.14008	11.75975	0	29.37582	88.95828	0.06608581
20692	-8693.956	0	-8693.956	71.36086	41.15852	11.75975	0	5.41767	90.67469	0.06738714
20693	-8694.441	0	-8694.441	71.36086	41.96433	15.67314	0	10.94401	85.77999	0.06614767
20694	-8698.219	0	-8698.219	61.40691	53.42188	15.67314	0	199.7038	95.78456	0.06751058
20695	-8678.838	0	-8678.838	72.34365	66.50908	16.39044	0	40.26815	95.63348	0.06903667
20696	-8680.323	0	-8680.323	71.98518	43.68605	18.16544	0	230.1652	98.48161	0.07361989
20697	-8676.425	0	-8676.425	71.98518	46.12405	20.93725	0	45.69349	94.08852	0.07032157
20698	-8673.671	0	-8673.671	70.27258	47.3612	20.93725	0	50.26638	101.1325	0.0730989
20699	-8679.52	0	-8679.52	92.77635	61.87256	21.18688	0	53.61085	107.8613	0.07103098
20700	-8667.039	0	-8667.039	70.86768	50.09615	20.72643	0	66.55078	103.1442	0.07310541
20701	-8677.242	0	-8677.242	64.61138	44.76641	16.08783	0	2.437631	111.4159	0.0675446
20702	-8685.39	0	-8685.39	64.61138	44.76641	16.08783	0	113.5839	120.2796	0.06923024
20703	-8672.951	0	-8672.951	64.5612	44.76641	24.64765	0	46.47703	96.37087	0.07105485
20704	-8671.199	0	-8671.199	67.33377	45.87414	22.95486	0	26.863	91.57304	0.06853543
20705	-8677.848	0	-8677.848	72.03083	45.87414	20.59149	0	40.58576	99.88004	0.0712495
20706	-8669.682	0	-8669.682	72.03083	50.21888	21.86647	0	8.112041	105.9078	0.071205
20707	-8673.006	0	-8673.006	73.42156	48.04177	21.86647	0	180.9795	110.4863	0.07062564
20708	-8659.935	0	-8659.935	73.42156	53.78103	21.86647	0	85.7598	107.3804	0.07044203
20709	-8661.972	0	-8661.972	65.66094	62.36806	21.20882	0	30.34765	97.27591	0.06891733
20710	-8655.382	0	-8655.382	68.56661	61.16459	21.85552	0	12.37461	105.0673	0.06984342
20711	-8657.301	0	-8657.301	68.89404	59.99018	21.85552	0	29.69299	103.8765	0.07396502
20712	-8673.991	0	-8673.991	63.63908	68.69665	20.89822	0	86.03131	105.2893	0.07055987
20713	-8679.256	0	-8679.256	67.12829	60.20177	22.04968	0	5.795334	99.71135	0.06451643
20714	-8690.752	0	-8690.752	66.95733	67.26673	22.04996	0	150.0946	100.8958	0.06699468
20715	-8692.44	0	-8692.44	66.11269	67.26673	20.83443	0	40.71412	128.5168	0.06703716
20716	-8679.065	0	-8679.065	60.91218	59.05489	23.37354	0	41.25598	103.1848	0.06903211
20717	-8674.675	0	-8674.675	64.49625	71.44892	25.04188	0	45.87317	102.919	0.06722809
20718	-8656.836	0	-8656.836	53.99731	71.30163	6.550723	0	45.80363	91.18793	0.06901759
20719	-8639.349	0	-8639.349	56.61836	56.79974	17.38318	0	75.3204	98.708	0.07582547
20720	-8646.509	0	-8646.509	56.39615	65.91969	17.38318	0	16.14202	92.96217	0.07746043
20721	-8642.361	0	-8642.361	56.14064	48.81947	19.59894	0	35.44814	95.25429	0.07674374
20722	-8634.414	0	-8634.414	56.14064	63.84594	24.4226	0	36.60177	103.6349	0.07099173
20723	-8631.432	0	-8631.432	64.70966	70.41377	18.82167	0	6.782962	93.06729	0.07278661
20724	-8629.317	0	-8629.317	61.68053	61.57823	17.40669	0	6.021506	90.74053	0.07460969
20725	-8637.75	0	-8637.75	62.97493	49.6487	12.42604	0	10.03537	100.3693	0.07194703
20726	-8639.616	0	-8639.616	73.83852	49.6487	12.42604	0	0.626078	119.4701	0.07484323
20727	-8645.135	0	-8645.135	94.65572	64.45019	19.1087	0	4.24725	99.6789	0.07370079
20728	-8669.294	0	-8669.294	94.65572	66.1184	19.1087	0	43.93081	102.0633	0.07065411
20729	-8659.675	0	-8659.675	80.56824	67.51725	18.01146	0	30.49007	106.1069	0.07016747
20730	-8663.551	0	-8663.551	71.59413	57.75035	12.52911	0	47.36015	113.9373	0.06952627
20731	-8662.262	0	-8662.262	71.59413	57.79969	11.68674	0	123.9517	119.0837	0.0732796
20732	-8669.224	0	-8669.224	78.74446	59.33282	14.59553	0	126.0393	124.5177	0.06813603
20733	-8667.91	0	-8667.91	75.55506	61.46285	14.70209	0	113.7677	127.5114	0.07087569
20734	-8671.732	0	-8671.732	94.73154	57.7144	20.44795	0	122.5093	122.4991	0.06866044
20735	-8689.467	0	-8689.467	92.26756	72.00882	30.51999	0	11.18509	118.728	0.06786027
20736	-8681.394	0	-8681.394	92.26756	72.00882	25.83743	0	156.6862	100.1458	0.06992841
20737	-8675.165	0	-8675.165	88.41272	71.0706	24.22447	0	13.93697	99.93481	0.07353653
20738	-8676.904	0	-8676.904	72.42451	70.32981	24.22447	0	12.97599	113.2376	0.07137617
20739	-8670.355	0	-8670.355	72.42451	56.19931	25.85094	0	47.55597	112.549	0.06779929
20740	-8667.087	0	-8667.087	73.41951	56.22188	25.0641	0	23.29573	120.0736	0.06913666
20741	-8674.359	0	-8674.359	59.24131	57.02219	20.97637	0	43.7644	116.1189	0.06767764
20742	-8659.758	0	-8659.758	59.24131	53.52427	27.78496	0	107.8674	100.5052	0.07135255
20743	-8652.928	0	-8652.928	73.07363	61.37828	26.72042	0	28.00767	107.8014	0.075908
20744	-8671.792	0	-8671.792	73.88772	61.37828	21.08774	0	67.99822	89.44319	0.06775119
20745	-8657.512	0	-8657.512	77.74852	58.65434	25.95242	0	63.77687	104.0292	0.07187226
20746	-8658.197	0	-8658.197	80.92258	59.20454	25.95242	0	22.47818	108.4468	0.07178939
20747	-8658.889	0	-8658.889	81.76167	59.20454	26.06485	0	46.59849	98.35104	0.06899699
20748	-8655.173	0	-8655.173	70.20183	57.40629	28.11979	0	12.57924	101.6287	0.07249085
20749	-8665.604	0	-8665.604	74.30252	53.68379	20.90965	0	21.91879	93.05898	0.06983723
20750	-8663.962	0	-8663.962	82.03413	50.49339	25.15081	0	122.5215	111.1052	0.07050292
20751	-8659.076	0	-8659.076	82.03413	57.80708	25.15081	0	9.443269	99.8813	0.06920267
20752	-8656.832	0	-8656.832	79.26965	71.05728	23.39991	0	12.31403	105.1546	0.07446399
20753	-8655.396	0	-8655.396	79.10491	63.32724	22.81523	0	25.12046	131.3491	0.06807585
20754	-8651.116	0	-8651.116	74.4458	63.32724	17.65157	0	61.47903	110.4376	0.07443613
20755	-8655.787	0	-8655.787	74.32237	47.07674	22.85112	0	55.62479	104.7993	0.07459529
20756	-8654.2	0	-8654.2	74.32237	41.93138	20.01174	0	3.104325	105.4551	0.07049803
20757	-8655.108	0	-8655.108	76.40802	41.93138	15.3419	0	26.69961	128.4536	0.07030525
20758	-8660.983	0	-8660.983	80.28906	41.87626	22.55998	0	65.64817	104.8705	0.07087334
20759	-8664.531	0	-8664.531	80.28906	41.87626	19.07821	0	48.68133	105.6533	0.07631593
20760	-8659.791	0	-8659.791	80.28906	55.507	22.54508	0	20.41253	113.9202	0.07248667
20761	-8656.702	0	-8656.702	80.28906	53.33046	13.97078	0	25.37453	107.4678	0.07073505
20762	-8652.134	0	-8652.134	72.62945	53.33046	13.97078	0	17.26135	109.4769	0.07551658
20763	-8657.464	0	-8657.464	74.71311	44.00718	15.8518	0	2.560635	112.5989	0.07807358
20764	-8672.294	0	-8672.294	70.08374	44.00718	16.83365	0	92.49918	123.5125	0.07105427
20765	-8671.595	0	-8671.595	70.08374	56.91296	16.51114	0	87.07102	116.2644	0.07138816
20766	-8683.288	0	-8683.288	68.04446	54.22647	17.29847	0	179.5008	132.6136	0.06591591
20767	-8675.169	0	-8675.169	68.04446	50.9173	26.39888	0	61.81341	102.9239	0.0687822
20768	-8668.733	0	-8668.733	61.15906	66.67234	21.78937	0	17.45428	123.6708	0.07204339
20769	-8673.793	0	-8673.793	61.15906	65.18274	20.291	0	11.54487	123.0062	0.071064
20770	-8669.642	0	-8669.642	61.15906	63.853	20.291	0	42.10137	120.532	0.0696327
20771	-8672.115	0	-8672.115	64.70242	63.853	20.20313	0	34.52384	124.0519	0.06979397
20772	-8658.024	0	-8658.024	64.70242	61.64354	23.17571	0	44.9758	123.5385	0.07324669
20773	-8662.214	0	-8662.214	64.70242	66.69774	23.03882	0	27.24166	122.143	0.0683825
20774	-8665.633	0	-8665.633	64.70242	72.32965	18.61881	0	41.85125	114.0117	0.06884439
20775	-8663.983	0	-8663.983	72.32534	68.93955	17.39331	0	32.71571	109.6109	0.06926441
20776	-8680.502	0	-8680.502	80.70966	68.93955	17.39331	0	192.483	111.3669	0.06424793
20777	-8657.304	0	-8657.304	65.16397	68.93955	19.68679	0	3.995321	113.821	0.07018003
20778	-8667.984	0	-8667.984	75.65022	68.93955	18.16949	0	81.44625	104.2709	0.06917429
20779	-8668.816	0	-8668.816	75.65022	54.3069	16.00614	0	237.0817	110.2811	0.07442259
20780	-8671.84	0	-8671.84	62.66361	66.07496	19.76011	0	41.49195	122.1404	0.07180156
20781	-8677.726	0	-8677.726	66.22561	66.07496	19.41342	0	11.57074	104.0717	0.06944841
20782	-8672.792	0	-8672.792	60.48991	71.12688	23.20498	0	31.69736	108.5799	0.07057581
20783	-8665.472	0	-8665.472	60.48991	63.58364	23.20498	0	54.98709	115.3785	0.07034013
20784	-8690.528	0	-8690.528	79.35763	72.38113	23.20498	0	277.0647	128.5827	0.07191836
20785	-8677.231	0	-8677.231	82.04537	68.48931	21.82058	0	42.18079	116.109	0.07371124
20786	-8668.091	0	-8668.091	74.4953	77.25953	18.0128	0	36.07305	108.1641	0.07203017
20787	-8668.915	0	-8668.915	73.54472	64.81667	17.09545	0	66.54459	109.8213	0.06888067
20788	-8664.21	0	-8664.21	59.33737	58.90478	16.22731	0	1.580844	102.2453	0.06675677
20789	-8662.907	0	-8662.907	59.33737	56.33028	15.81255	0	6.048563	104.8791	0.07152711
20790	-8669.018	0	-8669.018	76.16582	56.33028	23.17459	0	87.71888	106.5445	0.07385375
20791	-8675.268	0	-8675.268	83.30673	59.48864	23.17459	0	79.49932	120.7719	0.068606
20792	-8674.543	0	-8674.543	87.20751	58.80129	29.63448	0	4.080972	116.1823	0.06853148
20793	-8680.983	0	-8680.983	87.99764	66.05066	29.9324	0	65.97832	116.9021	0.07211164
20794	-8684.023	0	-8684.023	79.756	66.09526	23.35868	0	38.91239	110.7836	0.06771652
20795	-8678.001	0	-8678.001	77.34251	66.09526	26.15183	0	98.48262	107.3397	0.06766204
20796	-8665.819	0	-8665.819	75.22118	56.28669	23.2449	0	50.12708	101.9763	0.07443353
20797	-8665.755	0	-8665.755	70.65022	56.28669	23.49637	0	20.07025	110.4826	0.07392075
20798	-8662.279	0	-8662.279	71.64149	60.0365	22.46344	0	8.143552	102.2863	0.06955041
20799	-8659.292	0	-8659.292	75.05967	60.0365	30.11842	0	71.64072	107.5114	0.07179935
20800	-8663.385	0	-8663.385	75.05967	67.84774	20.28034	0	65.54611	115.4781	0.07185771
20801	-8668.843	0	-8668.843	80.67616	60.10037	22.03507	0	11.28215	138.985	0.07158623
20802	-8648.161	0	-8648.161	83.29693	57.56122	21.98934	0	4.393818	112.1325	0.06987205
20803	-8641.774	0	-8641.774	83.29693	46.03638	21.8674	0	56.80788	113.1397	0.07046799
20804	-8639.575	0	-8639.575	92.02788	46.98739	19.50646	0	8.351165	118.5726	0.07092697
20805	-8649.475	0	-8649.475	96.2472	67.74809	19.33239	0	97.62215	118.9108	0.07103861
20806	-8641.09	0	-8641.09	58.47832	67.44973	17.81852	0	10.69879	104.3695	0.07098286
20807	-8658.055	0	-8658.055	71.09667	67.44973	21.56106	0	24.17807	105.4693	0.0759274
20808	-8659.194	0	-8659.194	79.29062	68.41957	20.47738	0	55.43035	122.1005	0.07212597
20809	-8657.555	0	-8657.555	87.78028	64.76011	15.23255	0	50.07793	110.3103	0.07173379
20810	-8657.788	0	-8657.788	70.96318	65.81513	16.62913	0	35.46166	109.3036	0.07140444
20811	-8650.916	0	-8650.916	76.81201	62.65397	17.70517	0	45.19636	107.7277	0.07198119
20812	-8644.727	0	-8644.727	68.71823	65.06598	14.36917	0	55.52847	96.97492	0.07543862
20813	-8642.71	0	-8642.71	68.71823	65.8755	17.7666	0	37.99395	88.58124	0.07149246
20814	-8646.397	0	-8646.397	69.25025	67.88001	13.01831	0	28.86557	88.93688	0.07415972
20815	-8633.004	0	-8633.004	80.3209	61.76484	13.34049	0	25.39822	89.09077	0.07340753
20816	-8632.814	0	-8632.814	77.41206	67.76881	10.37314	0	59.70683	107.5281	0.07528999
20817	-8633.223	0	-8633.223	79.88122	62.76125	8.501879	0	52.43282	94.4281	0.0731405
20818	-8635.39	0	-8635.39	81.01284	59.69873	9.674984	0	41.00703	100.5486	0.0714952
20819	-8643.156	0	-8643.156	84.22841	62.38973	15.0592	0	6.897582	114.0545	0.07227094
20820	-8641.498	0	-8641.498	65.68218	61.54403	16.7706	0	46.94396	93.82608	0.07336605
20821	-8638.424	0	-8638.424	66.95527	50.79715	18.38703	0	43.26155	86.4661	0.07395708
20822	-8647.016	0	-8647.016	66.89693	51.26693	12.60016	0	47.913	90.69114	0.07109077
20823	-8633.027	0	-8633.027	66.89693	51.26693	10.06945	0	20.26975	114.3976	0.07130082
20824	-8627.305	0	-8627.305	66.89693	49.02837	13.75258	0	33.41347	100.4899	0.07556498
20825	-8625.297	0	-8625.297	74.24453	44.04443	13.75258	0	17.69933	100.3573	0.07267792
20826	-8619.972	0	-8619.972	69.62874	54.24797	13.75258	0	108.1486	100.324	0.07817389
20827	-8620.518	0	-8620.518	69.62874	57.15859	22.9067	0	49.63731	95.72119	0.07250887
20828	-8639.221	0	-8639.221	69.77256	64.15431	13.97196	0	53.00483	102.2152	0.07210074
20829	-8633.483	0	-8633.483	74.62956	62.49366	15.10176	0	90.67674	90.36965	0.0760181
20830	-8637.065	0	-8637.065	73.27106	62.19303	15.18502	0	18.29633	107.0608	0.07083837
20831	-8623.731	0	-8623.731	61.1029	62.19303	14.07437	0	87.70394	94.2825	0.07509165
20832	-8600.545	0	-8600.545	61.1029	62.19303	21.38536	0	51.17464	86.41431	0.07895491
20833	-8622.587	0	-8622.587	61.1029	61.71516	26.26947	0	22.00044	110.8263	0.07326875
20834	-8617.005	0	-8617.005	61.1029	54.00756	26.26947	0	14.64804	111.4107	0.07878816
20835	-8621.946	0	-8621.946	61.69324	53.02542	16.2724	0	7.952893	108.8331	0.07925865
20836	-8620.544	0	-8620.544	59.77715	53.02542	10.63847	0	74.52742	98.20595	0.07844677
20837	-8625.87	0	-8625.87	59.92228	50.5075	8.011972	0	34.66546	100.004	0.07666664
20838	-8619.599	0	-8619.599	62.37909	50.5075	13.03176	0	108.0053	112.0672	0.07277237
20839	-8621.599	0	-8621.599	69.63549	50.5075	13.58073	0	95.3365	97.93829	0.07731246
20840	-8620.276	0	-8620.276	62.97775	50.5075	20.62614	0	10.12804	99.4784	0.07602244
20841	-8629.716	0	-8629.716	62.97775	54.00088	23.16425	0	58.02345	102.3912	0.07309735
20842	-8626.338	0	-8626.338	61.50959	42.88075	20.95339	0	16.27101	105.3613	0.07347072
20843	-8633.55	0	-8633.55	67.73355	42.05132	10.57511	0	44.6291	109.788	0.07239521
20844	-8629.58	0	-8629.58	67.77399	42.05132	17.22206	0	45.97261	103.597	0.07446008
20845	-8612.923	0	-8612.923	67.77399	49.27411	17.22206	0	10.2643	112.2133	0.07977308
