Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation[12]	speciation[13]	speciation[14]	speciation[15]	speciation[16]	speciation[17]	speciation[18]	speciation[19]	speciation[20]
40560	-6096.652	-6153.006	56.35408	0.0289612	0.0204291	0.0174996	0.0278174	0.0330655	0.0328721	0.0308948	0.0416336	0.0417262	0.0389708	0.0370475	0.0455767	0.0528312	0.0509496	0.0504414	0.0616673	0.062251	0.0631163	0.0634746	0.0305237
40570	-6142.186	-6147.341	5.155226	0.0350293	0.0217316	0.0215079	0.0345831	0.0352066	0.0334217	0.0326873	0.0424474	0.0436115	0.0435101	0.0351175	0.0363148	0.0472451	0.052344	0.0519195	0.0969335	0.094251	0.101449	0.0968852	0.0579283
40580	-6181.676	-6148.793	-32.88248	0.0362984	0.0201931	0.0209893	0.0354708	0.0371219	0.0357314	0.0362434	0.0452966	0.0451738	0.0469258	0.0434997	0.0449364	0.0548036	0.0620719	0.0587252	0.124202	0.130913	0.122201	0.118808	0.100017
40590	-6181.07	-6149.656	-31.41459	0.0365847	0.0209851	0.0234174	0.0345587	0.0350942	0.0354288	0.0424876	0.0466095	0.0473608	0.0402565	0.0504811	0.0510647	0.0527188	0.0691963	0.0664925	0.0701127	0.0829596	0.0781027	0.075177	0.0736011
40600	-6197.833	-6153.158	-44.67447	0.0359568	0.0226233	0.0215741	0.0357283	0.0349871	0.0346833	0.0433085	0.0403405	0.0389567	0.0371367	0.0399319	0.0358275	0.0403171	0.048278	0.0482445	0.0471382	0.126492	0.131601	0.122029	0.128289
40610	-6149.689	-6152.258	2.569315	0.0312428	0.0218612	0.0207497	0.0296801	0.0296348	0.031296	0.0371789	0.0374303	0.0381121	0.0381272	0.0520647	0.0528276	0.0565019	0.0655816	0.0628294	0.0673474	0.100883	0.101	0.109288	0.101974
40620	-6122.839	-6152.968	30.12935	0.0310028	0.0231676	0.0256028	0.0322578	0.03102	0.0370685	0.0399911	0.0399406	0.0399282	0.0388358	0.0553296	0.0484061	0.0484461	0.0577475	0.0627799	0.0805293	0.0699596	0.0795158	0.0791022	0.0492155
40630	-6153.184	-6154.883	1.699036	0.0320217	0.027841	0.0250959	0.028291	0.0391269	0.0415781	0.0408247	0.0452171	0.0436392	0.0436558	0.0471579	0.0399127	0.0398283	0.0497448	0.0635571	0.0641725	0.0691144	0.0788094	0.0772011	0.0518594
40640	-6160.212	-6152.894	-7.317127	0.0321659	0.025645	0.0249339	0.0286317	0.0284935	0.0289698	0.0259247	0.040968	0.0419903	0.0429053	0.0440866	0.0405865	0.040592	0.067324	0.0744895	0.074282	0.0834932	0.0832858	0.0840799	0.040152
40650	-6128.731	-6153.611	24.8792	0.0279347	0.0246193	0.0244034	0.0303698	0.0303763	0.0301434	0.0293593	0.0427699	0.0441189	0.0432781	0.044339	0.044036	0.0496245	0.0566249	0.0565443	0.056525	0.0939649	0.0963733	0.0916377	0.0852969
40660	-6172.128	-6152.739	-19.38911	0.0335227	0.0231333	0.0238516	0.0256947	0.0330957	0.0339188	0.0342591	0.0378488	0.0412697	0.0402139	0.0430592	0.0508117	0.0574153	0.0587633	0.0611193	0.0604609	0.0698046	0.0698426	0.0938024	0.0937276
40670	-6153.505	-6153.72	0.2152755	0.0295231	0.0215412	0.0251897	0.0250751	0.0378639	0.0368282	0.0369014	0.0361461	0.037427	0.0433938	0.0451286	0.040889	0.050421	0.0502788	0.0691816	0.074194	0.106118	0.10103	0.102127	0.10091
40680	-6146.036	-6153.859	7.822771	0.034048	0.0236584	0.023454	0.0235853	0.0354213	0.0356972	0.0362605	0.0365489	0.0370157	0.0418341	0.0399369	0.0377204	0.040769	0.0459912	0.0703342	0.0724481	0.0776254	0.0791402	0.0722678	0.0728354
40690	-6142.625	-6161.993	19.36849	0.0338637	0.0280735	0.0277703	0.0275349	0.0293292	0.0305702	0.0328589	0.0495492	0.0509858	0.0634178	0.0625569	0.057883	0.0556293	0.057089	0.0698842	0.0746522	0.0754403	0.0765569	0.0835173	0.0835074
40700	-6142.338	-6158.475	16.13727	0.0344397	0.0222547	0.024287	0.02665	0.0335338	0.0324995	0.0324331	0.0365028	0.0341735	0.036009	0.0358891	0.034643	0.0338056	0.0341903	0.0929788	0.0911529	0.0819885	0.0737571	0.0743706	0.0769239
40710	-6160.518	-6154.256	-6.262057	0.0370639	0.0229905	0.0245161	0.0326497	0.0363024	0.0366166	0.0381745	0.0387748	0.0387342	0.0393686	0.0380284	0.0362338	0.0387136	0.0382286	0.0754177	0.0786074	0.0824267	0.0690113	0.0691937	0.0666928
40720	-6196.813	-6152.427	-44.38581	0.0338811	0.0219083	0.0250315	0.0274752	0.0303685	0.0368724	0.0367613	0.043632	0.0436952	0.0483971	0.0492691	0.0484694	0.0491342	0.051049	0.0632071	0.061676	0.0665199	0.0698844	0.0699883	0.0633131
40730	-6185.006	-6153.272	-31.73435	0.0365659	0.0221083	0.0242945	0.0259927	0.0348733	0.035533	0.0304503	0.0335435	0.0330166	0.0385892	0.0309819	0.0269279	0.0701538	0.0678951	0.0742049	0.0741975	0.0743183	0.0736205	0.0771375	0.0792362
40740	-6167.044	-6148.519	-18.52579	0.0333934	0.0209498	0.0243947	0.0289046	0.0376447	0.0378732	0.0368717	0.0448922	0.0458306	0.0499511	0.0435174	0.0250437	0.0488378	0.0497795	0.0524004	0.106468	0.142094	0.143853	0.161268	0.1634
40750	-6161.363	-6147.049	-14.31367	0.0379427	0.0207909	0.0219659	0.0252774	0.0345179	0.0330295	0.0333453	0.0406998	0.0402539	0.0424564	0.0416123	0.0248273	0.0634138	0.064151	0.0645594	0.0862369	0.0846561	0.123219	0.115838	0.20935
40760	-6161.128	-6148.747	-12.38052	0.0302698	0.0190049	0.0219788	0.0272399	0.0327733	0.0338319	0.0339355	0.0407251	0.0383515	0.0422168	0.0411226	0.0274846	0.0712112	0.0634909	0.0507177	0.111689	0.101193	0.144766	0.140804	0.208809
40770	-6178.161	-6149.135	-29.02585	0.0314317	0.0205032	0.0235265	0.0313455	0.0368375	0.0365295	0.0367767	0.0373434	0.0379283	0.04269	0.040108	0.0234115	0.0724786	0.0618048	0.0504735	0.0840523	0.0832776	0.168373	0.151425	0.250954
40780	-6176.947	-6148.736	-28.21089	0.0315949	0.0218765	0.0232006	0.0315155	0.0408201	0.0392239	0.0428365	0.0440345	0.0492328	0.0489955	0.0458837	0.0220754	0.0646865	0.0668475	0.0717779	0.132299	0.138389	0.160796	0.159006	0.170834
40790	-6153.37	-6151.567	-1.802994	0.0323035	0.0261856	0.0261837	0.0302798	0.0348356	0.0328936	0.0338611	0.0397064	0.0465392	0.046418	0.0435006	0.021956	0.0441964	0.0436547	0.0437036	0.103845	0.0895244	0.0974895	0.103908	0.112319
40800	-6148.584	-6149.198	0.6140679	0.0338391	0.0245746	0.02426	0.0311704	0.0338675	0.039862	0.0403527	0.0429512	0.0432113	0.0431901	0.0413286	0.0328784	0.0490118	0.0479613	0.0479821	0.095212	0.0949093	0.105348	0.112551	0.117573
40810	-6238.062	-6150.937	-87.1248	0.0291181	0.0207968	0.0204864	0.0259732	0.0338652	0.04003	0.0400182	0.0392282	0.0429411	0.0418495	0.0400576	0.034453	0.0512326	0.0511547	0.0482724	0.100617	0.100713	0.107795	0.109758	0.155244
40820	-6199.62	-6147.585	-52.03428	0.0318796	0.0209274	0.0218226	0.0271306	0.0357514	0.0361419	0.0378907	0.0378887	0.0404502	0.0409937	0.0388023	0.030737	0.0626978	0.0561395	0.0536841	0.107981	0.111626	0.125169	0.11763	0.0842232
40830	-6148.405	-6150.552	2.14656	0.0397347	0.0222452	0.0219318	0.033869	0.0455267	0.0446289	0.044495	0.0443557	0.0442653	0.0596316	0.0572105	0.0349827	0.0620544	0.0616705	0.0590787	0.126293	0.12749	0.126925	0.119223	0.119058
40840	-6147.099	-6151.811	4.711763	0.0360201	0.0255178	0.0238583	0.0282691	0.0398643	0.0372949	0.0385812	0.0385876	0.0385018	0.0404477	0.0401249	0.0377297	0.0743677	0.0746311	0.0745984	0.101945	0.102812	0.102135	0.0954339	0.101336
40850	-6148.712	-6151.167	2.455461	0.0341836	0.0224755	0.0206213	0.0243042	0.0371817	0.0374899	0.0387363	0.0386719	0.0387267	0.0406636	0.0416509	0.0368888	0.0603029	0.061258	0.0612716	0.0675067	0.0670071	0.0701186	0.0700659	0.0824873
40860	-6126.184	-6151.597	25.41282	0.0331073	0.0212817	0.02097	0.0323125	0.0334211	0.0362042	0.0375348	0.0372592	0.0367306	0.036851	0.036154	0.0386311	0.0750934	0.0731778	0.075448	0.0750224	0.0747788	0.0734068	0.074119	0.0765645
40870	-6174.602	-6157.395	-17.20674	0.0264794	0.0205499	0.0213867	0.0379785	0.0378554	0.0381372	0.0380244	0.0382543	0.036598	0.0387134	0.038877	0.0389919	0.0565001	0.0555636	0.0713623	0.0711978	0.0734687	0.0733527	0.070808	0.0790007
40880	-6181.652	-6156.923	-24.72971	0.0291156	0.0262677	0.027935	0.0316117	0.0327682	0.0328839	0.033748	0.0389984	0.0388371	0.0389866	0.0395247	0.0407408	0.0543834	0.0513895	0.0730047	0.0674544	0.0660406	0.0669855	0.0757578	0.077721
40890	-6146.724	-6158.71	11.986	0.0281312	0.027342	0.0271894	0.0271913	0.0303166	0.0380959	0.0412973	0.0414045	0.0412996	0.0409156	0.0453842	0.0490386	0.0697779	0.0705066	0.0765385	0.0768158	0.0778766	0.0785172	0.0784582	0.0789365
40900	-6109.761	-6159.578	49.81704	0.0278751	0.0274408	0.0290078	0.0286461	0.0350791	0.0410617	0.0405352	0.0443245	0.0484492	0.0496666	0.0502746	0.0438039	0.0673526	0.0675196	0.0640166	0.0643414	0.0520924	0.05301	0.0529469	0.0510235
40910	-6176.806	-6156.144	-20.66219	0.0290402	0.0252734	0.0272791	0.0275754	0.0313611	0.0332423	0.0352675	0.0448663	0.046548	0.045546	0.0431663	0.0338422	0.0572508	0.0581935	0.053495	0.0506301	0.066	0.066708	0.0683091	0.0796681
40920	-6131.048	-6149.871	18.82329	0.0341111	0.021423	0.0220963	0.0231012	0.0302438	0.0312326	0.0356782	0.0390249	0.0391961	0.0396015	0.0413432	0.0383422	0.0580322	0.0599757	0.0625275	0.0730311	0.120063	0.119606	0.119579	0.141813
40930	-6178.564	-6153.639	-24.92526	0.0353342	0.0234002	0.0238406	0.0254996	0.0253176	0.0373746	0.0356734	0.0420675	0.0419067	0.0419024	0.0391754	0.0360706	0.0626218	0.0610044	0.0651857	0.0640332	0.0711588	0.0722678	0.0736429	0.0793747
40940	-6106.493	-6152.835	46.34289	0.0352946	0.0223345	0.0263475	0.0288063	0.028317	0.034529	0.0363239	0.0404629	0.0416208	0.0408689	0.0415904	0.0429762	0.0534937	0.0543503	0.0593523	0.0580088	0.0591291	0.0611515	0.0607771	0.0653684
40950	-6158.725	-6153.251	-5.473715	0.0359542	0.0233457	0.0251091	0.0285616	0.0293407	0.0412511	0.0412871	0.0444706	0.0494524	0.0490287	0.0495918	0.0507338	0.0765394	0.077248	0.0745083	0.0750742	0.0745504	0.0725284	0.0717139	0.0728627
40960	-6129.337	-6153.633	24.29598	0.0317228	0.019886	0.0217188	0.0321329	0.0335294	0.03941	0.0398816	0.0413572	0.0484195	0.047226	0.0475181	0.0475463	0.0492676	0.0668216	0.0681743	0.0684189	0.0653604	0.0653515	0.0661856	0.0675785
40970	-6166.691	-6150.334	-16.35657	0.0358691	0.0221892	0.0210548	0.0304997	0.0309099	0.0339046	0.0378297	0.0453703	0.0483732	0.04993	0.0537025	0.0532792	0.0533238	0.0564507	0.0571821	0.0615251	0.0996561	0.0981185	0.0929185	0.105625
40980	-6186.368	-6148.974	-37.39404	0.0371282	0.022594	0.0240751	0.0269717	0.031357	0.0372999	0.0360245	0.0387137	0.0453018	0.0463051	0.0462604	0.0469705	0.0606123	0.0599377	0.0613642	0.0730439	0.105479	0.110427	0.0852887	0.0910977
40990	-6117.728	-6152.591	34.86257	0.0291976	0.0239127	0.0242168	0.033389	0.0340364	0.038436	0.0320384	0.0382744	0.0504494	0.0440662	0.0489677	0.0488164	0.0565891	0.0668215	0.0610228	0.0565696	0.150072	0.158359	0.151873	0.164826
41000	-6126.711	-6148.091	21.38024	0.0352582	0.0184041	0.0189724	0.0325903	0.0307984	0.0350952	0.0372343	0.048753	0.0485928	0.034113	0.0361906	0.0365237	0.0541689	0.0642245	0.0612283	0.0638353	0.0795523	0.0828924	0.0844769	0.100376
41010	-6114.995	-6150.063	35.06804	0.0344106	0.0205366	0.0240204	0.0350763	0.0350489	0.0360196	0.0459381	0.0558797	0.0583458	0.0434807	0.0463307	0.0483484	0.0601047	0.071875	0.0717461	0.0714784	0.0758405	0.0775225	0.0771607	0.0700842
41020	-6139.153	-6154.425	15.27205	0.027777	0.025341	0.0198289	0.0343186	0.0339577	0.0339489	0.0375955	0.0419476	0.043706	0.0316736	0.0346352	0.0346438	0.0656633	0.0711276	0.0708702	0.070501	0.0649287	0.0694309	0.0698855	0.0624946
41030	-6102.578	-6155.839	53.26126	0.0249178	0.022908	0.0208259	0.0331735	0.0326141	0.0326181	0.0354341	0.038597	0.0420415	0.0333021	0.0353503	0.0353532	0.0568877	0.0649148	0.0653276	0.0729461	0.0648804	0.0714697	0.0725981	0.0671925
41040	-6152.057	-6152.477	0.4197964	0.0285712	0.0243469	0.024245	0.0331893	0.0345231	0.0347196	0.0328877	0.0352994	0.0374691	0.0345687	0.0386225	0.0390234	0.0523415	0.0556606	0.0567081	0.0855387	0.0918304	0.1035	0.10499	0.0835901
41050	-6170.299	-6154.632	-15.66669	0.0346611	0.0254343	0.0255054	0.0280187	0.0291056	0.0277483	0.0368882	0.0424979	0.0418047	0.0420165	0.0500263	0.0509038	0.0675688	0.0686561	0.0728649	0.0686907	0.0686287	0.0808837	0.087296	0.0521608
41060	-6159.828	-6152.433	-7.394953	0.0344872	0.0250362	0.0241199	0.0267531	0.0350148	0.0375399	0.0363399	0.0381495	0.0385942	0.0393116	0.0373123	0.0370855	0.0808006	0.0820574	0.0837449	0.0888899	0.0902167	0.0884264	0.0786809	0.0425086
41070	-6178.063	-6152.306	-25.75706	0.0335928	0.0241269	0.0242794	0.0290187	0.0329971	0.0375458	0.0431455	0.0428839	0.0484575	0.0335756	0.033655	0.0334518	0.041266	0.043451	0.0565704	0.0729544	0.0746107	0.0820409	0.0842254	0.0748664
41080	-6194.682	-6151.973	-42.7089	0.0330846	0.0253131	0.0234336	0.0271967	0.0347717	0.0393445	0.0420325	0.0410535	0.046657	0.0404138	0.0419888	0.0462483	0.0495019	0.0510816	0.0645659	0.0774619	0.0792745	0.0905248	0.0973524	0.0971161
41090	-6163.059	-6151.584	-11.47535	0.035281	0.0267043	0.0276256	0.0303533	0.0324092	0.0352137	0.0344955	0.0466004	0.0544769	0.0394215	0.0400177	0.0419913	0.054582	0.0544444	0.0777353	0.0935437	0.0998757	0.0863215	0.0967707	0.0990538
41100	-6176.54	-6149.663	-26.87658	0.0347877	0.017046	0.0203702	0.0276005	0.0322918	0.0350139	0.0389213	0.0363635	0.0480161	0.0438294	0.0437968	0.0437912	0.0653667	0.0665535	0.0708998	0.0733127	0.0708849	0.0854027	0.0763287	0.0740357
41110	-6189.541	-6150.697	-38.84433	0.0322305	0.0207272	0.0233387	0.0315859	0.0321117	0.0346173	0.0343494	0.0337194	0.0416988	0.0476301	0.0450889	0.0457736	0.0530715	0.0504586	0.0587736	0.104529	0.104769	0.173504	0.135895	0.137022
41120	-6166.149	-6150.277	-15.87181	0.0395227	0.0224358	0.0242261	0.0335989	0.0346297	0.0385903	0.0381346	0.0370721	0.0403619	0.0497305	0.0411602	0.037093	0.0481593	0.0468098	0.0566161	0.0956753	0.0946146	0.138054	0.124705	0.124961
41130	-6206.168	-6149.466	-56.70218	0.0393444	0.02418	0.0246534	0.032961	0.0424914	0.0440175	0.0445527	0.0534738	0.0554873	0.0555072	0.0549704	0.0563962	0.0690523	0.0686749	0.0715604	0.0792749	0.0831568	0.108658	0.105841	0.103792
41140	-6168.797	-6156.323	-12.47442	0.0393624	0.0276846	0.0299765	0.0300876	0.0299682	0.0301626	0.0300444	0.045117	0.045126	0.0449184	0.045573	0.0455974	0.0509498	0.0501822	0.0523556	0.0527382	0.0781984	0.0777327	0.0753574	0.0757642
41150	-6178.321	-6157.359	-20.96191	0.0322777	0.023101	0.0286876	0.0287078	0.0282832	0.027743	0.0275521	0.0450337	0.0391702	0.0452503	0.046815	0.0467315	0.0502814	0.0502506	0.0499297	0.0572279	0.0649621	0.0698121	0.0698234	0.0697827
41160	-6173.426	-6160.302	-13.12336	0.0334294	0.0209398	0.0264939	0.0273149	0.0275521	0.0275375	0.0272187	0.0349713	0.0341891	0.0376657	0.0376646	0.0426015	0.0417153	0.0417768	0.0406115	0.111142	0.113811	0.113721	0.113584	0.113366
41170	-6153.123	-6156.186	3.063329	0.0331618	0.0272538	0.0276431	0.0308814	0.0309098	0.0305425	0.0304745	0.0432487	0.0452428	0.0448381	0.0449938	0.0444432	0.0468717	0.0469176	0.047199	0.0644418	0.0644803	0.0644154	0.0677093	0.0649969
41180	-6171.937	-6150.406	-21.5308	0.0363854	0.023032	0.0229967	0.033961	0.0338184	0.0332243	0.0333174	0.0426611	0.0426994	0.0428351	0.0416665	0.0416018	0.0419856	0.0410759	0.0404468	0.102967	0.103105	0.11729	0.119501	0.104747
41190	-6202.048	-6150.221	-51.82731	0.0410614	0.0229687	0.0212494	0.0387913	0.0386317	0.0387566	0.0405011	0.0532986	0.0547354	0.0533662	0.0549214	0.0551773	0.0550774	0.0610802	0.0593264	0.0860309	0.0861816	0.0862587	0.103152	0.0769156
41200	-6164.141	-6150.677	-13.46355	0.0368533	0.0253408	0.0238327	0.0298729	0.0301547	0.0341825	0.0343733	0.0411391	0.0412156	0.0421852	0.0430026	0.0431595	0.0433672	0.0516439	0.0687885	0.0866147	0.0854434	0.0836529	0.0808176	0.0751466
41210	-6135.445	-6151.395	15.95057	0.0314702	0.0209003	0.02056	0.0326399	0.0330348	0.0430524	0.0429901	0.0542225	0.0531826	0.0521711	0.0504802	0.050048	0.050255	0.0552018	0.0677941	0.077525	0.0777754	0.0768694	0.0771717	0.0705114
41220	-6161.185	-6155.837	-5.348168	0.0306489	0.0256624	0.0256413	0.0355393	0.0414287	0.0465466	0.0436625	0.0544563	0.0527356	0.0519125	0.0518048	0.0552934	0.0536033	0.0615499	0.07125	0.079807	0.0787859	0.0795716	0.0972055	0.10214
41230	-6170.822	-6154.209	-16.61287	0.0364234	0.0276663	0.0222283	0.0271174	0.0305577	0.0295967	0.0338943	0.0432608	0.0405603	0.0407094	0.0422151	0.0401128	0.0411352	0.0420094	0.0644922	0.0791604	0.0769588	0.076004	0.0761754	0.0784483
41240	-6173.657	-6149.076	-24.58123	0.0352899	0.0218466	0.0192877	0.0312257	0.0327907	0.0327182	0.0347222	0.0420432	0.0457617	0.0461395	0.0434813	0.0443849	0.0454976	0.0460445	0.0581866	0.0947302	0.07521	0.114031	0.0942546	0.0924144
41250	-6182.323	-6149.461	-32.86232	0.0343842	0.0237334	0.0218121	0.0318315	0.0367241	0.0363661	0.0400775	0.0446381	0.0419508	0.0418396	0.0518582	0.0531421	0.0552183	0.053757	0.0780621	0.0856453	0.0839098	0.142381	0.105853	0.108345
41260	-6186.564	-6157.26	-29.30421	0.0317762	0.0241822	0.0239577	0.0272719	0.0367064	0.0365352	0.0345441	0.039226	0.050026	0.0551047	0.0617472	0.0652065	0.0655638	0.0654575	0.0564216	0.0593855	0.0586031	0.0771835	0.081248	0.0571308
41270	-6126.297	-6147.906	21.60928	0.0341309	0.0212691	0.0212826	0.0240484	0.0349	0.0341352	0.0301366	0.0434419	0.0464488	0.0444776	0.0443692	0.044319	0.0549179	0.058933	0.0648275	0.0665929	0.102817	0.105086	0.102146	0.0953068
41280	-6135.286	-6153.096	17.80985	0.0318409	0.0182757	0.0197483	0.0205572	0.0388883	0.0379573	0.0309684	0.0441148	0.0539986	0.0463104	0.0463813	0.04628	0.0649306	0.0644618	0.0643579	0.0622537	0.0944277	0.0945622	0.0990566	0.1013
41290	-6171.946	-6155.557	-16.3892	0.0390451	0.0252833	0.0265251	0.0283428	0.0360285	0.0318942	0.0245873	0.0312219	0.0405103	0.0323481	0.0323782	0.0328743	0.0565809	0.0608887	0.0590316	0.0557556	0.0798444	0.173336	0.229715	0.217702
41300	-6128.579	-6152.528	23.9498	0.0338977	0.0224109	0.021917	0.0305	0.0344581	0.0342998	0.0361	0.0442217	0.0502193	0.0425478	0.0428874	0.0624883	0.0762481	0.0691433	0.0647219	0.0757476	0.0639679	0.0895315	0.214553	0.148746
41310	-6164.298	-6151.41	-12.88772	0.0370121	0.0221659	0.0199265	0.0369168	0.0354818	0.0372635	0.0371794	0.04158	0.0458783	0.0446383	0.0420817	0.0476943	0.0455813	0.0398748	0.0404075	0.0735643	0.102344	0.124991	0.15972	0.0963134
41320	-6176.82	-6151.71	-25.11088	0.0297571	0.0204006	0.0158012	0.0323737	0.0328248	0.0344351	0.0347829	0.0399331	0.0431466	0.0438157	0.0424251	0.0486165	0.0594598	0.0597354	0.0610196	0.0731061	0.0896017	0.153042	0.161929	0.214073
41330	-6149.48	-6148.424	-1.056007	0.0352253	0.0170661	0.0236632	0.0280544	0.0381303	0.0365405	0.0333093	0.0430319	0.0420889	0.0412109	0.0426325	0.0438974	0.0584496	0.0614407	0.0621113	0.0735088	0.0739249	0.0922722	0.0868765	0.0887079
41340	-6124.684	-6149.841	25.15762	0.03646	0.0196951	0.0256989	0.0255406	0.0334949	0.0319953	0.0307295	0.035345	0.0371098	0.0366598	0.0358942	0.0350937	0.0575602	0.0612554	0.0605819	0.0656761	0.0637595	0.146398	0.144733	0.140722
41350	-6175.777	-6150.684	-25.09242	0.0396216	0.0231389	0.023498	0.0241161	0.032863	0.0313848	0.0368689	0.0381781	0.0382178	0.0357481	0.0337449	0.0320154	0.0564022	0.0641516	0.0632496	0.0942975	0.0941146	0.101153	0.104403	0.10491
41360	-6187.286	-6150.614	-36.67256	0.0357033	0.0218664	0.0241225	0.0243705	0.0300827	0.0285102	0.0324315	0.0404183	0.0405854	0.0407502	0.0422405	0.0427719	0.0544149	0.0572508	0.0596446	0.0896628	0.0922822	0.100944	0.0993652	0.0993881
41370	-6146.692	-6153.06	6.368612	0.0326204	0.0224055	0.026446	0.0266729	0.0297226	0.0281385	0.0311492	0.0405679	0.0401797	0.0389721	0.0393617	0.0386733	0.050857	0.0477383	0.0457388	0.0518662	0.0513811	0.136195	0.126084	0.129252
41380	-6171.231	-6152.034	-19.19756	0.034311	0.0261929	0.0250833	0.032796	0.0330317	0.0335394	0.0340181	0.0429115	0.0399451	0.0399322	0.0429689	0.0439124	0.0563375	0.0551834	0.0551655	0.057263	0.0572679	0.0911061	0.113595	0.113731
41390	-6171.135	-6155.174	-15.9606	0.0293171	0.0278609	0.0221537	0.0314127	0.0330492	0.0352773	0.0375112	0.0404183	0.0417134	0.0409795	0.0426896	0.0470973	0.0468669	0.0500614	0.0502574	0.0517028	0.053028	0.122292	0.143579	0.123461
41400	-6228.796	-6151.955	-76.84045	0.029365	0.0223767	0.0171558	0.029748	0.0320645	0.0328773	0.0340072	0.0375848	0.039528	0.0399786	0.0488187	0.048927	0.0532839	0.0533463	0.0650784	0.0739219	0.0710676	0.120618	0.0821938	0.0440022
41410	-6192.452	-6148.846	-43.60555	0.0324551	0.0251887	0.020347	0.02857	0.032243	0.0341045	0.0326312	0.0368284	0.0427655	0.0429894	0.0447837	0.0447738	0.0584962	0.0535253	0.0671262	0.0732791	0.0738264	0.124122	0.0746041	0.0439587
41420	-6201.887	-6148.878	-53.00866	0.0320515	0.0248482	0.0207587	0.0312325	0.0351662	0.0368954	0.036863	0.0451309	0.0495071	0.0529815	0.046445	0.0464677	0.0590262	0.0575122	0.0617431	0.0644553	0.0675341	0.0997852	0.0655492	0.0324396
41430	-6198.258	-6152.285	-45.97309	0.0303702	0.0269986	0.0232177	0.028573	0.0345259	0.0337194	0.0345678	0.0377891	0.0457622	0.0445949	0.0346226	0.0310538	0.0589841	0.0464278	0.0568149	0.113313	0.107843	0.1038	0.0953676	0.0970287
41440	-6144.796	-6151.972	7.175989	0.0363244	0.0251837	0.0243589	0.0262955	0.0296919	0.0307369	0.0384055	0.0422439	0.0427696	0.0426931	0.0462704	0.0442834	0.0510245	0.0486281	0.0480825	0.110733	0.105325	0.121427	0.11287	0.110523
41450	-6142.084	-6153.068	10.98419	0.0287899	0.0229376	0.0227323	0.0278729	0.0294036	0.0299332	0.0371689	0.0418173	0.0413061	0.0397572	0.0478531	0.0494349	0.0567297	0.0574331	0.0566812	0.0865902	0.0873949	0.0876844	0.0781821	0.0761385
41460	-6136.813	-6152.544	15.73175	0.0319555	0.0245155	0.0246571	0.029781	0.0326161	0.034808	0.038703	0.0388365	0.038073	0.0417207	0.0396481	0.0403886	0.0471513	0.0471886	0.047161	0.0937482	0.0896934	0.0833006	0.0777157	0.0772165
41470	-6121.859	-6154.106	32.24671	0.0297908	0.024753	0.0246514	0.0258222	0.0366219	0.0342898	0.0383111	0.0394597	0.0424524	0.0421393	0.0392727	0.0384846	0.0821956	0.0814154	0.0811691	0.0863953	0.0856673	0.0914874	0.0910453	0.0937763
41480	-6179.685	-6156.744	-22.9414	0.0423376	0.0243229	0.0250834	0.0247349	0.0292925	0.0301069	0.0339616	0.0339421	0.0340638	0.0324616	0.0324702	0.0327472	0.0596432	0.0584411	0.0608891	0.0943068	0.0888561	0.0882358	0.0878308	0.100859
41490	-6131.479	-6155.865	24.38586	0.0279903	0.0255783	0.0259111	0.0252469	0.0380685	0.0385776	0.0396723	0.0397575	0.0389619	0.0398735	0.0418006	0.0416617	0.0647127	0.063973	0.0654279	0.0700654	0.0847156	0.101442	0.0873483	0.0957506
41500	-6188.658	-6157.517	-31.14048	0.0327803	0.0292834	0.0276668	0.0281923	0.0357162	0.0390679	0.0401948	0.0372429	0.0383166	0.0364104	0.0368408	0.0335767	0.0579133	0.0595452	0.0666397	0.0617318	0.0601372	0.0731351	0.0947615	0.095375
41510	-6111.097	-6156.157	45.05991	0.035365	0.0251866	0.0214471	0.0211676	0.0367799	0.0361659	0.0391625	0.0379905	0.0378919	0.0380101	0.038024	0.0378246	0.0504404	0.0521774	0.0634828	0.0667669	0.0669286	0.0681001	0.133629	0.132569
41520	-6121.798	-6155.069	33.27055	0.0359944	0.0269478	0.0271258	0.0271576	0.0353699	0.0375657	0.0397645	0.040877	0.0409258	0.0478791	0.0480775	0.0472983	0.0553096	0.0549674	0.0595126	0.0594379	0.0569467	0.0856131	0.0620501	0.0609174
41530	-6114.594	-6153.199	38.60495	0.0381132	0.0250984	0.0278076	0.0277075	0.0340442	0.0346929	0.0384914	0.0436387	0.0403179	0.0365991	0.0406445	0.0396434	0.0611947	0.0665661	0.0621596	0.0624009	0.0679351	0.0704534	0.0728856	0.0858567
41540	-6131.659	-6152.938	21.27936	0.0334534	0.0210585	0.0219912	0.0219182	0.0293398	0.0343908	0.0387551	0.0484918	0.037717	0.0335492	0.0404722	0.0391714	0.0541167	0.0762938	0.0732433	0.0769704	0.0773788	0.0706604	0.0690463	0.0790373
41550	-6145.819	-6150.262	4.442975	0.0368004	0.0248135	0.0263139	0.0266002	0.0317515	0.040678	0.0361823	0.0455494	0.0509456	0.0428189	0.042421	0.0408994	0.0639045	0.0828583	0.0769283	0.0900822	0.0935901	0.0886087	0.17934	0.201007
