Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	br_base	br_CW	br_TW	br_WC	br_WT	dr_base	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	rf_simplex[19]	rf_simplex[20]	rf_simplex[21]	rf_simplex[22]	rf_simplex[23]	rf_simplex[24]	rf_simplex[25]	rf_simplex[26]	rf_simplex[27]	w_adj[1]	w_adj[2]	w_adj[3]	w_B	w_G	w_graph[1]	w_graph[2]	w_graph[3]	w_not_B	w_U	y
1950	-773.5423	-772.446	-1.096301	0.089326	0.633956	0.0194156	0.0216208	0.9896292	0.02162083	0.08932597	0.01941563	0.6339562	0.0103708	1.197229	0.000523973	0.93226	0.0248942	0.00689522	0.000543095	0.000594479	0.000573454	0.000582324	0.000571989	6.62003e-05	0.0298537	0.00193054	0.000530277	4.7256e-05	1.8806e-05	6.54416e-05	7.83717e-06	1.84901e-05	3.13905e-08	2.16893e-05	8.36582e-07	2.30405e-07	2.53581e-08	1.33903e-08	3.13479e-08	8.82252e-09	1.32918e-08	0	0.256671	1	0.9784545	0.0006249262	0.0209206	0.000624926	0.978455	0.0215455	0.02092057	0.2566714
2000	-764.7217	-764.1974	-0.5243596	0.168238	0.952278	0.0189624	0.0100858	0.9853453	0.01008578	0.1682377	0.01896241	0.9522779	0.01465471	0.6757507	0.000555132	0.917982	0.0333423	0.00730109	0.000603742	0.000682419	0.000661837	0.000670679	0.000657017	0.000124883	0.0323817	0.00388547	0.000870212	7.66315e-05	2.40707e-05	0.000121107	9.2721e-06	2.36507e-05	5.62065e-08	2.48291e-05	1.71274e-06	3.83817e-07	4.06255e-08	1.80224e-08	5.57416e-08	1.18135e-08	1.78906e-08	0	0.195773	1	0.9787411	0.004189197	0.0170697	0.0041892	0.978741	0.0212589	0.0170697	0.1957734
2050	-764.6023	-763.8868	-0.7155319	0.183099	0.961094	0.00996341	0.013234	0.9897044	0.01323398	0.1830987	0.009963411	0.9610937	0.01029561	0.8181097	0.000341212	0.913818	0.0233297	0.00709215	0.000369712	0.000427202	0.000414322	0.000414444	0.000400833	8.09511e-05	0.0491795	0.00302342	0.000905261	5.26972e-05	2.24833e-05	8.00203e-05	7.78093e-06	2.17476e-05	1.81784e-08	1.75675e-05	6.22005e-07	1.86187e-07	1.38485e-08	7.78551e-09	1.81481e-08	4.93137e-09	7.67991e-09	0	0.28727	1	0.9812763	0.003658074	0.0150656	0.00365807	0.981276	0.01872368	0.01506561	0.2872695
2100	-769.8022	-768.5025	-1.299672	0.173473	0.885646	0.00503618	0.00585236	0.9941002	0.005852364	0.1734734	0.00503618	0.8856456	0.005899776	1.467238	0.000425744	0.935239	0.0136348	0.00345659	0.000461397	0.000507829	0.000473019	0.000515197	0.000502979	9.99283e-05	0.042288	0.00174007	0.000442758	6.43774e-05	2.29926e-05	7.26808e-05	1.03112e-05	2.2896e-05	2.68513e-08	1.83734e-05	4.42808e-07	1.15904e-07	2.01837e-08	9.91142e-09	2.18131e-08	6.82423e-09	9.89346e-09	0	0.214881	1	0.9541342	0.01312069	0.0327451	0.0131207	0.954134	0.04586583	0.03274514	0.2148806
2150	-769.0567	-768.3463	-0.7103534	0.15673	0.78686	0.0193189	0.00243556	0.9888329	0.002435564	0.15673	0.01931895	0.7868602	0.01116712	0.8138841	0.000403456	0.928102	0.0256264	0.00539297	0.000434459	0.000488347	0.00046628	0.000484323	0.000474516	8.84211e-05	0.0340585	0.0031005	0.000664431	5.75957e-05	1.79202e-05	8.60912e-05	7.42125e-06	1.76931e-05	4.18325e-08	2.64147e-05	1.41856e-06	3.05315e-07	3.15031e-08	1.36601e-08	4.15038e-08	9.06971e-09	1.35856e-08	0	0.188088	1	0.9780297	0.00578282	0.0161875	0.00578282	0.97803	0.02197032	0.0161875	0.1880879
2200	-766.3088	-766.0076	-0.3011657	0.215852	0.984467	0.0123094	0.0154218	0.9835503	0.01542185	0.2158515	0.01230945	0.9844672	0.01644969	0.5405733	0.000757766	0.872869	0.0353341	0.0128874	0.000825265	0.000987237	0.000966048	0.000940231	0.00089818	0.000206283	0.0654264	0.00540883	0.00192662	0.000140046	7.13771e-05	0.000222856	2.45205e-05	6.78877e-05	7.73075e-08	3.74856e-05	1.79222e-06	6.36706e-07	6.09507e-08	3.8952e-08	8.16599e-08	2.46596e-08	3.81532e-08	0	0.3442	1	0.9758936	0.002511531	0.0215949	0.00251153	0.975894	0.02410639	0.02159486	0.3441996
2250	-764.3561	-762.6975	-1.658575	0.127745	0.906322	0.00265718	0.00124152	0.9962968	0.00124152	0.1277453	0.002657175	0.9063217	0.003703187	2.10073	0.000136044	0.941879	0.00891357	0.0031877	0.000143156	0.000156395	0.000150077	0.000155716	0.000151166	2.21405e-05	0.0439122	0.000849346	0.000290188	1.50539e-05	7.189e-06	1.80005e-05	2.46038e-06	7.06245e-06	1.18435e-09	3.54402e-06	3.98909e-08	1.36068e-08	9.34945e-10	5.71541e-10	1.04026e-09	3.58968e-10	5.67421e-10	0	0.347491	1	0.9839784	0.0003506719	0.0156709	0.000350672	0.983978	0.01602158	0.01567091	0.3474914
2300	-764.9321	-763.9378	-0.9943015	0.102823	0.760288	0.00978041	0.00504101	0.9922938	0.00504101	0.1028231	0.009780409	0.7602882	0.007706176	1.081134	0.000280643	0.941109	0.0185978	0.00520584	0.000293333	0.000323183	0.000312264	0.000315952	0.000309748	3.92967e-05	0.0311681	0.00152601	0.000420332	2.66884e-05	1.05427e-05	3.71373e-05	3.98838e-06	1.03314e-05	7.26901e-09	9.00115e-06	2.59664e-07	7.15477e-08	5.68632e-09	2.9845e-09	7.04433e-09	1.91419e-09	2.95911e-09	0	0.265095	1	0.9837185	0.001038075	0.0152434	0.00103807	0.983719	0.01628145	0.01524338	0.2650948
2350	-766.257	-766.1274	-0.1295928	0.201465	0.980843	0.0279208	0.0300395	0.9818961	0.03003946	0.201465	0.02792076	0.9808432	0.01810389	0.4553459	0.000874324	0.88088	0.0392703	0.0124515	0.000953518	0.00111825	0.00109104	0.00107724	0.00103912	0.000226175	0.0531361	0.00551998	0.00174515	0.000148249	6.59304e-05	0.000235301	2.38564e-05	6.35132e-05	1.95719e-07	7.35735e-05	4.37995e-06	1.38434e-06	1.49908e-07	8.75638e-08	2.02513e-07	5.64956e-08	8.6218e-08	0	0.291453	1	0.9740762	0.003509695	0.0224141	0.00350969	0.974076	0.02592378	0.02241409	0.2914533
2400	-766.1395	-765.3096	-0.8298336	0.146888	0.723164	0.0159205	0.0124186	0.9916503	0.01241865	0.1468882	0.01592054	0.7231643	0.008349708	0.9171748	0.000376494	0.909729	0.019104	0.00690319	0.000397684	0.000451099	0.000431613	0.000442464	0.000426221	7.67605e-05	0.0582197	0.00238284	0.000823869	5.57782e-05	2.81441e-05	7.55663e-05	1.07967e-05	2.73832e-05	3.26773e-08	3.6032e-05	8.79361e-07	3.04318e-07	2.69241e-08	1.69836e-08	3.24256e-08	1.09371e-08	1.67864e-08	0	0.345564	1	0.9784291	0.001624695	0.0199462	0.0016247	0.978429	0.02157086	0.01994617	0.3455641
2450	-766.6271	-765.7248	-0.9023134	0.173916	0.990846	0.00934446	0.0272251	0.9886742	0.02722506	0.1739163	0.009344461	0.9908456	0.01132582	0.9861199	0.00035699	0.937192	0.0261864	0.00447267	0.000392154	0.00043882	0.000420441	0.00043643	0.000429387	8.42299e-05	0.025828	0.00306358	0.000538031	4.92044e-05	1.22086e-05	7.45116e-05	4.61706e-06	1.20942e-05	1.31584e-08	7.24238e-06	4.85096e-07	8.51113e-08	9.08805e-09	3.37289e-09	1.21942e-08	2.20668e-09	3.35967e-09	0	0.153272	1	0.9843077	0.001379636	0.0143127	0.00137964	0.984308	0.01569229	0.01431265	0.1532719
2500	-767.0088	-765.983	-1.025803	0.184274	0.962657	0.00748132	0.00730673	0.9929307	0.007306732	0.1842739	0.007481321	0.9626574	0.007069335	1.115734	0.000551419	0.918935	0.0161295	0.00519316	0.00059627	0.000657397	0.000617607	0.000666963	0.000645298	0.00013073	0.0527788	0.00211917	0.000671349	8.6095e-05	3.75994e-05	9.88018e-05	1.49979e-05	3.7261e-05	4.96368e-08	3.12778e-05	7.31064e-07	2.35986e-07	3.81983e-08	2.19958e-08	4.15309e-08	1.46096e-08	2.19142e-08	0	0.29047	1	0.9587723	0.005736109	0.0354916	0.00573611	0.958772	0.04122769	0.03549158	0.2904697
2550	-767.2014	-766.9094	-0.2920048	0.197888	0.912115	0.0256489	0.015891	0.9820784	0.01589095	0.1978878	0.02564888	0.9121148	0.01792162	0.5356438	0.000912209	0.894355	0.0390894	0.00956628	0.00100144	0.00114672	0.00109985	0.00113362	0.00110408	0.000244207	0.0428413	0.00552893	0.00138641	0.000155875	5.4921e-05	0.000236237	2.25162e-05	5.39923e-05	2.09641e-07	6.08671e-05	4.55436e-06	1.14721e-06	1.56331e-07	7.5986e-08	2.06971e-07	5.0821e-08	7.54386e-08	0	0.21362	1	0.9705984	0.005606589	0.023795	0.00560659	0.970598	0.02940158	0.02379499	0.21362
2600	-766.2526	-765.5905	-0.6621287	0.156896	0.820178	0.0150476	0.0233984	0.9893713	0.0233984	0.1568957	0.0150476	0.8201775	0.01062872	0.7755661	0.000512851	0.90784	0.024171	0.00807464	0.000546373	0.000620175	0.000597008	0.000607436	0.000587486	0.000107983	0.0520935	0.00296861	0.000969009	7.48051e-05	3.48524e-05	0.000104274	1.34368e-05	3.39359e-05	5.50939e-08	4.04869e-05	1.35254e-06	4.43923e-07	4.38848e-08	2.63596e-08	5.41101e-08	1.71639e-08	2.60654e-08	0	0.311258	1	0.9719528	0.00656636	0.0214808	0.00656636	0.971953	0.0280472	0.02148084	0.3112583
2650	-765.368	-764.8763	-0.4917086	0.131772	0.831935	0.00932907	0.00843637	0.9870143	0.008436367	0.1317722	0.009329072	0.8319352	0.01298571	0.654043	0.000677549	0.902602	0.0298652	0.0109844	0.000712996	0.000816766	0.000794039	0.000779637	0.000755449	0.000116909	0.0474095	0.00307418	0.00109313	8.20575e-05	4.15246e-05	0.000120111	1.51541e-05	3.99348e-05	3.10106e-08	1.87618e-05	7.15538e-07	2.5386e-07	2.50095e-08	1.58224e-08	3.16954e-08	1.00842e-08	1.55651e-08	0	0.348957	1	0.9771243	0.0003591735	0.0225165	0.000359174	0.977124	0.02287566	0.02251648	0.3489569
2700	-764.0289	-763.279	-0.7499546	0.157167	0.826347	0.0117284	0.00434359	0.9904778	0.00434359	0.1571671	0.0117284	0.8263472	0.009522221	0.8467615	0.000464869	0.90198	0.0216458	0.00844171	0.000492598	0.000563499	0.000543076	0.000547889	0.000526197	9.63219e-05	0.0606992	0.00271082	0.0010069	6.89312e-05	3.6798e-05	9.45635e-05	1.33833e-05	3.55432e-05	3.35477e-08	3.07113e-05	8.10876e-07	3.00928e-07	2.7447e-08	1.80392e-08	3.32128e-08	1.14821e-08	1.77792e-08	0	0.374268	1	0.9768326	0.001500474	0.021667	0.00150047	0.976833	0.02316744	0.02166697	0.3742677
2750	-763.0609	-762.2904	-0.770549	0.151252	0.836158	0.00949442	0.0121603	0.9902239	0.01216034	0.1512516	0.009494419	0.8361581	0.009776147	0.8643809	0.000612713	0.929887	0.0226479	0.00521681	0.000658009	0.000725063	0.000682026	0.000727984	0.000713214	0.000126937	0.0345629	0.00257254	0.000599265	8.18578e-05	2.70367e-05	0.000101801	1.13456e-05	2.68518e-05	3.86444e-08	1.72952e-05	7.51353e-07	1.76973e-07	2.89744e-08	1.33539e-08	3.34204e-08	8.95205e-09	1.33148e-08	0	0.203461	1	0.9714925	0.0006732049	0.0278343	0.000673205	0.971492	0.02850754	0.02783434	0.2034608
2800	-767.0901	-765.2256	-1.864515	0.175942	0.973834	0.00275465	0.00307453	0.997087	0.003074526	0.1759419	0.002754646	0.9738335	0.002913007	2.581122	0.000156912	0.899074	0.00671417	0.00377524	0.000164076	0.000179608	0.000173476	0.000182948	0.00017191	3.17407e-05	0.0878917	0.000921591	0.000458807	2.46132e-05	1.72136e-05	2.77567e-05	5.69574e-06	1.68032e-05	3.35936e-09	1.21304e-05	7.50051e-08	3.69039e-08	2.91637e-09	2.33187e-09	3.10549e-09	1.4611e-09	2.30933e-09	0	0.562509	1	0.9742841	0.001953272	0.0237626	0.00195327	0.974284	0.02571586	0.02376259	0.5625094
2850	-765.7502	-764.1763	-1.573946	0.144034	0.898807	0.00803334	0.00831009	0.9960047	0.008310087	0.1440344	0.008033342	0.8988068	0.003995315	1.930261	0.00017197	0.939675	0.00948831	0.00308744	0.000182663	0.000199608	0.00018975	0.00020071	0.00019484	3.21975e-05	0.0451571	0.00101568	0.000319951	2.15378e-05	9.50617e-06	2.51929e-05	3.43592e-06	9.38972e-06	6.92083e-09	1.498e-05	1.959e-07	6.20345e-08	5.38498e-09	3.11626e-09	5.92347e-09	1.99379e-09	3.10057e-09	0	0.309933	1	0.9781274	0.003120604	0.018752	0.0031206	0.978127	0.02187258	0.01875197	0.3099331
2900	-764.7143	-763.8122	-0.9020993	0.16565	0.799759	0.0101083	0.00282935	0.9898564	0.002829348	0.1656504	0.01010828	0.799759	0.01014358	0.9859088	0.000383517	0.92026	0.0230812	0.00600888	0.000412846	0.000468242	0.0004459	0.00046271	0.000450018	8.78736e-05	0.0439834	0.00297112	0.000771468	5.8744e-05	2.21428e-05	8.49115e-05	8.58421e-06	2.17314e-05	2.03911e-08	1.61406e-05	6.43042e-07	1.67365e-07	1.57418e-08	7.95663e-09	2.00529e-08	5.16536e-09	7.89385e-09	0	0.241417	1	0.9802656	0.002657345	0.0170771	0.00265734	0.980266	0.01973441	0.01707707	0.2414166
2950	-766.6541	-766.3357	-0.3183589	0.128093	0.645892	0.0193155	0.0232368	0.9834976	0.02323675	0.1280926	0.01931552	0.6458925	0.01650238	0.5499479	0.00090728	0.902389	0.0373823	0.00981361	0.000956138	0.00107516	0.00102968	0.00105353	0.00102988	0.000166247	0.0385592	0.00410214	0.00109196	0.000118008	4.5553e-05	0.000178363	1.98472e-05	4.4729e-05	9.55112e-08	3.43347e-05	2.18405e-06	5.82524e-07	7.67488e-08	3.95206e-08	1.01103e-07	2.65224e-08	3.92039e-08	0	0.235088	1	0.9735564	0.00247022	0.0239734	0.00247022	0.973556	0.02644362	0.0239734	0.2350882
3000	-770.501	-770.5014	0.0003455413	0.156546	0.985752	0.019862	0.0582241	0.9795723	0.05822415	0.1565461	0.01986199	0.9857519	0.0204277	0.3998618	0.0010058	0.916141	0.0464782	0.00638734	0.00109858	0.00121223	0.0011656	0.00120839	0.00119678	0.000214784	0.0179465	0.00483592	0.000718099	0.000122463	2.47644e-05	0.000189622	1.12462e-05	2.46975e-05	9.74157e-08	1.54049e-05	2.30031e-06	3.39381e-07	6.55833e-08	2.09408e-08	9.04542e-08	1.4637e-08	2.09129e-08	0	0.110133	1	0.9771669	0.0008006922	0.0220324	0.000800692	0.977167	0.02283306	0.02203236	0.1101327
3050	-769.0436	-768.2368	-0.8067327	0.119581	0.730806	0.0070875	0.0168496	0.9881007	0.01684964	0.1195809	0.007087501	0.7308065	0.01189931	0.8962302	0.000260313	0.938645	0.0281199	0.00498224	0.000275656	0.000309067	0.000302068	0.000300995	0.00029668	4.37082e-05	0.0232135	0.0026621	0.000484927	2.84546e-05	7.63399e-06	5.41338e-05	3.02302e-06	7.49714e-06	3.63635e-09	3.24802e-06	2.18408e-07	3.95081e-08	2.72217e-09	1.04623e-09	4.34131e-09	6.81037e-10	1.03814e-09	0	0.163629	1	0.9889583	0.001661409	0.00938031	0.00166141	0.988958	0.01104172	0.009380307	0.1636291
3100	-765.7082	-765.2879	-0.4202113	0.184827	0.895206	0.0146825	0.0136135	0.9865123	0.01361346	0.1848268	0.01468246	0.8952061	0.01348775	0.6089133	0.000688304	0.887433	0.0297557	0.0107832	0.00074003	0.000859681	0.000831975	0.000832852	0.000799552	0.000165383	0.0610553	0.00413276	0.00145695	0.00011442	5.74796e-05	0.00016703	2.10832e-05	5.53911e-05	8.45605e-08	4.70508e-05	1.86275e-06	6.57987e-07	6.75027e-08	4.26814e-08	8.54301e-08	2.74329e-08	4.20278e-08	0	0.340184	1	0.9722051	0.004489183	0.0233057	0.00448918	0.972205	0.02779488	0.0233057	0.3401836
3150	-765.7477	-764.2446	-1.503076	0.0623182	0.365453	0.0054017	0.0077137	0.9946242	0.007713701	0.06231824	0.005401695	0.3654533	0.005375827	1.798199	0.00022061	0.954751	0.0133325	0.00336104	0.0002248	0.000240621	0.000231736	0.000238665	0.00023535	2.11357e-05	0.0259799	0.000883275	0.000219303	1.69689e-05	6.49391e-06	2.16733e-05	3.05899e-06	6.43703e-06	2.74808e-09	4.81816e-06	1.02577e-07	2.56868e-08	2.39173e-09	1.19269e-09	2.80509e-09	8.04403e-10	1.18787e-09	0	0.233379	1	0.9784122	0.005084824	0.016503	0.00508482	0.978412	0.02158784	0.01650302	0.2333792
3200	-765.7184	-763.9032	-1.815142	0.129301	0.846763	0.00653552	0.00293955	0.9965764	0.002939547	0.1293008	0.006535519	0.8467634	0.003423589	2.456779	0.00018537	0.953779	0.00825695	0.0021031	0.000196731	0.000212301	0.00020018	0.00021469	0.00021028	3.22891e-05	0.0335299	0.000803986	0.000202344	2.09491e-05	7.45395e-06	2.32112e-05	2.93703e-06	7.4211e-06	6.13794e-09	1.0253e-05	1.43647e-07	3.66167e-08	4.63921e-09	2.26556e-09	4.94883e-09	1.48452e-09	2.26138e-09	0	0.234357	1	0.9748538	0.001816447	0.0233298	0.00181645	0.974854	0.02514623	0.02332979	0.2343568
3250	-766.9528	-764.8549	-2.097875	0.170694	0.988203	0.00231058	0.00496714	0.9973214	0.004967141	0.1706943	0.002310581	0.9882027	0.002678625	3.259534	7.89501e-05	0.936013	0.00629083	0.00221953	8.45913e-05	9.32139e-05	8.85157e-05	9.40279e-05	9.0618e-05	1.68681e-05	0.0538686	0.00076222	0.000257823	1.12396e-05	5.30388e-06	1.31408e-05	1.78289e-06	5.22336e-06	9.36013e-10	4.56431e-06	3.72807e-08	1.26332e-08	7.28445e-10	4.43862e-10	7.99631e-10	2.79353e-10	4.4114e-10	0	0.341621	1	0.981059	0.005821588	0.0131194	0.00582159	0.981059	0.01894103	0.01311945	0.3416206
3300	-763.6239	-761.6882	-1.935754	0.14066	0.920096	0.00351162	0.0032988	0.99675	0.003298799	0.1406596	0.003511621	0.920096	0.003250008	2.771708	0.000112196	0.929806	0.00772621	0.0033243	0.000117829	0.000130015	0.000125225	0.000129134	0.000124135	1.95402e-05	0.0571731	0.000826482	0.000330803	1.3931e-05	7.83204e-06	1.66936e-05	2.59989e-06	7.64028e-06	1.43996e-09	6.03047e-06	5.08825e-08	2.02264e-08	1.17892e-09	8.10566e-10	1.30737e-09	5.05194e-10	8.02441e-10	0	0.424019	1	0.9842529	0.0008783335	0.0148688	0.000878334	0.984253	0.01574712	0.01486879	0.4240191
3350	-765.5021	-764.2332	-1.268966	0.0828422	0.479659	0.00864332	0.00470007	0.9952635	0.004700075	0.08284216	0.008643315	0.479659	0.004736493	1.422869	0.000322527	0.934508	0.0114717	0.00442093	0.000330782	0.00035557	0.000341604	0.000355531	0.000346186	4.06455e-05	0.0460429	0.000979885	0.000352895	3.24439e-05	1.72777e-05	3.73926e-05	7.6152e-06	1.70807e-05	1.24415e-08	1.90644e-05	2.51785e-07	9.14243e-08	1.08863e-08	7.07194e-09	1.18357e-08	4.69032e-09	7.03596e-09	0	0.366339	1	0.9712629	0.0005813413	0.0281558	0.000581341	0.971263	0.0287371	0.02815576	0.3663394
3400	-767.8959	-766.8751	-1.020775	0.162107	0.801214	0.00586836	0.0260639	0.9928557	0.02606395	0.1621071	0.005868361	0.8012141	0.007144349	1.110138	0.000352304	0.904561	0.0162552	0.00657968	0.000373194	0.000421988	0.000403641	0.000417226	0.00039912	7.61217e-05	0.0669644	0.00215839	0.000822803	5.54175e-05	3.04594e-05	7.11353e-05	1.11859e-05	2.96166e-05	1.30841e-08	1.65396e-05	3.14281e-07	1.19771e-07	1.08247e-08	7.33773e-09	1.25457e-08	4.70307e-09	7.2517e-09	0	0.391318	1	0.9770729	0.0008962438	0.0220308	0.000896244	0.977073	0.02292708	0.02203083	0.3913176
3450	-762.9022	-761.4948	-1.407396	0.136073	0.819219	0.00478995	0.00238012	0.9943763	0.002380119	0.136073	0.004789951	0.8192189	0.005623721	1.634122	0.00030987	0.939875	0.0133245	0.00372023	0.000328938	0.000358861	0.00033933	0.00036103	0.000352345	5.70685e-05	0.0390618	0.00139873	0.000384698	3.80694e-05	1.48489e-05	4.48008e-05	5.83094e-06	1.47222e-05	8.04191e-09	8.64006e-06	1.81882e-07	5.04997e-08	6.21463e-09	3.24892e-09	6.8811e-09	2.12216e-09	3.23728e-09	0	0.258769	1	0.975028	0.0010109	0.0239611	0.0010109	0.975028	0.02497202	0.02396112	0.2587691
3500	-773.0374	-772.6455	-0.3919556	0.16542	0.781264	0.00768196	0.0386293	0.9819688	0.03862931	0.1654195	0.007681957	0.7812644	0.01803116	0.5919488	0.00045921	0.890713	0.039778	0.0114722	0.000492863	0.000606497	0.00061319	0.00055351	0.000535924	0.000104801	0.0476781	0.00518031	0.00149748	7.18277e-05	3.09342e-05	0.000158073	1.15159e-05	2.91029e-05	1.69175e-08	1.21496e-05	7.69369e-07	2.21107e-07	1.33079e-08	7.47082e-09	2.31116e-08	4.78523e-09	7.27711e-09	0	0.267665	1	0.9816728	0.00682481	0.0115024	0.00682481	0.981673	0.01832721	0.0115024	0.2676655
3550	-763.9783	-763.2859	-0.6924402	0.116834	0.768053	0.0102551	0.00811629	0.9890919	0.008116294	0.1168341	0.01025506	0.7680528	0.01090814	0.7994346	0.000659212	0.924307	0.0256614	0.00730157	0.000692997	0.00076129	0.000729532	0.00075252	0.00073652	0.000104979	0.0349887	0.00238002	0.000673105	7.14693e-05	2.8584e-05	9.39535e-05	1.15507e-05	2.81589e-05	3.24847e-08	1.69057e-05	6.78908e-07	1.93074e-07	2.54641e-08	1.35388e-08	3.03351e-08	8.90253e-09	1.34529e-08	0	0.260823	1	0.9740585	0.0001650193	0.0257765	0.000165019	0.974058	0.02594154	0.02577652	0.2608229
3600	-768.9439	-767.1609	-1.782991	0.107024	0.678146	0.00607661	0.00389442	0.9947609	0.003894423	0.1070241	0.00607661	0.6781461	0.005239077	2.379048	0.000154466	0.960535	0.0127442	0.00221085	0.000162356	0.00017619	0.000167283	0.000176169	0.000173901	2.34429e-05	0.0221034	0.00112562	0.000197181	1.55698e-05	4.06393e-06	2.03742e-05	1.70177e-06	4.04155e-06	2.36959e-09	3.67929e-06	1.11384e-07	1.96145e-08	1.79856e-09	6.71339e-10	2.16375e-09	4.43687e-10	6.69725e-10	0	0.15858	1	0.9845039	0.003037325	0.0124587	0.00303732	0.984504	0.01549607	0.01245874	0.1585802
3650	-764.4675	-764.1263	-0.3411776	0.151163	0.953346	0.0137318	0.00898369	0.9830512	0.00898369	0.1511631	0.01373184	0.9533463	0.01694877	0.5626412	0.000825932	0.901048	0.0384255	0.011134	0.0008843	0.00100844	0.000983388	0.000972014	0.000947754	0.000161055	0.0379621	0.0040752	0.00118525	0.000103471	4.1801e-05	0.000161225	1.53174e-05	4.05427e-05	5.99301e-08	2.29187e-05	1.41923e-06	4.12203e-07	4.51972e-08	2.43464e-08	6.05633e-08	1.56848e-08	2.40404e-08	0	0.265628	1	0.976929	0.001617288	0.0214537	0.00161729	0.976929	0.02307103	0.02145375	0.2656284
3700	-768.3209	-767.3505	-0.9704756	0.106132	0.7367	0.00508762	0.00770472	0.9902245	0.007704718	0.1061318	0.005087619	0.7366997	0.009775539	1.05568	0.00032993	0.945943	0.0235025	0.00433608	0.000347092	0.00037881	0.000365864	0.000374965	0.000370282	4.88008e-05	0.0215557	0.00197078	0.000372069	3.17129e-05	8.66729e-06	4.72199e-05	3.69268e-06	8.58384e-06	5.39436e-09	3.97743e-06	2.14159e-07	4.05976e-08	4.03957e-09	1.57719e-09	5.34083e-09	1.0543e-09	1.57056e-09	0	0.163881	1	0.9797861	0.005985783	0.0142281	0.00598578	0.979786	0.02021388	0.0142281	0.1638812
3750	-767.1899	-766.3796	-0.8102957	0.1415	0.722888	0.00394524	0.00419035	0.9893011	0.004190354	0.1415001	0.003945242	0.7228881	0.0106989	0.8994291	0.000367915	0.902527	0.0243865	0.00906697	0.000387622	0.00045852	0.000445796	0.000429972	0.000413967	7.19381e-05	0.0572621	0.00293356	0.0010399	5.25607e-05	2.77428e-05	8.45076e-05	1.01086e-05	2.63786e-05	5.4616e-09	6.27437e-06	1.91917e-07	6.76315e-08	4.5209e-09	2.91674e-09	6.09295e-09	1.83834e-09	2.85443e-09	0	0.359644	1	0.9846272	0.0002671245	0.0151057	0.000267124	0.984627	0.0153728	0.01510568	0.3596439
3800	-765.0866	-764.5123	-0.5742749	0.151388	0.914865	0.0142077	0.00584204	0.9859939	0.005842042	0.1513876	0.01420774	0.9148653	0.01400612	0.7103369	0.000698811	0.932847	0.0324734	0.00485362	0.000758471	0.000835032	0.000793246	0.000835237	0.000825903	0.000145552	0.020686	0.00343795	0.000540663	8.6125e-05	1.89792e-05	0.000120301	8.59152e-06	1.89189e-05	5.52304e-08	1.40012e-05	1.343e-06	2.12063e-07	3.84065e-08	1.27015e-08	4.87324e-08	8.79593e-09	1.26825e-08	0	0.122145	1	0.9746545	0.003156344	0.0221891	0.00315634	0.974655	0.02534548	0.02218914	0.1221455
3850	-764.2458	-762.9615	-1.28428	0.123055	0.647872	0.00861925	0.00758352	0.9945339	0.007583522	0.123055	0.008619254	0.647872	0.00546607	1.444826	0.000323946	0.936273	0.0129174	0.00373798	0.000340154	0.000370898	0.000349939	0.000373721	0.000364351	5.70738e-05	0.0429612	0.0013885	0.000393726	4.09319e-05	1.6927e-05	4.78866e-05	7.22052e-06	1.67945e-05	1.61022e-08	1.81662e-05	3.53378e-07	1.01389e-07	1.30698e-08	7.08615e-09	1.4409e-08	4.71019e-09	7.06207e-09	0	0.267042	1	0.9721072	0.00229284	0.0256	0.00229284	0.972107	0.02789279	0.02559995	0.267042
3900	-765.6464	-765.3709	-0.2755737	0.160827	0.937351	0.0219766	0.0483778	0.981235	0.04837781	0.1608269	0.0219766	0.9373506	0.01876503	0.5269145	0.000868319	0.908379	0.0423281	0.00857742	0.00094225	0.00105762	0.00102185	0.0010424	0.00102429	0.000187869	0.0284491	0.00472145	0.000995187	0.000114552	3.34743e-05	0.000181479	1.34852e-05	3.30315e-05	9.59377e-08	2.55964e-05	2.39518e-06	5.03381e-07	6.87335e-08	2.93915e-08	9.49428e-08	1.9624e-08	2.92259e-08	0	0.176913	1	0.9781746	0.001083681	0.0207417	0.00108368	0.978175	0.02182539	0.02074171	0.1769132
3950	-765.2371	-764.6	-0.6370463	0.199234	0.948175	0.015815	0.00585205	0.9896187	0.005852047	0.1992344	0.01581497	0.9481754	0.01038125	0.756355	0.000752025	0.913821	0.0232252	0.00615123	0.000824569	0.000921917	0.000859295	0.000931669	0.000905273	0.000199331	0.0468195	0.0032722	0.000870345	0.000127205	4.72754e-05	0.000154166	1.9231e-05	4.68949e-05	1.27431e-07	4.86203e-05	1.97383e-06	5.32728e-07	9.53052e-08	4.83712e-08	1.07644e-07	3.23074e-08	4.82083e-08	0	0.234031	1	0.9656471	0.0005994309	0.0337535	0.000599431	0.965647	0.03435291	0.03375348	0.2340312
