Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	br_base	br_CW	br_TW	br_WC	br_WT	dr_base	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	rf_simplex[19]	rf_simplex[20]	rf_simplex[21]	rf_simplex[22]	rf_simplex[23]	rf_simplex[24]	rf_simplex[25]	rf_simplex[26]	rf_simplex[27]	w_adj[1]	w_adj[2]	w_adj[3]	w_B	w_G	w_graph[1]	w_graph[2]	w_graph[3]	w_not_B	w_U	y
14000	-763.3491	-762.7093	-0.639773	0.167961	0.893674	0.0160827	0.00797648	0.9872324	0.007976477	0.1679612	0.01608269	0.8936744	0.01276765	0.7584202	0.000472806	0.917995	0.0290329	0.00704638	0.000511903	0.000581925	0.000559754	0.000570955	0.000557095	0.000107104	0.037916	0.00353253	0.000864786	6.83104e-05	2.38468e-05	0.000105298	8.88605e-06	2.33564e-05	3.46411e-08	2.01879e-05	1.09098e-06	2.66711e-07	2.5824e-08	1.23867e-08	3.45565e-08	7.9939e-09	1.22799e-08	0	0.223831	1	0.982384	0.0009157439	0.0167003	0.000915744	0.982384	0.01761601	0.01670026	0.2238315
14050	-766.1659	-765.4844	-0.6814925	0.102663	0.729144	0.00964165	0.0114743	0.9899878	0.01147431	0.1026632	0.009641647	0.7291437	0.01001225	0.7907304	0.000465173	0.928818	0.0238646	0.0072291	0.000485201	0.000537476	0.000519845	0.000523071	0.000511951	6.54599e-05	0.0342059	0.0020081	0.000597525	4.56249e-05	1.94394e-05	6.39826e-05	7.59463e-06	1.90014e-05	1.52302e-08	1.21864e-05	4.23412e-07	1.26134e-07	1.21492e-08	6.76212e-09	1.50932e-08	4.37951e-09	6.69676e-09	0	0.28432	1	0.9794079	0.001113549	0.0194785	0.00111355	0.979408	0.02059206	0.01947852	0.2843199
14100	-769.3656	-769.3739	0.008337442	0.189426	0.884879	0.0134553	0.0435738	0.9801629	0.04357375	0.1894257	0.01345533	0.8848793	0.01983709	0.3966789	0.00146815	0.88546	0.0429874	0.010685	0.00160336	0.00181083	0.00171301	0.00180633	0.00176258	0.000377529	0.0420589	0.00591564	0.00151686	0.000243687	8.66104e-05	0.000336549	3.80951e-05	8.5671e-05	2.11387e-07	3.92674e-05	3.17642e-06	8.22225e-07	1.58787e-07	7.89128e-08	1.96817e-07	5.4228e-08	7.85406e-08	0	0.209695	1	0.9626144	0.002969006	0.0344166	0.00296901	0.962614	0.03738565	0.03441664	0.2096953
14150	-768.9546	-767.8869	-1.067677	0.163496	0.927965	0.0159134	0.0143987	0.9937277	0.0143987	0.1634959	0.01591343	0.9279649	0.006272315	1.163446	0.000429101	0.90265	0.014405	0.00677409	0.000452124	0.000501318	0.000482266	0.00050124	0.000477869	8.57025e-05	0.070343	0.00181149	0.000788995	6.28856e-05	3.82423e-05	7.47076e-05	1.35688e-05	3.72836e-05	6.01437e-08	6.89673e-05	1.04404e-06	4.54835e-07	5.02452e-08	3.66342e-08	5.53333e-08	2.34096e-08	3.62557e-08	0	0.456191	1	0.9677007	0.002132745	0.0301665	0.00213274	0.967701	0.03229929	0.03016655	0.4561912
14200	-766.7539	-766.0338	-0.7201088	0.183733	0.885946	0.0105274	0.0200035	0.986614	0.02000354	0.1837328	0.01052739	0.8859459	0.01338597	0.8218627	0.000362204	0.927673	0.0302832	0.00515849	0.000398345	0.000454141	0.000437381	0.000449164	0.000440942	9.27068e-05	0.0293572	0.00399237	0.000703674	5.67489e-05	1.44955e-05	9.75924e-05	5.56845e-06	1.43113e-05	1.33489e-08	7.37073e-06	5.76929e-07	1.01008e-07	9.54282e-09	3.57291e-09	1.40757e-08	2.33175e-09	3.55367e-09	0	0.154582	1	0.9872228	0.0002899305	0.0124873	0.00028993	0.987223	0.01277722	0.01248729	0.1545818
14250	-768.3432	-768.4048	0.06166116	0.198569	0.949137	0.0187792	0.0262369	0.9787965	0.02623693	0.1985691	0.01877915	0.9491372	0.0212035	0.3760806	0.000717692	0.88214	0.0458114	0.0124298	0.00078639	0.000943951	0.000940566	0.000890242	0.000862506	0.00018848	0.0456612	0.0063741	0.00175625	0.000120936	4.7653e-05	0.000235058	1.69624e-05	4.55535e-05	7.06687e-08	2.82171e-05	2.25791e-06	6.16645e-07	5.30614e-08	2.80664e-08	8.39097e-08	1.79347e-08	2.75432e-08	0	0.249319	1	0.9826495	0.001606943	0.0157436	0.00160694	0.98265	0.01735049	0.01574355	0.2493193
14300	-770.0097	-769.7779	-0.2317989	0.117591	0.883318	0.0213289	0.037473	0.9806575	0.03747299	0.1175915	0.02132895	0.8833175	0.0193425	0.5043465	0.000837895	0.90159	0.0445287	0.012543	0.000883658	0.00101276	0.00100078	0.000955189	0.000935894	0.000128792	0.0303536	0.00381006	0.00108417	8.38561e-05	3.33329e-05	0.000146321	1.24221e-05	3.20845e-05	6.50005e-08	2.51533e-05	1.80811e-06	5.12004e-07	4.93694e-08	2.64708e-08	7.2163e-08	1.71132e-08	2.60487e-08	0	0.257771	1	0.9790254	0.002565013	0.0184096	0.00256501	0.979025	0.02097456	0.01840955	0.2577708
14350	-768.6925	-768.8086	0.1160794	0.139393	0.808457	0.026391	0.0242671	0.9767912	0.02426709	0.1393934	0.02639097	0.8084574	0.02320878	0.3561618	0.00150397	0.883579	0.0514528	0.0131387	0.00160167	0.00180044	0.00174081	0.00175915	0.00172365	0.000284829	0.0338372	0.00543765	0.00143583	0.000188588	6.89695e-05	0.000292275	2.96512e-05	6.77198e-05	2.59696e-07	5.03802e-05	4.73009e-06	1.24952e-06	1.98967e-07	9.9435e-08	2.67688e-07	6.72315e-08	9.8651e-08	0	0.220644	1	0.9690326	0.002464756	0.0285027	0.00246476	0.969033	0.03096741	0.02850266	0.220644
14400	-764.1016	-763.3709	-0.7306992	0.119214	0.820722	0.0119086	0.00841222	0.9895384	0.008412224	0.1192143	0.01190863	0.8207219	0.01046158	0.8306128	0.000534797	0.922299	0.0246361	0.00788612	0.000561956	0.000625331	0.000604348	0.000609805	0.000594937	8.46165e-05	0.0383564	0.00227527	0.000713764	5.77273e-05	2.55395e-05	7.91815e-05	9.65019e-06	2.49289e-05	2.79068e-08	1.948e-05	6.77961e-07	2.13094e-07	2.19916e-08	1.26418e-08	2.68534e-08	8.14999e-09	1.25142e-08	0	0.300085	1	0.9768824	0.001346473	0.0217711	0.00134647	0.976882	0.02311759	0.02177112	0.3000853
14450	-763.4999	-762.2906	-1.209377	0.15605	0.971554	0.00591817	0.00187598	0.9924091	0.001875978	0.1560498	0.00591817	0.9715544	0.007590885	1.340558	0.000182827	0.929675	0.0177563	0.00549735	0.000195747	0.0002258	0.000220185	0.000216014	0.00020961	3.64184e-05	0.0431557	0.00195036	0.000589199	2.35921e-05	1.0186e-05	3.66496e-05	3.27883e-06	9.78726e-06	2.91698e-09	5.47217e-06	1.42386e-07	4.27902e-08	2.21782e-09	1.2503e-09	2.94712e-09	7.72875e-10	1.23013e-09	0	0.299852	1	0.988867	0.0005324417	0.0106006	0.000532442	0.988867	0.011133	0.01060056	0.2998524
14500	-767.052	-766.3594	-0.6926545	0.146726	0.864026	0.0105566	0.00901282	0.9880464	0.009012818	0.1467264	0.01055657	0.8640255	0.01195362	0.799606	0.000850055	0.929316	0.0277111	0.0054596	0.000914602	0.00100232	0.000945859	0.00100605	0.000991149	0.000170693	0.0277254	0.00296729	0.000603697	0.000106433	3.02822e-05	0.000132961	1.41564e-05	3.01645e-05	7.43159e-08	2.05151e-05	1.27859e-06	2.64811e-07	5.41432e-08	2.21437e-08	6.29553e-08	1.54731e-08	2.21044e-08	0	0.160174	1	0.9622941	0.006250167	0.0314558	0.00625017	0.962294	0.03770592	0.03145575	0.1601743
14550	-766.3207	-765.3214	-0.9993403	0.155349	0.712047	0.00678882	0.0199397	0.9922377	0.0199397	0.1553489	0.006788815	0.7120466	0.007762294	1.086596	0.000342314	0.920145	0.017749	0.0052568	0.00036464	0.000409614	0.000386598	0.000408431	0.000395577	7.5201e-05	0.0512976	0.00230921	0.000669951	5.30128e-05	2.25496e-05	6.96086e-05	8.98636e-06	2.21865e-05	1.28594e-08	1.33251e-05	3.56003e-07	1.03755e-07	1.03228e-08	5.75613e-09	1.22607e-08	3.75839e-09	5.71626e-09	0	0.278184	1	0.9786183	0.001622725	0.019759	0.00162272	0.978618	0.02138173	0.01975901	0.2781841
14600	-772.9711	-772.2071	-0.7640118	0.0721501	0.487218	0.0246193	0.0295274	0.988963	0.02952737	0.0721501	0.02461929	0.4872178	0.01103703	0.8587487	0.000644174	0.947296	0.0269145	0.00405786	0.000662752	0.000706092	0.000676871	0.000705165	0.000700089	6.73432e-05	0.0153105	0.00180906	0.000287066	4.88495e-05	1.16359e-05	6.52647e-05	6.11872e-06	1.16055e-05	4.85288e-08	1.78454e-05	1.27465e-06	2.03942e-07	3.90256e-08	1.34322e-08	4.78789e-08	9.61735e-09	1.34145e-08	0	0.121742	1	0.9712886	0.005000953	0.0237104	0.00500095	0.971289	0.0287114	0.02371045	0.1217415
14650	-763.8049	-763.0988	-0.7061734	0.125004	0.77762	0.0141471	0.00225753	0.9888269	0.002257533	0.1250037	0.01414713	0.7776198	0.01117311	0.8104892	0.000471422	0.92342	0.0261336	0.0073036	0.000497609	0.000557503	0.000537348	0.00054352	0.000531064	8.04012e-05	0.0364308	0.00257448	0.000714182	5.44531e-05	2.16577e-05	7.97685e-05	8.31104e-06	2.11672e-05	2.4903e-08	1.76527e-05	7.36273e-07	2.0419e-07	1.94457e-08	1.02361e-08	2.49529e-08	6.60526e-09	1.01374e-08	0	0.26117	1	0.9812319	0.000613196	0.0181549	0.000613196	0.981232	0.01876813	0.01815493	0.2611701
14700	-770.9716	-770.7292	-0.2424014	0.160688	0.791298	0.02902	0.0148413	0.9881557	0.01484128	0.160688	0.02902005	0.7912982	0.01184425	0.5097222	0.000792551	0.912624	0.0268033	0.00710348	0.00085066	0.000947481	0.000892999	0.000948935	0.000924944	0.000175878	0.0432182	0.0033615	0.000896609	0.000118211	4.48032e-05	0.0001517	1.91662e-05	4.43374e-05	1.96264e-07	7.64807e-05	3.50511e-06	9.46273e-07	1.52094e-07	7.79149e-08	1.78629e-07	5.24741e-08	7.75659e-08	0	0.234284	1	0.9666457	0.003235175	0.0301191	0.00323517	0.966646	0.03335426	0.03011909	0.2342837
14750	-766.9117	-766.7911	-0.1205945	0.167929	0.970201	0.0150285	0.0130922	0.9839475	0.01309222	0.1679287	0.01502849	0.9702009	0.01605246	0.4512669	0.00104198	0.881367	0.0356758	0.0138427	0.00111111	0.00128208	0.00124715	0.00123131	0.00118565	0.000216433	0.0552842	0.00430046	0.00161978	0.000148655	7.80288e-05	0.000212725	2.77574e-05	7.49164e-05	1.25106e-07	4.82394e-05	2.17849e-06	8.20737e-07	9.96363e-08	6.52143e-08	1.24085e-07	4.17046e-08	6.41281e-08	0	0.364157	1	0.9697712	0.001307987	0.0289208	0.00130799	0.969771	0.03022878	0.0289208	0.3641565
14800	-763.997	-763.1493	-0.8477022	0.134854	0.694074	0.00913547	0.00498083	0.9904853	0.004980826	0.1348542	0.009135473	0.6940736	0.009514734	0.9337108	0.000386372	0.925754	0.0220719	0.00582928	0.000408964	0.00045778	0.000436552	0.000451993	0.000441	7.37543e-05	0.0403638	0.00248579	0.00065293	5.13202e-05	1.97395e-05	7.25487e-05	8.05414e-06	1.94075e-05	1.64177e-08	1.3878e-05	5.10549e-07	1.34617e-07	1.30277e-08	6.65811e-09	1.63426e-08	4.3656e-09	6.60966e-09	0	0.24439	1	0.9788815	0.003350077	0.0177684	0.00335008	0.978881	0.02111853	0.01776845	0.2443897
14850	-764.6084	-763.8099	-0.7984174	0.160356	0.953486	0.00776084	0.0017293	0.9878925	0.001729298	0.1603561	0.007760841	0.9534857	0.0121075	0.8888086	0.000500732	0.91063	0.0276813	0.00878082	0.00053654	0.000615084	0.000597373	0.000593435	0.000575589	0.000102899	0.0449935	0.0031563	0.000985553	6.74858e-05	2.96945e-05	0.000101024	1.0337e-05	2.86955e-05	1.91297e-08	1.3167e-05	5.34948e-07	1.66758e-07	1.46805e-08	8.40084e-09	1.90093e-08	5.3166e-09	8.2836e-09	0	0.299169	1	0.9803192	0.001347618	0.0183332	0.00134762	0.980319	0.01968083	0.01833321	0.2991687
14900	-767.9492	-767.7022	-0.2469702	0.194221	0.957078	0.0257911	0.0571086	0.9830792	0.05710859	0.1942206	0.02579115	0.957078	0.01692083	0.5120564	0.000996161	0.876455	0.0367827	0.0131145	0.00107685	0.00125338	0.00121219	0.00121304	0.00116544	0.000245958	0.058875	0.00512801	0.00179458	0.000166686	8.20256e-05	0.000245296	2.95452e-05	7.90304e-05	2.10688e-07	7.88056e-05	3.91745e-06	1.37098e-06	1.65515e-07	1.05361e-07	2.11019e-07	6.81606e-08	1.03738e-07	0	0.332398	1	0.9724707	0.0004454714	0.0270838	0.000445471	0.972471	0.0275293	0.02708383	0.3323977
14950	-766.5412	-765.7047	-0.8365271	0.173412	0.901723	0.0126652	0.0134321	0.9895238	0.01343214	0.1734116	0.0126652	0.9017228	0.01047619	0.9233346	0.000628438	0.932604	0.024029	0.00453079	0.000686551	0.000761678	0.000712263	0.000766449	0.000753578	0.000149821	0.0305295	0.00297542	0.00057719	9.19284e-05	2.52176e-05	0.000115172	1.13771e-05	2.51198e-05	6.92856e-08	2.42772e-05	1.36841e-06	2.69776e-07	4.97956e-08	1.98427e-08	5.80449e-08	1.37165e-08	1.9808e-08	0	0.155902	1	0.9665647	0.006099451	0.0273358	0.00609945	0.966565	0.03343526	0.0273358	0.1559024
15000	-763.4159	-762.1029	-1.312986	0.0918978	0.512963	0.0072068	0.00827381	0.9934837	0.00827381	0.09189776	0.007206804	0.5129629	0.00651632	1.486902	0.000303441	0.949235	0.0157651	0.00342511	0.000314336	0.000340091	0.00032267	0.000339951	0.00033472	4.10912e-05	0.0278222	0.00136013	0.000296169	3.02406e-05	9.95955e-06	3.81528e-05	4.49966e-06	9.89628e-06	6.68446e-09	6.90588e-06	2.06129e-07	4.52124e-08	5.47661e-09	2.44892e-09	6.38559e-09	1.64506e-09	2.44192e-09	0	0.19822	1	0.979458	0.001128816	0.0194132	0.00112882	0.979458	0.02054203	0.01941322	0.1982202
15050	-762.7848	-761.2053	-1.579461	0.141567	0.893908	0.00363736	0.00439367	0.9955538	0.004393667	0.1415666	0.003637361	0.8939078	0.004446197	1.940936	0.000141581	0.929078	0.0105146	0.00414192	0.000149235	0.000167138	0.000161076	0.0001639	0.000157973	2.54647e-05	0.0536737	0.0011357	0.00042167	1.78528e-05	9.41942e-06	2.28697e-05	3.14903e-06	9.14258e-06	1.65785e-09	5.11802e-06	6.31898e-08	2.33227e-08	1.3391e-09	8.77552e-10	1.55042e-09	5.46696e-10	8.66892e-10	0	0.386644	1	0.9861466	6.891666e-05	0.0137845	6.89167e-05	0.986147	0.01385337	0.01378445	0.3866437
15100	-771.2507	-770.097	-1.153736	0.105057	0.690398	0.00947631	0.0105333	0.9917114	0.01053331	0.1050571	0.00947631	0.690398	0.008288625	1.268005	0.000157591	0.933023	0.0197993	0.0061534	0.000164337	0.000193298	0.000192977	0.000177959	0.000173733	2.30581e-05	0.0375693	0.00176203	0.00053346	1.63954e-05	7.41253e-06	3.06796e-05	2.81813e-06	7.03506e-06	4.91358e-09	1.20407e-05	3.36311e-07	1.01935e-07	3.97412e-09	2.28513e-09	6.06841e-09	1.45764e-09	2.23432e-09	0	0.294522	1	0.9809641	0.01103854	0.00799735	0.0110385	0.980964	0.01903589	0.007997354	0.2945219
15150	-763.2527	-762.0515	-1.201221	0.147824	0.79663	0.00807583	0.0040078	0.9941898	0.004007795	0.1478235	0.008075833	0.7966302	0.005810194	1.329669	0.000342703	0.933449	0.0135795	0.00391742	0.00036509	0.000400538	0.000376779	0.000404277	0.000393305	6.92856e-05	0.0445087	0.00157961	0.000448054	4.69863e-05	1.901e-05	5.49816e-05	7.61495e-06	1.88499e-05	1.82119e-08	1.81159e-05	3.7971e-07	1.08893e-07	1.42445e-08	7.65301e-09	1.57028e-08	5.02773e-09	7.62582e-09	0	0.266465	1	0.9726017	0.001352481	0.0260458	0.00135248	0.972602	0.02739832	0.02604584	0.2664652
15200	-769.329	-768.2603	-1.068675	0.13893	0.739674	0.0127845	0.010868	0.9928971	0.01086802	0.1389302	0.0127845	0.7396743	0.007102878	1.164607	0.000664216	0.933816	0.0165981	0.00417945	0.000705945	0.000768927	0.000719038	0.000778295	0.000762186	0.00012911	0.0382398	0.00186291	0.000472001	8.75443e-05	3.15773e-05	9.82752e-05	1.47775e-05	3.14701e-05	8.35801e-08	3.9058e-05	1.13148e-06	2.94071e-07	6.50591e-08	3.19823e-08	7.00066e-08	2.2188e-08	3.19343e-08	0	0.213704	1	0.9556942	0.003206553	0.0410992	0.00320655	0.955694	0.04430579	0.04109924	0.2137039
15250	-765.0578	-764.781	-0.2768003	0.167147	0.939958	0.0139818	0.00192799	0.9851185	0.001927994	0.1671474	0.01398181	0.9399577	0.01488145	0.5275612	0.000847611	0.899598	0.033443	0.0102567	0.0009117	0.00103373	0.000995271	0.00101205	0.000982608	0.000183531	0.0450816	0.00398972	0.00121824	0.000120192	5.10891e-05	0.000170808	1.91066e-05	4.98339e-05	8.29262e-08	3.22773e-05	1.66103e-06	5.08553e-07	6.35008e-08	3.54775e-08	7.94991e-08	2.29815e-08	3.51143e-08	0	0.281335	1	0.9731639	0.001303408	0.0255326	0.00130341	0.973164	0.02683605	0.02553264	0.2813355
15300	-771.8954	-771.703	-0.1923937	0.135493	0.844033	0.0259335	0.0351103	0.9813456	0.03511029	0.1354933	0.02593349	0.844033	0.01865438	0.4848591	0.000571012	0.904045	0.0424732	0.0108609	0.000607767	0.00070964	0.000717621	0.000666045	0.000651722	0.000103988	0.0328929	0.00427835	0.00111595	6.78099e-05	2.52039e-05	0.000136332	9.89282e-06	2.41867e-05	7.30156e-08	3.81155e-05	2.85852e-06	7.44887e-07	5.53235e-08	2.79979e-08	9.08152e-08	1.83583e-08	2.75116e-08	0	0.228937	1	0.975673	0.01101515	0.0133119	0.0110152	0.975673	0.02432701	0.01331185	0.2289368
15350	-766.4792	-765.4543	-1.024994	0.181063	0.992595	0.0121767	0.0246593	0.9936017	0.02465929	0.1810634	0.01217671	0.9925954	0.006398263	1.114832	0.00025283	0.914717	0.0146666	0.00561869	0.000270958	0.000307138	0.000294895	0.000302821	0.000290333	5.65384e-05	0.0604728	0.00189443	0.000692776	3.85374e-05	1.98471e-05	5.00741e-05	6.55338e-06	1.92512e-05	1.67226e-08	2.69779e-05	4.85406e-07	1.77102e-07	1.32366e-08	8.62612e-09	1.54806e-08	5.41871e-09	8.51989e-09	0	0.371729	1	0.9809739	0.001271794	0.0177543	0.00127179	0.980974	0.01902611	0.01775432	0.371729
15400	-767.0651	-765.773	-1.292152	0.170411	0.930093	0.00783419	0.00270488	0.9938818	0.002704884	0.1704111	0.007834186	0.9300925	0.006118242	1.456245	0.000462131	0.93099	0.0141722	0.00405877	0.000498742	0.000546888	0.000511962	0.000554849	0.00053967	0.000103574	0.0450957	0.00173979	0.000493635	6.70945e-05	2.64546e-05	7.5783e-05	1.0698e-05	2.62923e-05	3.57636e-08	2.47855e-05	5.57341e-07	1.61083e-07	2.71092e-08	1.43969e-08	2.92279e-08	9.57773e-09	1.43603e-08	0	0.256768	1	0.9631809	0.002830972	0.0339881	0.00283097	0.963181	0.03681906	0.03398809	0.2567678
15450	-766.5641	-765.6335	-0.9305769	0.161627	0.84526	0.0127249	0.00837886	0.9938624	0.00837886	0.1616271	0.01272486	0.8452602	0.006137554	1.014389	0.000369778	0.900569	0.014023	0.00649211	0.000389461	0.000434972	0.000417423	0.000433803	0.000412876	7.65308e-05	0.0734934	0.00184465	0.000787102	5.70243e-05	3.46485e-05	6.9067e-05	1.25015e-05	3.37288e-05	3.57947e-08	4.74913e-05	7.06855e-07	3.01094e-07	3.01821e-08	2.18662e-08	3.362e-08	1.39386e-08	2.16238e-08	0	0.451428	1	0.9729146	0.0003676121	0.0267177	0.000367612	0.972915	0.02708535	0.02671774	0.4514283
15500	-771.2812	-770.9301	-0.3511327	0.181471	0.969101	0.0366726	0.00927803	0.9816376	0.009278035	0.181471	0.03667264	0.9691007	0.0183624	0.5682703	0.000616215	0.904916	0.0409125	0.00903128	0.000674638	0.000777356	0.000771884	0.000754471	0.000738068	0.000149269	0.0340359	0.0050782	0.00115639	9.14291e-05	2.91624e-05	0.000165019	1.1379e-05	2.84544e-05	1.42722e-07	5.55763e-05	4.76821e-06	1.08476e-06	1.03052e-07	4.61659e-08	1.56487e-07	3.04218e-08	4.56941e-08	0	0.194164	1	0.9766778	0.007977456	0.0153448	0.00797746	0.976678	0.02332223	0.01534478	0.1941643
15550	-768.8078	-768.7091	-0.09874305	0.19369	0.93392	0.0310422	0.0221649	0.9785064	0.02216488	0.1936902	0.03104218	0.9339197	0.02149361	0.4415131	0.000782823	0.864162	0.0460015	0.016267	0.000846739	0.00106151	0.00107239	0.000956866	0.000917599	0.000194642	0.0583907	0.00645995	0.0022536	0.00013266	6.77115e-05	0.000263363	2.31781e-05	6.27059e-05	1.63267e-07	7.56208e-05	4.84418e-06	1.6782e-06	1.28896e-07	8.18338e-08	2.03291e-07	5.14474e-08	7.92281e-08	0	0.331248	1	0.9780169	0.005221172	0.0167619	0.00522117	0.978017	0.0219831	0.01676193	0.331248
15600	-766.7671	-765.9478	-0.8193679	0.132662	0.750422	0.0102112	0.0188075	0.9919167	0.0188075	0.1326615	0.01021123	0.7504218	0.00808333	0.907626	0.000406408	0.944465	0.019097	0.0036336	0.000432929	0.000474209	0.000446007	0.000475925	0.000468489	7.57273e-05	0.0274844	0.00199636	0.00038662	4.92955e-05	1.38873e-05	6.20482e-05	6.0233e-06	1.38216e-05	1.97848e-08	1.19702e-05	5.09526e-07	9.95992e-08	1.48365e-08	5.99016e-09	1.73322e-08	4.04071e-09	5.97772e-09	0	0.167364	1	0.9763198	0.001764693	0.0219155	0.00176469	0.97632	0.0236802	0.02191551	0.1673636
15650	-766.4037	-765.5913	-0.812381	0.145945	0.966336	0.00805802	0.0228626	0.9894653	0.02286257	0.1459453	0.008058015	0.9663359	0.01053468	0.9013066	0.000479215	0.917313	0.0244859	0.00819077	0.00050956	0.000575763	0.000559465	0.000558158	0.000542194	8.81421e-05	0.0431189	0.00253262	0.000828799	5.81038e-05	2.64836e-05	8.18075e-05	9.30469e-06	2.56686e-05	2.03252e-08	1.56464e-05	5.27462e-07	1.72872e-07	1.56669e-08	9.31986e-09	1.9448e-08	5.94354e-09	9.20114e-09	0	0.314936	1	0.9763897	0.003810775	0.0197995	0.00381078	0.97639	0.02361026	0.01979948	0.3149361
15700	-767.4381	-767.1717	-0.2664197	0.170553	0.855794	0.0311124	0.0487651	0.9806958	0.04876506	0.1705533	0.03111238	0.8557939	0.01930421	0.5221131	0.000804515	0.887235	0.0424435	0.012078	0.000867292	0.00101728	0.000993218	0.000970902	0.000942267	0.000184628	0.0450001	0.00540437	0.00154955	0.000122892	5.04282e-05	0.000213672	1.88335e-05	4.86029e-05	1.26004e-07	4.97443e-05	3.43003e-06	9.77629e-07	9.71046e-08	5.34793e-08	1.41027e-07	3.46157e-08	5.26494e-08	0	0.262197	1	0.9806932	0.0004255042	0.0188813	0.000425504	0.980693	0.01930678	0.01888128	0.2621967
15750	-763.9381	-763.1491	-0.7889619	0.135766	0.706753	0.00743264	0.00571338	0.9881971	0.005713377	0.1357662	0.007432637	0.7067535	0.01180289	0.8804441	0.000564517	0.931756	0.0273828	0.00508718	0.000601324	0.000665061	0.000627661	0.000664124	0.00065366	0.000108896	0.0280761	0.00300582	0.000575508	7.22723e-05	2.02346e-05	0.000100719	8.93034e-06	2.01019e-05	1.92899e-08	8.17734e-06	5.206e-07	1.00006e-07	1.46631e-08	5.8143e-09	1.84191e-08	3.93133e-09	5.79741e-09	0	0.16274	1	0.9779963	0.001020634	0.020983	0.00102063	0.977996	0.02200368	0.02098305	0.1627404
15800	-766.1475	-764.6579	-1.489604	0.147968	0.975547	0.00597881	0.00602547	0.9954272	0.006025474	0.1479683	0.005978809	0.9755474	0.004572789	1.774136	0.000108193	0.902588	0.0107234	0.00632079	0.000112111	0.000138789	0.000138141	0.000123123	0.000116334	1.8042e-05	0.0776589	0.00124577	0.000639552	1.42052e-05	1.10632e-05	2.12631e-05	3.18684e-06	1.0002e-05	1.71781e-09	9.5245e-06	8.94722e-08	4.48039e-08	1.50601e-09	1.26977e-09	1.88264e-09	7.57291e-10	1.2181e-09	0	0.597281	1	0.9894318	0.0004415529	0.0101267	0.000441553	0.989432	0.01056824	0.01012669	0.5972813
15850	-767.2147	-765.6159	-1.598806	0.120137	0.767325	0.00437848	0.00653705	0.9968009	0.006537046	0.1201373	0.004378482	0.7673254	0.003199058	1.978849	0.000180091	0.904252	0.00758135	0.00475986	0.000184769	0.000202693	0.000198288	0.000201284	0.000190611	2.74765e-05	0.0808128	0.000853498	0.000449309	2.28426e-05	1.7564e-05	2.63811e-05	6.28987e-06	1.70199e-05	4.47641e-09	1.61464e-05	1.03238e-07	5.34835e-08	4.0531e-09	3.42957e-09	4.36742e-09	2.16725e-09	3.38479e-09	0	0.630244	1	0.9751901	0.001001147	0.0238087	0.00100115	0.97519	0.02480987	0.02380872	0.6302445
15900	-765.3433	-763.9178	-1.425422	0.0988194	0.57899	0.00812059	0.00967429	0.9948057	0.009674292	0.09881945	0.008120593	0.5789896	0.005194308	1.663846	0.000294656	0.955545	0.0126085	0.00252778	0.000307059	0.000330619	0.000312074	0.000332577	0.00032793	4.21843e-05	0.0259396	0.00111058	0.000224447	2.98128e-05	9.0026e-06	3.46842e-05	4.1852e-06	8.97449e-06	1.00058e-08	9.68541e-06	2.50372e-07	5.1348e-08	7.95901e-09	3.34048e-09	8.79609e-09	2.28271e-09	3.33576e-09	0	0.176317	1	0.9731643	0.003026464	0.0238092	0.00302646	0.973164	0.02683567	0.02380921	0.1763168
15950	-766.0637	-765.417	-0.6467438	0.107594	0.767262	0.0151499	0.00543283	0.9876558	0.005432828	0.1075943	0.01514994	0.7672616	0.01234423	0.7637255	0.000496578	0.930584	0.0292952	0.00689107	0.000521626	0.000576517	0.000558987	0.000563213	0.000554014	7.32033e-05	0.0266618	0.00246156	0.00058564	4.83579e-05	1.64102e-05	7.37659e-05	6.5668e-06	1.61186e-05	2.40985e-08	1.42286e-05	7.72903e-07	1.83929e-07	1.83969e-08	8.56482e-09	2.45114e-08	5.60684e-09	8.49962e-09	0	0.214876	1	0.9805628	0.002469375	0.0169679	0.00246938	0.980563	0.01943724	0.01696787	0.2148755
16000	-768.6029	-768.2134	-0.3894311	0.106005	0.614666	0.0120208	0.0192955	0.9817559	0.0192955	0.1060048	0.01202078	0.6146661	0.01824411	0.5904563	0.000605791	0.907777	0.0420497	0.0102698	0.000632777	0.000727815	0.000713839	0.000688144	0.000675135	9.18911e-05	0.0306802	0.0038615	0.000962665	6.53707e-05	2.4051e-05	0.000129036	1.00012e-05	2.3275e-05	2.01421e-08	1.05019e-05	7.91829e-07	1.95807e-07	1.61787e-08	7.94367e-09	2.61086e-08	5.21354e-09	7.82946e-09	0	0.223813	1	0.9834816	0.002450902	0.0140675	0.0024509	0.983482	0.01651841	0.01406751	0.2238127
