Iteration	Posterior	Likelihood	Prior	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	rf_simplex[19]	rf_simplex[20]	rf_simplex[21]	rf_simplex[22]	rf_simplex[23]	rf_simplex[24]	rf_simplex[25]	rf_simplex[26]	rf_simplex[27]	w_graph[1]	w_graph[2]	w_graph[3]	y
13550	-767.0443	-765.7275	-1.316704	0.000313175	0.931388	0.0126849	0.00468165	0.000330853	0.000360899	0.00034562	0.00036133	0.000350184	5.46557e-05	0.0472262	0.00128903	0.000456921	3.70671e-05	1.80885e-05	4.33893e-05	6.47664e-06	1.78081e-05	2.48067e-08	3.24482e-05	5.13676e-07	1.83013e-07	1.95616e-08	1.22344e-08	2.1476e-08	7.83664e-09	1.21569e-08	0.025263	0.00209426	0.972643	0.3509895
13600	-764.6928	-763.7663	-0.9264544	0.000458347	0.945542	0.021252	0.00327289	0.000503398	0.000556431	0.000519407	0.000559671	0.000552139	0.000107624	0.0236112	0.00248063	0.000393865	6.26932e-05	1.41045e-05	7.85427e-05	5.99013e-06	1.40713e-05	3.41959e-08	1.34344e-05	8.07504e-07	1.29341e-07	2.3506e-08	7.96232e-09	2.74894e-08	5.40313e-09	7.95392e-09	0.0228188	0.000496784	0.976684	0.1303266
13650	-765.6183	-764.662	-0.956313	0.000318072	0.901989	0.0149756	0.00614875	0.000338287	0.000383059	0.000365614	0.000380658	0.000362879	7.336e-05	0.0715191	0.00211484	0.000815992	5.33109e-05	2.96398e-05	6.76644e-05	1.07544e-05	2.88329e-05	1.71734e-08	2.38412e-05	4.17429e-07	1.61001e-07	1.42083e-08	9.64396e-09	1.63319e-08	6.14375e-09	9.53369e-09	0.0216877	0.00134685	0.976965	0.3979676
13700	-764.9769	-763.8515	-1.125396	0.000312828	0.939278	0.0152547	0.0046705	0.0003261	0.000355227	0.000340418	0.00035257	0.000344669	4.53003e-05	0.0368584	0.00134276	0.000400361	3.21014e-05	1.37806e-05	3.99961e-05	5.52204e-06	1.35899e-05	1.02302e-08	1.25849e-05	2.72247e-07	8.15978e-08	8.25009e-09	4.63599e-09	9.46675e-09	3.02558e-09	4.60843e-09	0.0207392	0.00139499	0.977866	0.2882822
13750	-764.5434	-763.6176	-0.9258164	0.000446859	0.93743	0.0200039	0.00474048	0.00047214	0.000516418	0.000490787	0.000515949	0.000506362	7.68331e-05	0.032166	0.00198448	0.000472922	5.16715e-05	1.77059e-05	6.57982e-05	7.6034e-06	1.75562e-05	2.34473e-08	1.56327e-05	5.72854e-07	1.38076e-07	1.81226e-08	8.49563e-09	2.1243e-08	5.69332e-09	8.46448e-09	0.022753	0.00524544	0.972002	0.2113649
13800	-764.0585	-763.4908	-0.5677314	0.000691271	0.904476	0.0264273	0.0096176	0.000733612	0.00082758	0.000797766	0.000808094	0.00078146	0.000133075	0.0503353	0.00296078	0.00104477	9.12559e-05	4.50525e-05	0.000122729	1.63486e-05	4.37609e-05	7.6262e-08	4.372e-05	1.49787e-06	5.29294e-07	6.05446e-08	3.7952e-08	7.25746e-08	2.43321e-08	3.74979e-08	0.0262715	8.98217e-05	0.973639	0.3433264
13850	-764.9327	-764.2411	-0.6915388	0.000527196	0.916689	0.0222636	0.00741389	0.000555524	0.000619164	0.000594033	0.000609843	0.000592256	9.49107e-05	0.0466151	0.00239426	0.000776762	6.68441e-05	3.09473e-05	8.83375e-05	1.22351e-05	3.02994e-05	3.3727e-08	2.49136e-05	7.57282e-07	2.47055e-07	2.71635e-08	1.61678e-08	3.23187e-08	1.05582e-08	1.60233e-08	0.0238522	0.00350946	0.972638	0.3109187
13900	-763.9808	-762.6903	-1.29057	0.000202588	0.93766	0.0145116	0.00386636	0.000217042	0.0002419	0.00022991	0.000240503	0.000234259	4.17087e-05	0.0403585	0.00166282	0.000436801	2.73141e-05	1.03077e-05	3.61644e-05	3.75416e-06	1.01457e-05	5.20998e-09	8.06813e-06	1.93274e-07	5.08726e-08	3.96758e-09	2.02828e-09	4.75463e-09	1.29631e-09	2.01499e-09	0.0144795	0.00127155	0.984249	0.2526545
13950	-763.4517	-762.4671	-0.9846384	0.000427921	0.944629	0.018865	0.00393386	0.000456608	0.000497398	0.000470572	0.00049872	0.000490652	7.6875e-05	0.0272736	0.00183613	0.00038727	4.82887e-05	1.44209e-05	5.95236e-05	5.91397e-06	1.43393e-05	2.30179e-08	1.37028e-05	5.36562e-07	1.14274e-07	1.68922e-08	7.16992e-09	1.94134e-08	4.76851e-09	7.15266e-09	0.0233858	0.000847171	0.975767	0.1855671
14000	-767.3629	-766.1763	-1.186686	0.000301991	0.941441	0.0214715	0.00421728	0.000318432	0.000352055	0.000334844	0.000349224	0.000343476	5.17372e-05	0.0280954	0.0021689	0.000432194	3.5375e-05	1.05062e-05	5.19941e-05	4.40295e-06	1.03973e-05	1.03173e-08	9.05922e-06	4.15712e-07	8.28706e-08	8.01584e-09	3.34044e-09	1.04482e-08	2.20658e-09	3.32526e-09	0.0143046	0.00111528	0.98458	0.1803208
14050	-769.5593	-768.5776	-0.9816762	0.000429247	0.92443	0.0229614	0.00798693	0.000450532	0.000506085	0.000494576	0.000486859	0.000474486	6.49155e-05	0.0388345	0.00201812	0.000682149	4.38653e-05	2.07265e-05	6.18518e-05	7.44813e-06	2.00507e-05	2.72114e-08	2.51018e-05	7.55407e-07	2.55799e-07	2.13579e-08	1.29909e-08	2.65187e-08	8.29876e-09	1.2814e-08	0.0187601	0.00579397	0.975446	0.3283441
14100	-768.7859	-768.2202	-0.5657054	0.000653913	0.892374	0.0253825	0.00800965	0.000717156	0.000823166	0.000776034	0.000824073	0.000791082	0.000192881	0.0634911	0.00415923	0.00129629	0.00013021	5.78739e-05	0.000173599	2.24774e-05	5.67579e-05	1.27545e-07	6.47442e-05	2.48922e-06	7.82463e-07	9.97221e-08	5.76285e-08	1.19337e-07	3.77579e-08	5.71624e-08	0.0266229	0.00429029	0.969087	0.2894588
14150	-767.8305	-766.4957	-1.334812	0.000278419	0.928432	0.0110553	0.00397608	0.000290584	0.000316522	0.000300996	0.00031881	0.000308853	4.79736e-05	0.0529206	0.00120738	0.000414086	3.58662e-05	1.78421e-05	4.15567e-05	7.53922e-06	1.76432e-05	7.13632e-09	1.1209e-05	1.54954e-07	5.37428e-08	5.98591e-09	3.73581e-09	6.53706e-09	2.47312e-09	3.71775e-09	0.0255843	0.0062665	0.968149	0.337913
14200	-766.2727	-765.3896	-0.8830705	0.000445085	0.929757	0.0212756	0.00461747	0.00047462	0.000529238	0.000494631	0.000530764	0.000519342	9.53373e-05	0.0377742	0.00267256	0.000586927	6.59496e-05	2.15318e-05	8.7051e-05	9.41518e-06	2.13652e-05	3.27843e-08	2.05869e-05	8.70704e-07	1.92581e-07	2.57487e-08	1.15868e-08	3.09701e-08	7.78535e-09	1.15473e-08	0.0214408	0.00177558	0.976784	0.194572
14250	-768.442	-767.5747	-0.867279	0.000548654	0.93352	0.022415	0.00626337	0.000574602	0.00062554	0.000601949	0.00061943	0.000607717	7.94731e-05	0.0315434	0.001889	0.000524808	5.36984e-05	2.09935e-05	6.89952e-05	8.61955e-06	2.07189e-05	2.19046e-08	1.37503e-05	4.821e-07	1.35198e-07	1.7063e-08	8.99476e-09	2.00545e-08	5.96325e-09	8.94448e-09	0.0246194	0.00431905	0.971062	0.2539199
14300	-766.7814	-766.1254	-0.655976	0.000524983	0.896911	0.0267651	0.00945606	0.000563425	0.000654597	0.000634143	0.000631928	0.000607757	0.000121497	0.0579867	0.00357051	0.00122577	8.35598e-05	4.10869e-05	0.000123803	1.47413e-05	3.95503e-05	5.7583e-08	4.19573e-05	1.49712e-06	5.13969e-07	4.57155e-08	2.86749e-08	5.85326e-08	1.83476e-08	2.82221e-08	0.0198565	0.00350871	0.976635	0.3344634
14350	-768.89	-768.3507	-0.5393563	0.000667521	0.914699	0.0245282	0.0067502	0.000712587	0.000793629	0.000751326	0.000793669	0.000773109	0.000143469	0.0451041	0.00305297	0.00084194	9.87347e-05	3.896e-05	0.000127642	1.71075e-05	3.85102e-05	1.2889e-07	6.33464e-05	2.53458e-06	7.09801e-07	1.01568e-07	5.37881e-08	1.1991e-07	3.65028e-08	5.35179e-08	0.0276731	0.00923223	0.963095	0.2425662
14400	-767.2142	-766.6598	-0.5544097	0.000637222	0.928175	0.0356313	0.00581604	0.000679096	0.000748455	0.000720701	0.000743007	0.000734149	0.000114178	0.0216555	0.00350235	0.000601557	7.25282e-05	1.78017e-05	0.000113835	8.07231e-06	1.76763e-05	3.09756e-08	1.0139e-05	9.54869e-07	1.64015e-07	2.27273e-08	8.20392e-09	3.14241e-08	5.63886e-09	8.17768e-09	0.018042	0.00514132	0.976817	0.1376059
14450	-764.6187	-763.5486	-1.070108	0.000297771	0.907564	0.0184038	0.00667413	0.000321152	0.000370896	0.000356734	0.000361959	0.000346783	7.23062e-05	0.0615947	0.0025502	0.000889278	4.91292e-05	2.45e-05	6.8716e-05	8.14756e-06	2.36356e-05	1.67807e-08	2.16315e-05	5.1846e-07	1.80168e-07	1.32395e-08	8.34062e-09	1.62517e-08	5.21792e-09	8.21899e-09	0.0166596	0.000120038	0.98322	0.3510728
14500	-768.1752	-767.4733	-0.7019003	0.000523893	0.912269	0.0274868	0.00965188	0.000555402	0.000634927	0.000625337	0.000606052	0.000588713	9.21463e-05	0.0430436	0.00273859	0.000940123	6.10518e-05	2.91206e-05	9.05169e-05	1.03121e-05	2.79779e-05	3.21517e-08	2.33666e-05	8.5763e-07	2.95511e-07	2.49234e-08	1.52265e-08	3.2018e-08	9.72112e-09	1.4979e-08	0.0191282	0.00986845	0.971003	0.3277968
14550	-766.4683	-764.8986	-1.569708	0.000182193	0.943339	0.00931263	0.00271874	0.000189801	0.000206055	0.000194852	0.000207541	0.000202456	2.92863e-05	0.0421258	0.000945472	0.000267989	2.17019e-05	9.13848e-06	2.52295e-05	3.90686e-06	9.0681e-06	4.02477e-09	8.50328e-06	1.15782e-07	3.31182e-08	3.33741e-09	1.82933e-09	3.66444e-09	1.20975e-09	1.82314e-09	0.0199484	0.00284761	0.977204	0.2742943
14600	-771.9279	-770.1607	-1.767169	0.000229467	0.951714	0.00855395	0.00217794	0.000246057	0.000266096	0.000250392	0.000269579	0.000264134	4.4297e-05	0.0347722	0.000887409	0.000225307	2.77378e-05	9.72389e-06	3.02674e-05	4.14548e-06	9.69054e-06	1.3485e-08	1.74233e-05	2.57093e-07	6.70564e-08	9.93967e-09	4.84582e-09	1.05103e-08	3.28796e-09	4.83883e-09	0.0281107	0.0142091	0.95768	0.2201946
14650	-765.2922	-764.0317	-1.260533	0.000286346	0.9399	0.0139625	0.00342612	0.000306056	0.000337069	0.000316215	0.000339426	0.000331521	5.87509e-05	0.0385844	0.00162234	0.000395918	3.91076e-05	1.38064e-05	4.72593e-05	5.57746e-06	1.37034e-05	1.24359e-08	1.30905e-05	3.22496e-07	7.94533e-08	9.54722e-09	4.63656e-09	1.0785e-08	3.05603e-09	4.62183e-09	0.0212629	0.0018508	0.976886	0.2252351
14700	-764.6823	-763.4813	-1.200994	0.000329895	0.941812	0.0141551	0.00350757	0.000356815	0.000391137	0.000368075	0.000394408	0.000385583	7.04179e-05	0.036101	0.00159221	0.000393697	4.35788e-05	1.4987e-05	5.1101e-05	5.79872e-06	1.48865e-05	1.3471e-08	1.14963e-05	2.91131e-07	7.29811e-08	9.83688e-09	4.72542e-09	1.08965e-08	3.10803e-09	4.71234e-09	0.0244122	0.00383707	0.971751	0.2235172
14750	-763.9544	-763.5988	-0.3555611	0.000617558	0.898076	0.0387291	0.0105563	0.000666586	0.000781006	0.000765966	0.000743901	0.000723231	0.000138767	0.0417977	0.00474839	0.00130353	9.04242e-05	3.55379e-05	0.000160833	1.28457e-05	3.42216e-05	3.31526e-08	1.61879e-05	1.06471e-06	2.90305e-07	2.51796e-08	1.3224e-08	3.72117e-08	8.4468e-09	1.30166e-08	0.0160241	0.00045286	0.983523	0.2530818
14800	-765.7665	-765.2012	-0.5653261	0.000610165	0.910497	0.0351012	0.00891783	0.000648206	0.000737617	0.000714992	0.00071437	0.000698335	0.000115623	0.0361658	0.00379976	0.000976296	7.80174e-05	2.89093e-05	0.000128595	1.15164e-05	2.81958e-05	5.00337e-08	2.50157e-05	1.54581e-06	3.96249e-07	3.88262e-08	1.94158e-08	5.45213e-08	1.26994e-08	1.92089e-08	0.0173707	0.00237599	0.980253	0.2324539
14850	-764.9384	-764.8886	-0.04981111	0.00137159	0.896713	0.0428424	0.00935114	0.00150294	0.00168314	0.00159342	0.00168026	0.00164743	0.000337818	0.0339291	0.00541565	0.00122939	0.000207572	6.46052e-05	0.000285684	2.79382e-05	6.40948e-05	2.70155e-07	4.65417e-05	4.26918e-06	9.75326e-07	1.95373e-07	8.67615e-08	2.42404e-07	5.93385e-08	8.64656e-08	0.032507	0.000334353	0.967159	0.1826699
14900	-763.1882	-762.1822	-1.00603	0.000281502	0.921134	0.0160031	0.0061395	0.000295863	0.000333102	0.000321268	0.000324504	0.000313394	4.9545e-05	0.0523305	0.00171169	0.000622702	3.53083e-05	1.84162e-05	4.6897e-05	6.56709e-06	1.78552e-05	9.23005e-09	1.42442e-05	2.7423e-07	9.9463e-08	7.52586e-09	4.88265e-09	8.92825e-09	3.08828e-09	4.81999e-09	0.0178192	0.000182255	0.981998	0.3719016
14950	-768.8927	-767.8958	-0.9969365	0.00022187	0.893958	0.0169626	0.008025	0.000231861	0.000281217	0.000275989	0.000258069	0.000245268	4.40265e-05	0.0761606	0.00222234	0.000951312	3.42342e-05	2.2393e-05	5.34702e-05	7.99582e-06	2.09014e-05	9.42702e-09	2.18923e-05	3.84007e-07	1.63105e-07	8.15959e-09	6.13046e-09	1.06496e-08	3.83662e-09	5.95095e-09	0.0131099	0.00446473	0.982425	0.4668397
15000	-764.6457	-763.5458	-1.099832	0.000420496	0.92837	0.0137378	0.0046059	0.000450313	0.000491835	0.000465596	0.000497286	0.000481946	8.62751e-05	0.0480945	0.00157381	0.000514544	5.65882e-05	2.53299e-05	6.44975e-05	9.39437e-06	2.50713e-05	3.26591e-08	2.83144e-05	5.36746e-07	1.7755e-07	2.51101e-08	1.47228e-08	2.71574e-08	9.55443e-09	1.46617e-08	0.031648	0.00118202	0.96717	0.3114
15050	-765.128	-763.0524	-2.075554	0.000165044	0.945372	0.0061537	0.00195714	0.000175716	0.000189431	0.00017845	0.000193077	0.000187638	3.13992e-05	0.0444554	0.00066191	0.000204577	2.0746e-05	8.88287e-06	2.22156e-05	3.34405e-06	8.84116e-06	4.541e-09	9.98933e-06	8.65434e-08	2.70809e-08	3.50179e-09	1.98472e-09	3.64804e-09	1.28854e-09	1.98091e-09	0.027948	0.00116905	0.970883	0.2976384
15100	-768.1388	-766.4546	-1.684131	0.000179777	0.931222	0.00722192	0.00211497	0.00019534	0.000216403	0.000199205	0.000222061	0.000214227	4.74631e-05	0.0566794	0.00107178	0.000306702	3.19316e-05	1.31372e-05	3.48904e-05	5.13213e-06	1.3074e-05	5.58422e-09	1.03186e-05	1.14605e-07	3.32266e-08	4.34462e-09	2.37695e-09	4.58401e-09	1.55593e-09	2.37219e-09	0.0263398	0.000769469	0.972891	0.2728721
15150	-765.267	-764.4491	-0.817835	0.00054976	0.933911	0.0238883	0.00527659	0.000592457	0.000651225	0.000619154	0.000650736	0.000639004	0.000109571	0.0298357	0.00249152	0.000558194	6.70749e-05	2.08833e-05	8.64741e-05	8.37747e-06	2.07111e-05	4.59731e-08	2.14434e-05	1.02114e-06	2.31012e-07	3.31595e-08	1.47954e-08	3.93039e-08	9.84799e-09	1.47441e-08	0.0237402	0.00314287	0.973117	0.194931
15200	-765.8602	-765.4791	-0.3811193	0.000763354	0.918036	0.0386832	0.00817809	0.000819754	0.000909262	0.000885495	0.000893155	0.000879229	0.000139721	0.0250899	0.00363677	0.000793063	8.37597e-05	2.50058e-05	0.000129365	9.85457e-06	2.46391e-05	5.90408e-08	1.83967e-05	1.52673e-06	3.33083e-07	4.19458e-08	1.79069e-08	5.67606e-08	1.18485e-08	1.77967e-08	0.019888	0.00344497	0.976667	0.185418
15250	-762.4849	-761.3762	-1.108636	0.000279289	0.932368	0.0191168	0.00546285	0.000297598	0.000333647	0.000321193	0.000326659	0.000318393	5.21371e-05	0.0384615	0.00198308	0.000557931	3.39429e-05	1.35475e-05	4.78257e-05	4.75898e-06	1.3231e-05	5.84076e-09	6.88808e-06	2.05423e-07	5.77347e-08	4.44191e-09	2.37145e-09	5.54209e-09	1.5019e-09	2.34846e-09	0.0149724	0.000263086	0.984765	0.2719013
15300	-767.822	-765.4256	-2.396382	8.84356e-05	0.967852	0.00605491	0.00152081	9.11351e-05	9.64043e-05	9.26046e-05	9.66559e-05	9.52976e-05	9.1735e-06	0.0234974	0.000387972	9.53475e-05	6.47837e-06	2.3317e-06	7.31705e-06	9.46636e-07	2.31973e-06	5.31333e-10	2.08872e-06	2.06967e-08	5.11498e-09	4.25226e-10	2.06154e-10	4.59351e-10	1.33993e-10	2.05697e-10	0.0148561	0.000469896	0.984674	0.2387628
15350	-768.5849	-766.34	-2.24488	7.1915e-05	0.941979	0.00649991	0.00263666	7.45748e-05	8.1748e-05	7.89888e-05	8.05506e-05	7.80776e-05	1.00939e-05	0.0475841	0.000579038	0.000217901	7.44401e-06	4.03876e-06	9.08261e-06	1.45825e-06	3.94737e-06	1.86216e-10	1.23751e-06	8.97403e-09	3.35833e-09	1.55462e-10	1.03304e-10	1.74665e-10	6.50397e-11	1.02317e-10	0.0112551	0.00174191	0.987003	0.3992291
15400	-768.3421	-767.663	-0.6791285	0.00045732	0.891063	0.0188997	0.00766463	0.000486583	0.000555556	0.000529113	0.000550707	0.000524299	0.000110633	0.0749069	0.002825	0.00107982	8.16871e-05	4.54741e-05	0.000106411	1.72238e-05	4.41907e-05	5.23067e-08	5.02027e-05	1.12818e-06	4.31797e-07	4.36799e-08	2.96757e-08	5.10612e-08	1.91225e-08	2.93181e-08	0.024548	0.00091097	0.974541	0.3901237
15450	-765.545	-765.299	-0.2459841	0.000800455	0.884904	0.0359438	0.0126717	0.000861977	0.00101116	0.000988676	0.000963365	0.000928079	0.000183044	0.0540197	0.00461612	0.00159689	0.000122625	5.98124e-05	0.000190709	2.08181e-05	5.719e-05	1.20872e-07	5.57509e-05	2.72805e-06	9.41872e-07	9.4286e-08	5.9e-08	1.24872e-07	3.762e-08	5.79147e-08	0.0222685	0.00218982	0.975542	0.3306954
15500	-763.4478	-762.5587	-0.8890863	0.000497469	0.921824	0.0198414	0.0054501	0.00054113	0.000603725	0.000567359	0.000607152	0.000589657	0.000121277	0.0457642	0.00260538	0.000711749	7.78475e-05	2.986e-05	9.64931e-05	1.13875e-05	2.95262e-05	4.81048e-08	2.92482e-05	9.6573e-07	2.66208e-07	3.61761e-08	1.87887e-08	4.14348e-08	1.22671e-08	1.87017e-08	0.0260964	0.000647855	0.973256	0.2513166
15550	-765.6384	-764.3038	-1.334648	0.00021402	0.930698	0.0131818	0.00506993	0.000224741	0.000250251	0.000242087	0.000244726	0.000236972	3.50205e-05	0.047742	0.00129002	0.000471246	2.43714e-05	1.25388e-05	3.13267e-05	4.3293e-06	1.21862e-05	7.09263e-09	1.43684e-05	2.25765e-07	8.22878e-08	5.6945e-09	3.68541e-09	6.62053e-09	2.32409e-09	3.64242e-09	0.0165151	0.00240705	0.981078	0.3728192
15600	-771.4419	-770.5587	-0.8832515	0.000210434	0.909614	0.01633	0.00855825	0.0002168	0.000264448	0.000262627	0.000234482	0.000225009	2.95832e-05	0.0616361	0.00157359	0.000730008	2.3402e-05	1.6554e-05	3.65379e-05	5.7431e-06	1.52376e-05	6.1997e-09	1.68997e-05	2.59883e-07	1.19214e-07	5.4356e-09	4.28899e-09	7.06025e-09	2.65145e-09	4.13915e-09	0.0127974	0.00665008	0.980553	0.5188779
15650	-771.3073	-770.7433	-0.5640338	0.00101979	0.927608	0.0215269	0.00521184	0.00110516	0.00120595	0.00112771	0.00121978	0.00119665	0.000221792	0.0350146	0.00245159	0.000603799	0.00013681	4.58482e-05	0.000153276	2.1373e-05	4.57256e-05	2.96595e-07	7.86597e-05	3.17529e-06	8.06982e-07	2.15874e-07	1.02004e-07	2.32203e-07	7.16989e-08	1.01884e-07	0.0491437	0.00342402	0.947432	0.1951444
15700	-764.7554	-764.153	-0.602383	0.000495287	0.912888	0.0218235	0.00772413	0.000529741	0.000596429	0.000573589	0.000586065	0.000566246	0.000101889	0.050445	0.00253444	0.000870774	6.77493e-05	3.23393e-05	8.93029e-05	1.1126e-05	3.14681e-05	4.04421e-08	3.11374e-05	8.95377e-07	3.07881e-07	3.14053e-08	1.94202e-08	3.71965e-08	1.23541e-08	1.9205e-08	0.023122	9.19907e-05	0.976786	0.3362781
15750	-764.9341	-764.4331	-0.5009836	0.000605744	0.918569	0.0262031	0.0071305	0.000650602	0.000725916	0.000693723	0.000719775	0.00070199	0.000126368	0.0397571	0.0029958	0.000815844	8.18432e-05	3.12226e-05	0.000110318	1.22041e-05	3.07313e-05	7.05833e-08	3.59586e-05	1.56966e-06	4.30587e-07	5.33785e-08	2.7655e-08	6.48033e-08	1.81691e-08	2.74725e-08	0.0235961	0.00384559	0.972558	0.2466951
15800	-765.163	-763.9335	-1.229463	0.000200558	0.939048	0.0149928	0.00451716	0.000208408	0.000231146	0.000222148	0.000225966	0.000220696	2.90842e-05	0.0382644	0.00135995	0.000396995	2.12869e-05	9.22675e-06	2.95233e-05	3.67369e-06	9.03337e-06	4.80177e-09	9.35396e-06	1.99916e-07	5.83597e-08	3.95334e-09	2.21383e-09	4.87174e-09	1.42904e-09	2.19355e-09	0.013501	0.0012076	0.985291	0.2888202
15850	-766.5276	-766.1763	-0.3512986	0.00106763	0.908231	0.0328265	0.00847789	0.00115276	0.00127873	0.00121369	0.00127661	0.00124798	0.000231738	0.0376779	0.00381909	0.00100147	0.000147265	5.31772e-05	0.000190816	2.21728e-05	5.26229e-05	1.05239e-07	2.83978e-05	1.65445e-06	4.38958e-07	7.83647e-08	3.92827e-08	9.27934e-08	2.64953e-08	3.91091e-08	0.0330225	0.00209253	0.964885	0.2243935
15900	-764.1347	-763.0757	-1.058969	0.000443751	0.946699	0.0177154	0.00377142	0.000468982	0.00050757	0.00048068	0.000509348	0.000501547	7.19429e-05	0.0267176	0.00161777	0.000347995	4.67967e-05	1.43797e-05	5.62642e-05	6.18914e-06	1.43108e-05	1.35681e-08	8.27864e-06	2.94708e-07	6.41977e-08	1.02118e-08	4.41383e-09	1.15331e-08	2.97037e-09	4.40466e-09	0.0256434	0.00163307	0.972724	0.1876835
15950	-766.2718	-765.9163	-0.3555053	0.00120151	0.901999	0.0325765	0.00932442	0.00129289	0.00143382	0.00135985	0.00143261	0.0013964	0.000259502	0.0421541	0.00385742	0.00111196	0.000168955	6.69386e-05	0.000214034	2.78523e-05	6.61615e-05	1.99407e-07	5.20356e-05	2.77325e-06	8.09974e-07	1.51665e-07	8.08934e-08	1.76246e-07	5.4364e-08	8.04974e-08	0.0372577	0.00106632	0.961676	0.2508926
16000	-765.0811	-763.8627	-1.218371	0.000248615	0.937804	0.0145133	0.00399412	0.00026732	0.000295577	0.000281234	0.000295307	0.000287771	5.13021e-05	0.0397791	0.0016233	0.000441396	3.267e-05	1.24475e-05	4.10694e-05	4.56209e-06	1.22808e-05	1.13597e-08	1.42965e-05	3.35781e-07	9.19971e-08	8.49485e-09	4.40897e-09	9.83299e-09	2.84409e-09	4.3847e-09	0.0178159	0.00510124	0.977083	0.2560959
16050	-764.3376	-763.5454	-0.7922066	0.000402171	0.893099	0.0205537	0.00933017	0.000424673	0.000497817	0.000484925	0.000473006	0.0004505	8.32297e-05	0.0701681	0.00265884	0.00112023	6.10987e-05	3.73882e-05	8.67043e-05	1.25955e-05	3.54543e-05	1.64457e-08	1.94591e-05	4.33651e-07	1.81347e-07	1.3733e-08	9.93314e-09	1.68574e-08	6.19437e-09	9.71639e-09	0.0196552	0.000426419	0.979918	0.4449687
16100	-764.4315	-763.9102	-0.5213442	0.000586418	0.913384	0.0296176	0.00832101	0.000622164	0.000702473	0.000676444	0.0006855	0.000668402	0.000111095	0.0401891	0.00323708	0.000906926	7.5721e-05	3.04499e-05	0.000112669	1.20252e-05	2.97524e-05	5.13849e-08	2.91128e-05	1.38177e-06	3.87671e-07	4.0283e-08	2.14785e-08	5.22866e-08	1.40169e-08	2.12676e-08	0.0198902	0.00247936	0.97763	0.259088
16150	-764.0385	-762.3518	-1.686703	0.000152353	0.954562	0.0114665	0.00279433	0.000156049	0.000168559	0.000160932	0.000167419	0.000164703	1.73564e-05	0.029044	0.000886886	0.00021203	1.36765e-05	5.08277e-06	1.77166e-05	2.27015e-06	5.03524e-06	1.07862e-09	2.601e-06	4.95394e-08	1.18791e-08	9.2701e-10	4.50872e-10	1.09714e-09	2.9797e-10	4.4895e-10	0.0133441	0.000201256	0.986455	0.2315431
16200	-764.5585	-762.7632	-1.795271	0.000142829	0.946056	0.0103109	0.00314659	0.000150677	0.000164939	0.000157924	0.000163979	0.00015991	2.35136e-05	0.0382035	0.00097421	0.000288734	1.56921e-05	6.58167e-06	1.94281e-05	2.35059e-06	6.47952e-06	2.32674e-09	5.87709e-06	8.74536e-08	2.59594e-08	1.80417e-09	9.98374e-10	2.06071e-09	6.33205e-10	9.91962e-10	0.0142524	0.00182682	0.983921	0.292945
16250	-767.435	-767.3788	-0.05618061	0.000600667	0.8924	0.0406104	0.0124446	0.00064734	0.000779299	0.000777283	0.00071916	0.000697108	0.000129619	0.0436236	0.00476098	0.0014542	8.38466e-05	3.6641e-05	0.000159053	1.21864e-05	3.45627e-05	4.98655e-08	2.69846e-05	1.69249e-06	5.12274e-07	3.78517e-08	2.14623e-08	5.82355e-08	1.34009e-08	2.09503e-08	0.0147632	0.000553902	0.984683	0.2883871
16300	-766.5011	-765.8929	-0.6081977	0.000397985	0.921291	0.0284596	0.00726265	0.000426175	0.000486071	0.000472855	0.0004703	0.000459291	7.91086e-05	0.0360898	0.00310525	0.000794671	5.11699e-05	1.8744e-05	8.34544e-05	6.87402e-06	1.82328e-05	3.34841e-08	2.50573e-05	1.24243e-06	3.17155e-07	2.5234e-08	1.26446e-08	3.5151e-08	8.11448e-09	1.24992e-08	0.0142151	0.00200417	0.983781	0.2378892
16350	-772.2077	-771.9774	-0.2302993	0.00118907	0.880187	0.0336461	0.0117975	0.00128686	0.00145766	0.001405	0.00144642	0.00139508	0.000297604	0.0586698	0.00474147	0.00165094	0.000201095	9.59282e-05	0.000266762	4.03903e-05	9.38695e-05	4.01008e-07	0.00012201	5.76039e-06	2.04861e-06	3.14695e-07	1.9378e-07	3.75811e-07	1.31372e-07	1.92031e-07	0.0355543	0.0188875	0.945558	0.306463
16400	-764.023	-762.3569	-1.666025	0.000187367	0.929078	0.0104865	0.00338558	0.000201004	0.000223061	0.000210079	0.000224992	0.000217134	4.23048e-05	0.0538626	0.00135591	0.00042344	2.87165e-05	1.28e-05	3.43315e-05	4.64112e-06	1.26275e-05	4.7126e-09	9.15182e-06	1.34915e-07	4.22805e-08	3.70206e-09	2.14651e-09	4.12572e-09	1.37067e-09	2.13453e-09	0.0185967	0.000756052	0.980647	0.309127
