Iteration	Posterior	Likelihood	Prior	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	rf_simplex[19]	rf_simplex[20]	rf_simplex[21]	rf_simplex[22]	rf_simplex[23]	rf_simplex[24]	rf_simplex[25]	rf_simplex[26]	rf_simplex[27]	w_graph[1]	w_graph[2]	w_graph[3]	y
9400	-768.1116	-767.5012	-0.6103719	0.000916154	0.916749	0.0270355	0.00731182	0.000982615	0.00108142	0.00102404	0.00108328	0.00105849	0.000186205	0.0383029	0.00300771	0.000818225	0.000120217	4.51951e-05	0.000148506	1.87273e-05	4.47736e-05	1.82279e-07	6.14304e-05	2.77416e-06	7.64976e-07	1.37412e-07	7.12482e-08	1.57336e-07	4.79115e-08	7.09672e-08	0.0344985	0.000898056	0.964603	0.2382184
9450	-766.6505	-766.3501	-0.3004482	0.000534798	0.892739	0.0265401	0.0108105	0.000570821	0.000671571	0.000656102	0.000636001	0.000609048	0.000115173	0.0611128	0.00335494	0.00130427	7.97678e-05	4.41656e-05	0.000118182	1.43627e-05	4.18761e-05	5.58707e-08	4.39851e-05	1.39634e-06	5.39598e-07	4.48106e-08	3.03469e-08	5.68563e-08	1.88772e-08	2.96925e-08	0.0202565	5.7947e-05	0.979686	0.3939478
9500	-763.5042	-762.4455	-1.058671	0.000285789	0.930894	0.0172238	0.00540386	0.000305237	0.000340689	0.000327957	0.000335293	0.00032592	5.47186e-05	0.0419966	0.00182085	0.000558753	3.53857e-05	1.51349e-05	4.69656e-05	5.20437e-06	1.47876e-05	7.13348e-09	8.6848e-06	2.16593e-07	6.65722e-08	5.41882e-09	3.06119e-09	6.47429e-09	1.937e-09	3.03248e-09	0.0170586	0.00251064	0.980431	0.297948
9550	-765.3283	-764.536	-0.7922994	0.000413052	0.888955	0.0237544	0.0109227	0.000436306	0.000527692	0.000519863	0.000485255	0.000462093	8.41656e-05	0.0688712	0.00301433	0.00128792	6.14362e-05	3.85559e-05	9.51644e-05	1.24078e-05	3.58648e-05	1.85607e-08	2.14374e-05	5.48269e-07	2.31917e-07	1.54475e-08	1.13446e-08	2.00475e-08	6.98914e-09	1.10085e-08	0.0173721	0.00102353	0.981604	0.4518484
9600	-765.189	-764.5903	-0.59872	0.000472327	0.914458	0.023018	0.00677023	0.000502586	0.000566968	0.000538236	0.00056063	0.000543878	0.00010019	0.0485042	0.00287528	0.000833257	7.01816e-05	2.96468e-05	9.67183e-05	1.17733e-05	2.90811e-05	2.45288e-08	1.809e-05	6.38057e-07	1.8538e-07	1.96124e-08	1.08209e-08	2.4063e-08	7.05018e-09	1.07321e-08	0.0208403	0.000450547	0.978709	0.2749501
9650	-763.1443	-761.8719	-1.272365	0.000297336	0.938568	0.0145012	0.00475722	0.000304846	0.000331135	0.000317875	0.000327235	0.000320038	3.58033e-05	0.0385898	0.00117535	0.000368569	2.83517e-05	1.33903e-05	3.5604e-05	5.88107e-06	1.31996e-05	5.80449e-09	8.69475e-06	1.64385e-07	5.17776e-08	5.03589e-09	2.9748e-09	5.79688e-09	1.96295e-09	2.95568e-09	0.0204699	4.8659e-05	0.979481	0.311932
9700	-765.5981	-764.956	-0.6421184	0.000688568	0.915607	0.0231609	0.00705104	0.000738146	0.000817676	0.000776715	0.000817766	0.000794865	0.00014548	0.0454953	0.00273586	0.00082536	9.62511e-05	4.03664e-05	0.000119801	1.60733e-05	3.9827e-05	6.35834e-08	3.14545e-05	1.09779e-06	3.35276e-07	4.89673e-08	2.7395e-08	5.61722e-08	1.81403e-08	2.72417e-08	0.0303602	0.00401952	0.96562	0.2755245
9750	-768.4753	-767.1779	-1.297423	0.000278987	0.947153	0.0100647	0.00317647	0.000285691	0.000304432	0.000291312	0.000305944	0.000299826	3.24236e-05	0.0366765	0.000791894	0.000240618	2.5748e-05	1.17115e-05	2.90156e-05	5.43362e-06	1.16389e-05	9.21673e-09	1.45534e-05	1.95446e-07	6.01871e-08	8.00213e-09	4.6124e-09	8.60787e-09	3.11232e-09	4.59945e-09	0.0278335	0.00196116	0.970205	0.2931305
9800	-768.6617	-768.0384	-0.6232912	0.000444769	0.926371	0.0286183	0.0070058	0.000478117	0.000536492	0.000524886	0.000523504	0.000513006	8.53149e-05	0.0311336	0.00286917	0.000709143	5.22068e-05	1.78895e-05	8.0233e-05	6.63792e-06	1.74962e-05	1.89498e-08	1.17815e-05	6.15233e-07	1.52668e-07	1.37152e-08	6.59977e-09	1.83908e-08	4.29154e-09	6.53966e-09	0.0158681	0.00728005	0.976852	0.2216586
9850	-769.93	-769.2477	-0.6822862	0.00032246	0.894706	0.0262012	0.0103892	0.000343257	0.000425548	0.000427898	0.000382931	0.000366896	6.91453e-05	0.0615204	0.00334543	0.00126722	4.87929e-05	2.74387e-05	8.84114e-05	9.23753e-06	2.53332e-05	2.39513e-08	3.15305e-05	9.97313e-07	3.76689e-07	1.94105e-08	1.32357e-08	2.84257e-08	8.26479e-09	1.27987e-08	0.0123606	0.0103751	0.977264	0.3808301
9900	-763.8133	-762.6262	-1.187115	0.000205485	0.922957	0.0139388	0.00537746	0.000217888	0.000246828	0.000238651	0.000240291	0.000231468	3.94311e-05	0.0540553	0.0015713	0.000576401	2.71166e-05	1.40704e-05	3.61781e-05	4.64552e-06	1.35927e-05	3.85305e-09	7.86513e-06	1.32596e-07	4.843e-08	3.07135e-09	1.99083e-09	3.65159e-09	1.24052e-09	1.963e-09	0.0150834	0.00149305	0.983424	0.3759147
9950	-767.2358	-767.0716	-0.1641366	0.000852993	0.910833	0.043671	0.00673705	0.000927374	0.00104505	0.000996518	0.00104037	0.00102597	0.000202338	0.0257538	0.00555806	0.00091976	0.000128425	3.04467e-05	0.000211512	1.40935e-05	3.02667e-05	8.40668e-08	1.84783e-05	2.33793e-06	3.84302e-07	6.15527e-08	2.14716e-08	8.83115e-08	1.48888e-08	2.14128e-08	0.0198128	0.00259868	0.977589	0.1276017
10000	-768.9927	-768.9881	-0.004587016	0.00143201	0.897572	0.057682	0.00886699	0.0015287	0.00168257	0.00162478	0.00166909	0.00165283	0.000256434	0.0190072	0.00554688	0.000936005	0.000160501	3.72412e-05	0.000265243	1.81713e-05	3.70721e-05	1.54943e-07	2.00789e-05	3.43332e-06	5.73318e-07	1.12434e-07	3.8562e-08	1.62171e-07	2.73273e-08	3.84767e-08	0.024306	0.00195401	0.97374	0.1214585
10050	-770.4743	-769.9543	-0.5199908	0.000880714	0.917443	0.0300826	0.00663251	0.00095511	0.00106106	0.000999637	0.00106381	0.00104292	0.000201395	0.0346601	0.00367258	0.000830624	0.00012748	4.04139e-05	0.000165183	1.78121e-05	4.01396e-05	2.60887e-07	7.6649e-05	4.62396e-06	1.05992e-06	1.92401e-07	8.7972e-08	2.28981e-07	6.04683e-08	8.77106e-08	0.0300486	0.00440812	0.965543	0.186543
10100	-767.6484	-766.8295	-0.818892	0.000847151	0.933835	0.0231794	0.00489259	0.000888919	0.00096447	0.000906704	0.000970045	0.000955569	0.000138511	0.029342	0.00228264	0.000493972	9.69334e-05	3.05635e-05	0.000115177	1.51493e-05	3.04686e-05	4.01915e-08	1.3469e-05	6.31366e-07	1.39273e-07	3.18009e-08	1.38907e-08	3.56267e-08	9.77806e-09	1.38708e-08	0.0368636	0.00163075	0.961506	0.1749914
10150	-766.4409	-765.1454	-1.295527	0.000167013	0.92272	0.0132125	0.00489862	0.000176439	0.000201002	0.000193946	0.000195257	0.000188136	3.24273e-05	0.0558262	0.0015486	0.000545199	2.30677e-05	1.18031e-05	3.18593e-05	4.19891e-06	1.14116e-05	4.75958e-09	1.20257e-05	1.96276e-07	6.89378e-08	3.8714e-09	2.47624e-09	4.71727e-09	1.56432e-09	2.44151e-09	0.0129159	0.00354471	0.983539	0.3602395
10200	-765.489	-764.6689	-0.820067	0.000421412	0.926646	0.0200453	0.00495222	0.000456859	0.000511055	0.00048004	0.000512554	0.000499307	0.000100357	0.0418918	0.00260393	0.000643825	6.50875e-05	2.30456e-05	8.39247e-05	9.03513e-06	2.28004e-05	4.40721e-08	2.9954e-05	1.08132e-06	2.6922e-07	3.3238e-08	1.62353e-08	3.92089e-08	1.0654e-08	1.61625e-08	0.0218559	0.00117049	0.976974	0.2257348
10250	-765.7581	-765.2295	-0.5285782	0.000600518	0.926346	0.0338462	0.00768087	0.000637932	0.000705853	0.000687052	0.000688883	0.000678071	9.5211e-05	0.0243505	0.00282855	0.00065351	5.80934e-05	1.85186e-05	8.93373e-05	6.85717e-06	1.81765e-05	2.15492e-08	9.42413e-06	6.26325e-07	1.44345e-07	1.55421e-08	6.99093e-09	2.08785e-08	4.52141e-09	6.93727e-09	0.0178313	1.06537e-05	0.982158	0.2068452
10300	-765.3061	-764.044	-1.262083	0.000235048	0.92539	0.015659	0.00554136	0.000243924	0.000274444	0.000264147	0.000266447	0.000258466	3.71738e-05	0.049583	0.00160061	0.000537656	2.83817e-05	1.42737e-05	3.94748e-05	5.7906e-06	1.38885e-05	3.68779e-09	6.91677e-06	1.36353e-07	4.58366e-08	3.13366e-09	1.9465e-09	3.84571e-09	1.25828e-09	1.9233e-09	0.0150824	0.00337213	0.981545	0.3401806
10350	-766.5921	-765.2221	-1.369973	0.000173009	0.927587	0.0128648	0.00615452	0.000177713	0.000204248	0.000200282	0.000190419	0.000184243	2.11961e-05	0.0506463	0.00106315	0.000456753	1.6566e-05	1.0585e-05	2.31184e-05	3.85156e-06	1.00615e-05	3.7934e-09	1.21117e-05	1.53255e-07	6.52156e-08	3.29433e-09	2.44232e-09	4.00306e-09	1.53246e-09	2.38966e-09	0.013428	0.00182426	0.984748	0.4722588
10400	-771.642	-771.3568	-0.2852494	0.0015408	0.926512	0.034132	0.00425968	0.00163312	0.00179503	0.00165649	0.0018035	0.00179138	0.000289626	0.0196737	0.00381375	0.000521605	0.000197639	3.976e-05	0.00023856	2.51225e-05	3.97802e-05	2.7606e-07	3.12945e-05	3.68229e-06	5.12303e-07	2.1193e-07	6.27758e-08	2.41841e-07	4.9181e-08	6.27826e-08	0.0454355	9.77133e-05	0.954467	0.07770736
10450	-763.7767	-763.1002	-0.6765564	0.000624785	0.902516	0.0223955	0.00796832	0.000671432	0.000755608	0.000719003	0.000752441	0.000723976	0.000145499	0.058329	0.00298969	0.00103295	9.92749e-05	4.80842e-05	0.000126349	1.77282e-05	4.70561e-05	5.88718e-08	3.58348e-05	1.07018e-06	3.71642e-07	4.65428e-08	2.88349e-08	5.38492e-08	1.86206e-08	2.8579e-08	0.028466	0.000312221	0.971222	0.3341668
10500	-767.9911	-767.4781	-0.5130307	0.000392488	0.886772	0.039078	0.0134748	0.000419322	0.00055198	0.000562811	0.000467398	0.000450051	8.25813e-05	0.051163	0.00472727	0.00159322	5.66365e-05	2.92297e-05	0.000135838	9.22944e-06	2.62109e-05	7.89744e-09	7.51251e-06	4.0289e-07	1.33896e-07	6.25717e-09	3.94879e-09	1.13776e-08	2.39607e-09	3.76958e-09	0.00994194	7.93935e-07	0.990057	0.3324385
10550	-763.0394	-762.0744	-0.9650357	0.0004883	0.923876	0.0210827	0.00606656	0.000513941	0.00056903	0.000540041	0.0005656	0.000551236	8.81492e-05	0.0424899	0.00229499	0.000651092	6.26926e-05	2.5909e-05	8.16371e-05	1.0717e-05	2.55447e-05	2.0497e-08	1.49304e-05	4.83898e-07	1.38001e-07	1.65452e-08	8.94773e-09	1.95615e-08	5.88654e-09	8.89315e-09	0.023403	3.7168e-06	0.976593	0.2670912
10600	-763.0779	-762.35	-0.7279363	0.000407146	0.911089	0.020634	0.0076309	0.000434744	0.000494879	0.000477503	0.000482215	0.000464519	8.46918e-05	0.0542213	0.00246679	0.000878253	5.73676e-05	2.87238e-05	7.79982e-05	9.68354e-06	2.77734e-05	3.2259e-08	3.13414e-05	8.24114e-07	2.9276e-07	2.54191e-08	1.60984e-08	3.06387e-08	1.01226e-08	1.58789e-08	0.0200929	2.64677e-05	0.979881	0.355471
10650	-770.0916	-770.1672	0.07563803	0.00139131	0.872067	0.0495611	0.0166444	0.00147309	0.00170707	0.00167217	0.00161814	0.00157204	0.000258287	0.0441745	0.00534621	0.00179271	0.000178557	8.40031e-05	0.000287824	3.30811e-05	8.07683e-05	1.96657e-07	5.20696e-05	3.68771e-06	1.23591e-06	1.56461e-07	9.44949e-08	2.13612e-07	6.19925e-08	9.29225e-08	0.0271255	0.0038399	0.969035	0.3046531
10700	-763.8631	-763.1187	-0.744404	0.000561643	0.929717	0.0230425	0.0047561	0.000606629	0.000674859	0.000629925	0.000678489	0.000664978	0.000128196	0.0347671	0.00289692	0.000609385	8.34086e-05	2.5394e-05	0.000106555	1.09705e-05	2.52463e-05	2.99451e-08	1.33492e-05	6.55813e-07	1.39268e-07	2.25141e-08	9.63344e-09	2.65063e-08	6.49997e-09	9.60903e-09	0.0252174	0.00112609	0.973657	0.1806376
10750	-764.2547	-762.1793	-2.075375	0.000111166	0.923248	0.00578004	0.00237404	0.000117438	0.000128173	0.000121319	0.000130869	0.000125192	2.30552e-05	0.0667527	0.00074205	0.000283959	1.67997e-05	9.16731e-06	1.8696e-05	3.33907e-06	9.05882e-06	1.21712e-09	4.98148e-06	3.28595e-08	1.25682e-08	1.0089e-09	6.77271e-10	1.07191e-09	4.31252e-10	6.73943e-10	0.0198423	0.000189687	0.979968	0.4014807
10800	-765.7252	-764.1479	-1.577328	0.000237242	0.944746	0.011194	0.00404342	0.000241809	0.000259524	0.000251018	0.000257006	0.000251659	2.43311e-05	0.037355	0.000793906	0.000269653	1.97959e-05	1.00953e-05	2.37063e-05	4.55891e-06	9.9665e-06	3.40253e-09	7.05101e-06	9.37432e-08	3.21045e-08	3.00751e-09	1.8832e-09	3.3546e-09	1.253e-09	1.8723e-09	0.0211527	0.004947	0.9739	0.3428021
10850	-767.366	-766.0954	-1.270582	0.000378268	0.927778	0.0189836	0.00532916	0.000397901	0.000441295	0.000419196	0.000438462	0.000427448	6.86688e-05	0.042492	0.00209244	0.000579312	4.91614e-05	1.99973e-05	6.48901e-05	8.38503e-06	1.97145e-05	1.26334e-08	1.17829e-05	3.49418e-07	9.73815e-08	1.02342e-08	5.45569e-09	1.22253e-08	3.59972e-09	5.42205e-09	0.0201951	0.003524	0.976281	0.2600687
10900	-766.0902	-765.0748	-1.015375	0.000407091	0.936513	0.02037	0.00552971	0.000429352	0.00047062	0.000451927	0.00046549	0.000456083	6.46462e-05	0.0323589	0.0018306	0.00049314	4.25193e-05	1.61326e-05	5.57653e-05	6.19966e-06	1.58948e-05	2.7192e-08	2.17349e-05	7.18401e-07	1.94459e-07	2.07937e-08	1.06472e-08	2.4772e-08	6.9106e-09	1.05813e-08	0.0202897	0.00173574	0.977975	0.2516152
10950	-770.7268	-769.7837	-0.9431056	0.000319377	0.883574	0.0176151	0.00896979	0.000334941	0.000398254	0.000390775	0.000374678	0.000353809	6.75474e-05	0.0837634	0.00246741	0.00113112	5.22841e-05	3.56869e-05	7.48027e-05	1.24417e-05	3.35399e-05	1.81252e-08	3.00673e-05	5.27095e-07	2.3996e-07	1.56701e-08	1.22307e-08	1.92674e-08	7.69972e-09	1.19139e-08	0.0181599	0.00655631	0.975284	0.502739
11000	-765.6656	-764.4114	-1.254217	0.000377686	0.954982	0.0189633	0.00244523	0.000399645	0.000436399	0.000407593	0.000438301	0.00043408	6.50164e-05	0.0187671	0.00190348	0.000255408	4.31057e-05	8.7323e-06	5.46828e-05	4.18351e-06	8.72043e-06	9.51544e-09	4.62551e-06	2.81116e-07	3.79337e-08	7.15855e-09	2.13914e-09	8.46356e-09	1.48625e-09	2.13773e-09	0.0204641	9.73251e-05	0.979439	0.1080708
11050	-772.1101	-770.5507	-1.559377	0.000196054	0.931543	0.0144116	0.0043391	0.000207396	0.000232126	0.000223271	0.000229113	0.000222744	3.76706e-05	0.0461319	0.00164465	0.000484706	2.63874e-05	1.13045e-05	3.60123e-05	4.60094e-06	1.1082e-05	3.61159e-09	6.67921e-06	1.42242e-07	4.23798e-08	2.89051e-09	1.60767e-09	3.52989e-09	1.05539e-09	1.59414e-09	0.0139341	0.0144052	0.971661	0.2786984
11100	-769.1265	-768.502	-0.6244696	0.000479738	0.900034	0.0238069	0.00900601	0.000509556	0.000586916	0.000571929	0.000566995	0.000545578	0.000101373	0.0593739	0.0030087	0.00109622	7.19435e-05	3.75216e-05	0.000103382	1.43099e-05	3.61571e-05	5.33517e-08	4.62114e-05	1.37749e-06	5.05197e-07	4.33388e-08	2.82363e-08	5.43173e-08	1.83392e-08	2.77996e-08	0.0203053	0.012682	0.967013	0.3546426
11150	-769.0766	-768.7342	-0.3424202	0.000995958	0.887686	0.037204	0.00989828	0.00109474	0.0012571	0.00119385	0.00124904	0.00121111	0.000282744	0.050041	0.00568516	0.00153737	0.000184985	7.06458e-05	0.000266793	2.91029e-05	6.94637e-05	1.34946e-07	3.88684e-05	2.55669e-06	6.96127e-07	1.02587e-07	5.34416e-08	1.30607e-07	3.58285e-08	5.30596e-08	0.0273194	0.00457186	0.968109	0.2338655
11200	-764.1131	-762.8632	-1.249916	0.000315529	0.948627	0.0171992	0.0033514	0.000332168	0.000362071	0.000342295	0.000362493	0.000357023	5.15177e-05	0.0266105	0.00165033	0.000325622	3.49354e-05	1.01901e-05	4.47481e-05	4.44312e-06	1.01323e-05	1.0148e-08	8.45773e-06	3.13372e-07	6.231e-08	7.84117e-09	3.20815e-09	9.26493e-09	2.15085e-09	3.20013e-09	0.0187447	0.0024213	0.978834	0.1746045
11250	-765.5131	-764.7963	-0.7167218	0.000677031	0.939689	0.0289973	0.00376933	0.000734055	0.00080799	0.000757348	0.000810746	0.000802897	0.000142291	0.0189649	0.00315994	0.000434451	8.5438e-05	1.67862e-05	0.000113088	7.96265e-06	1.67688e-05	4.65932e-08	1.11656e-05	1.0718e-06	1.47935e-07	3.25893e-08	9.80084e-09	3.98158e-08	6.88885e-09	9.79535e-09	0.0241998	0.000139458	0.975661	0.1040192
11300	-766.8343	-766.3393	-0.4950553	0.00098667	0.918205	0.0345836	0.00589766	0.00105766	0.00117774	0.00109721	0.00118168	0.00116441	0.000214727	0.0289071	0.0042993	0.00077336	0.000144132	3.78917e-05	0.000195636	1.86143e-05	3.77666e-05	8.03668e-08	1.77986e-05	1.58879e-06	2.8738e-07	6.14353e-08	2.30262e-08	7.58705e-08	1.62121e-08	2.29902e-08	0.0288971	0.000816764	0.970286	0.1389454
11350	-766.7279	-766.3928	-0.3351345	0.000832487	0.90801	0.0319739	0.00779194	0.00091067	0.00102586	0.000970479	0.00102351	0.000998184	0.000209778	0.0404672	0.00423891	0.00105006	0.000132211	4.58038e-05	0.000180148	1.83371e-05	4.5253e-05	2.13369e-07	6.91844e-05	4.13743e-06	1.03154e-06	1.5753e-07	7.66975e-08	1.93334e-07	5.10858e-08	7.63083e-08	0.0267857	0.00109309	0.972121	0.2155313
11400	-772.072	-771.5372	-0.5347927	0.000793157	0.896839	0.0226014	0.00906722	0.000844574	0.00094067	0.000903984	0.00093816	0.000902099	0.000170019	0.0614501	0.00287523	0.00111225	0.000119161	6.34119e-05	0.000146567	2.50849e-05	6.2071e-05	2.61121e-07	0.00013919	3.82849e-06	1.50453e-06	2.10884e-07	1.40193e-07	2.3856e-07	9.28086e-08	1.38962e-07	0.0354378	0.0133658	0.951196	0.3684498
11450	-765.0812	-763.4963	-1.584962	0.000244285	0.929681	0.00894669	0.00331915	0.000259324	0.000281849	0.000266943	0.000286542	0.00027649	4.84548e-05	0.0548437	0.00104442	0.000370868	3.34649e-05	1.65031e-05	3.71726e-05	6.16084e-06	1.63432e-05	1.19055e-08	2.00478e-05	2.2372e-07	8.015e-08	9.5037e-09	5.97097e-09	1.01043e-08	3.86232e-09	5.94721e-09	0.0281905	0.00258458	0.969225	0.3516268
11500	-768.7263	-768.1003	-0.6260023	0.00029475	0.921951	0.0374888	0.00730058	0.000318883	0.000372969	0.000381278	0.000351739	0.000345326	6.03037e-05	0.0262451	0.00394078	0.000791402	3.63902e-05	1.04803e-05	8.61562e-05	3.68051e-06	1.00903e-05	1.19655e-08	9.05833e-06	7.79698e-07	1.54761e-07	8.51324e-09	3.48577e-09	1.61222e-08	2.2113e-09	3.43148e-09	0.00800162	0.00207868	0.98992	0.1802233
11550	-764.2184	-763.4774	-0.7409882	0.000500713	0.906322	0.0230029	0.0083838	0.000534523	0.000608178	0.000586929	0.000593674	0.000572233	0.00010564	0.0547076	0.00280464	0.000988531	7.21925e-05	3.58414e-05	9.86378e-05	1.27511e-05	3.4726e-05	4.16611e-08	3.27339e-05	9.73941e-07	3.43824e-07	3.29929e-08	2.08004e-08	3.99618e-08	1.32804e-08	2.0531e-08	0.0220775	0.00319559	0.974727	0.3456488
11600	-768.7799	-768.1297	-0.6502815	0.000471999	0.913559	0.0245013	0.00801004	0.000497632	0.000563971	0.000544422	0.000547647	0.00053162	8.66012e-05	0.0468765	0.00269033	0.000858367	6.12581e-05	2.82505e-05	8.83564e-05	1.10352e-05	2.74629e-05	5.13024e-08	4.23272e-05	1.42146e-06	4.54717e-07	4.13615e-08	2.48073e-08	5.2282e-08	1.61835e-08	2.45085e-08	0.0193513	0.00446211	0.976187	0.3067311
11650	-765.5037	-764.8168	-0.6869744	0.00043758	0.917414	0.0267742	0.00655247	0.000477402	0.000544463	0.000521739	0.000537163	0.000523016	0.000108868	0.0414255	0.00354919	0.00087475	6.93257e-05	2.44081e-05	0.000104043	9.1897e-06	2.39406e-05	4.23269e-08	2.66343e-05	1.3147e-06	3.24604e-07	3.15026e-08	1.53357e-08	4.13645e-08	9.96092e-09	1.52126e-08	0.0169158	0.0031963	0.979888	0.224306
11700	-768.7299	-767.948	-0.7818661	0.000466956	0.947319	0.0209706	0.00375871	0.000495461	0.000537318	0.000509977	0.000538243	0.000531588	7.72275e-05	0.022388	0.00190737	0.000350515	4.88125e-05	1.28215e-05	6.15775e-05	5.73904e-06	1.27706e-05	1.3577e-08	6.68124e-06	3.32899e-07	6.19218e-08	9.95859e-09	3.79054e-09	1.16782e-08	2.59251e-09	3.7838e-09	0.0228166	0.0046272	0.972556	0.152543
11750	-766.9421	-766.7477	-0.1944167	0.000956567	0.875203	0.0371929	0.014262	0.00102786	0.00120959	0.00118124	0.00115035	0.00110379	0.000220071	0.0591616	0.00490372	0.00182822	0.000150275	7.893e-05	0.000227747	2.71561e-05	7.51998e-05	9.00672e-08	3.70256e-05	1.76251e-06	6.55336e-07	7.13591e-08	4.70446e-08	9.23889e-08	2.99191e-08	4.61114e-08	0.0255416	0.000663	0.973795	0.3619604
11800	-768.4351	-768.5418	0.1066451	0.00143429	0.868385	0.0579113	0.0117261	0.00162121	0.00188821	0.00182064	0.00186988	0.0018269	0.000473281	0.0385736	0.00940478	0.00202834	0.000288473	8.57065e-05	0.000486362	3.635e-05	8.46431e-05	3.21959e-07	4.6354e-05	6.39002e-06	1.3674e-06	2.30456e-07	9.99418e-08	3.33185e-07	6.82301e-08	9.94047e-08	0.0252027	0.00105169	0.973746	0.1684477
11850	-763.6487	-762.5926	-1.056065	0.000282355	0.937342	0.016988	0.00460408	0.000299097	0.000330558	0.000315523	0.000327631	0.000320031	5.01856e-05	0.0368315	0.00172508	0.000461417	3.35289e-05	1.28609e-05	4.42812e-05	4.8647e-06	1.26637e-05	1.23154e-08	1.42902e-05	3.92131e-07	1.05153e-07	9.51493e-09	4.90809e-09	1.13807e-08	3.16206e-09	4.87637e-09	0.0170142	0.000708844	0.982277	0.2552429
11900	-765.9629	-765.1775	-0.785468	0.000507273	0.9111	0.0187732	0.00639298	0.000548727	0.000613535	0.000580976	0.000616071	0.000593446	0.000122615	0.0564467	0.00253207	0.00084099	8.14454e-05	3.76012e-05	9.99461e-05	1.37132e-05	3.69657e-05	8.38225e-08	5.96826e-05	1.54985e-06	5.1878e-07	6.50002e-08	3.89864e-08	7.35777e-08	2.51812e-08	3.87163e-08	0.0279101	0.0017721	0.970318	0.3183186
11950	-769.5453	-769.4961	-0.04922326	0.0012776	0.893617	0.0412089	0.0086057	0.00140973	0.00160058	0.0015012	0.00160477	0.001571	0.000361936	0.0389867	0.00614734	0.00134421	0.000230819	7.09699e-05	0.000321555	3.31963e-05	7.04967e-05	1.78991e-07	3.25094e-05	2.98237e-06	6.58962e-07	1.32624e-07	5.80538e-08	1.66271e-07	4.06606e-08	5.7878e-08	0.0317241	0.00567889	0.962597	0.1691511
12000	-771.1162	-771.2233	0.1071423	0.000831934	0.839955	0.0537081	0.0228341	0.000890396	0.00125206	0.00129627	0.00100341	0.000952943	0.000190945	0.0659695	0.00736243	0.00301032	0.000136736	8.75698e-05	0.000329741	2.66739e-05	7.52747e-05	1.55265e-07	7.90801e-05	5.12223e-06	2.06261e-06	1.27276e-07	9.32751e-08	2.28307e-07	5.60667e-08	8.73742e-08	0.0148108	0.00268595	0.982503	0.4091396
12050	-763.5066	-762.2459	-1.260752	0.000318764	0.926116	0.0144845	0.00431685	0.000346777	0.00038618	0.00036296	0.000389661	0.000377	7.85428e-05	0.0501485	0.00193287	0.000566203	5.06459e-05	2.07755e-05	6.09936e-05	7.5453e-06	2.05243e-05	1.44228e-08	1.46545e-05	3.26074e-07	9.62966e-08	1.09102e-08	5.98599e-09	1.22407e-08	3.85789e-09	5.95639e-09	0.0230623	0.00189174	0.975046	0.278297
12100	-763.2224	-762.477	-0.7453818	0.000543109	0.92611	0.0236013	0.00583863	0.000578257	0.000640679	0.00060624	0.000638947	0.000624788	0.000106643	0.0371608	0.00264684	0.000657517	7.1709e-05	2.56428e-05	9.44635e-05	1.05833e-05	2.53626e-05	3.14231e-08	1.73619e-05	7.33441e-07	1.83331e-07	2.43189e-08	1.17889e-08	2.91081e-08	7.79925e-09	1.17336e-08	0.0234433	0.000647602	0.975909	0.2244721
12150	-766.3564	-766.4235	0.06710001	0.000934677	0.883967	0.058821	0.0105577	0.00103841	0.00120668	0.00120326	0.00117541	0.00115319	0.000256925	0.0295393	0.00800927	0.00154286	0.000154307	4.11914e-05	0.000318602	1.64515e-05	4.04433e-05	9.50171e-08	1.93771e-05	3.00859e-06	5.68881e-07	6.71503e-08	2.61632e-08	1.14416e-07	1.74093e-08	2.59609e-08	0.016012	0.000178691	0.983809	0.1550639
12200	-765.7584	-765.2757	-0.4826646	0.000560563	0.924578	0.02737	0.00614901	0.000611598	0.000683358	0.000650256	0.000680146	0.000665719	0.000129252	0.0336788	0.00323667	0.000737762	7.85099e-05	2.4942e-05	0.00010805	9.42183e-06	2.46462e-05	4.73909e-08	2.14031e-05	1.15742e-06	2.64776e-07	3.39761e-08	1.55606e-08	4.21238e-08	1.02004e-08	1.54839e-08	0.0212319	0.000416598	0.978352	0.2024133
12250	-766.2947	-765.5568	-0.7379683	0.000390996	0.915919	0.0174595	0.00641615	0.000413369	0.000461905	0.000441843	0.000456907	0.000440907	7.59554e-05	0.0545527	0.00203515	0.000716059	5.37638e-05	2.69739e-05	6.8565e-05	1.00245e-05	2.63574e-05	3.05598e-08	3.24624e-05	7.12329e-07	2.51043e-07	2.4768e-08	1.56972e-08	2.8679e-08	1.00848e-08	1.55459e-08	0.0227429	0.000403142	0.976854	0.3512805
